"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Server/improved/serverStat.csv",,,,"Date:","28 Dec 2020 12:38:37 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 12:38:59,0.500,0.0,99.500,0.0,0.0,0.0,1071157248.0,26292224.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:00,0.0,0.0,100.0,0.0,0.0,0.0,1071157248.0,26292224.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:01,0.0,0.0,100.0,0.0,0.0,0.0,1071157248.0,26292224.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:02,0.503,0.0,99.497,0.0,0.0,0.0,1071157248.0,26292224.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:03,0.500,0.500,99.0,0.0,0.0,0.0,1071157248.0,26292224.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:04,0.505,0.0,99.495,0.0,0.0,0.0,1071153152.0,26296320.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:05,0.503,0.0,99.497,0.0,0.0,0.0,1071153152.0,26296320.0,830464000.0,171016192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:06,0.505,0.0,99.495,0.0,0.0,0.0,1071153152.0,26296320.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:07,0.0,0.0,100.0,0.0,0.0,0.0,1071153152.0,26296320.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:08,0.505,0.0,99.495,0.0,0.0,0.0,1071153152.0,26296320.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:09,0.0,0.508,99.492,0.0,0.0,0.0,1071153152.0,26300416.0,830459904.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:10,0.503,0.0,99.497,0.0,0.0,0.0,1071149056.0,26300416.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:11,0.503,0.0,99.497,0.0,0.0,0.0,1071149056.0,26300416.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:12,0.505,0.0,99.495,0.0,0.0,0.0,1071149056.0,26300416.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:13,0.588,0.0,99.412,0.0,0.0,0.0,1071149056.0,26300416.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:14,0.0,0.0,100.0,0.0,0.0,0.0,1071149056.0,26300416.0,830464000.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:15,0.0,0.503,99.497,0.0,0.0,0.0,1071149056.0,26304512.0,830459904.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:16,0.0,0.0,100.0,0.0,0.0,0.0,1071140864.0,26304512.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:17,0.0,0.0,100.0,0.0,0.0,0.0,1071140864.0,26304512.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:18,0.0,0.0,100.0,0.0,0.0,0.0,1071140864.0,26304512.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:19,0.500,0.0,99.500,0.0,0.0,0.0,1071140864.0,26304512.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:20,0.0,0.500,99.500,0.0,0.0,0.0,1071140864.0,26304512.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:21,0.490,0.0,99.020,0.0,0.0,0.490,1071132672.0,26312704.0,830468096.0,171016192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:22,0.0,0.0,100.0,0.0,0.0,0.0,1071132672.0,26312704.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:23,0.0,0.0,100.0,0.0,0.0,0.0,1071132672.0,26312704.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:24,0.0,0.0,100.0,0.0,0.0,0.0,1071132672.0,26312704.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:25,0.0,0.0,100.0,0.0,0.0,0.0,1071132672.0,26312704.0,830468096.0,171016192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:26,2.513,0.503,96.985,0.0,0.0,0.0,1071259648.0,26320896.0,830468096.0,170881024.0,200.0,134.0,0.0,0.0,1.0,0.0,0.0
28-12 12:39:27,78.866,6.701,14.433,0.0,0.0,0.0,1130233856.0,26320896.0,830468096.0,111906816.0,410.0,386.0,2.0,0.0,0.0,0.0,0.0
28-12 12:39:28,66.332,0.0,33.166,0.0,0.0,0.503,1131630592.0,26320896.0,830468096.0,110510080.0,923.0,1313.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:29,49.246,1.508,48.744,0.0,0.0,0.503,1131696128.0,26320896.0,830468096.0,110444544.0,3970.0,59132.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:30,53.125,2.604,44.271,0.0,0.0,0.0,1121705984.0,26320896.0,830468096.0,120434688.0,965.0,3904.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:31,49.490,1.020,48.980,0.0,0.0,0.510,1102565376.0,26329088.0,830468096.0,139567104.0,1127.0,1898.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:32,43.147,2.030,54.315,0.0,0.0,0.508,1094586368.0,26329088.0,830468096.0,147546112.0,1109.0,1714.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:33,30.890,0.524,68.586,0.0,0.0,0.0,1086636032.0,26329088.0,830468096.0,155496448.0,971.0,6232.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:34,27.778,1.010,71.212,0.0,0.0,0.0,1079394304.0,26329088.0,830468096.0,162738176.0,985.0,1406.0,0.0,0.0,1.0,0.0,0.0
28-12 12:39:35,43.386,1.058,55.026,0.0,0.0,0.529,1072025600.0,26329088.0,830468096.0,170106880.0,1851.0,20847.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:36,49.490,1.020,48.980,0.0,0.0,0.510,1065353216.0,26329088.0,830468096.0,176779264.0,1462.0,1536.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:37,49.0,1.0,49.500,0.0,0.0,0.500,1058480128.0,26337280.0,830468096.0,183644160.0,1965.0,3382.0,1.0,0.0,1.0,0.0,0.0
28-12 12:39:38,51.759,0.503,47.236,0.0,0.0,0.503,1056378880.0,26337280.0,830468096.0,185745408.0,3070.0,25751.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:39,50.254,0.0,49.746,0.0,0.0,0.0,1055879168.0,26337280.0,830468096.0,186245120.0,2020.0,2523.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:40,49.239,0.508,49.746,0.0,0.0,0.508,1054863360.0,26337280.0,830468096.0,187260928.0,1506.0,1575.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:41,50.754,0.0,48.744,0.0,0.0,0.503,1054896128.0,26337280.0,830468096.0,187228160.0,2117.0,2743.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:42,50.0,1.010,48.990,0.0,0.0,0.0,1054887936.0,26345472.0,830468096.0,187228160.0,1846.0,1991.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:43,50.0,0.500,49.0,0.0,0.0,0.500,1057017856.0,26345472.0,830468096.0,185098240.0,2077.0,4732.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:44,50.251,0.503,49.246,0.0,0.0,0.0,1061466112.0,26345472.0,830468096.0,180649984.0,1945.0,2544.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:45,56.0,0.0,43.500,0.0,0.0,0.500,1064062976.0,26345472.0,830468096.0,178053120.0,1251.0,987.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:46,50.251,0.503,48.744,0.0,0.0,0.503,1066287104.0,26345472.0,830468096.0,175828992.0,1746.0,1871.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:47,49.749,0.503,49.246,0.0,0.0,0.503,1072570368.0,26353664.0,830468096.0,169537536.0,2286.0,8536.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:48,49.246,0.503,49.749,0.0,0.0,0.503,1076797440.0,26353664.0,830468096.0,165310464.0,1656.0,1698.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:49,48.990,1.010,49.495,0.0,0.0,0.505,1083056128.0,26353664.0,830468096.0,159051776.0,2302.0,2628.0,1.0,0.0,1.0,0.0,0.0
28-12 12:39:50,50.500,0.0,49.0,0.0,0.0,0.500,1087250432.0,26353664.0,830468096.0,154857472.0,2368.0,4361.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:51,49.495,0.505,49.495,0.0,0.0,0.505,1091047424.0,26353664.0,830468096.0,151060480.0,2193.0,2603.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:52,51.010,0.0,48.990,0.0,0.0,0.0,1092612096.0,26361856.0,830468096.0,149487616.0,2769.0,23750.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:53,48.241,2.010,48.744,0.0,0.0,1.005,1095344128.0,26361856.0,830468096.0,146755584.0,1405.0,1404.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:54,47.644,1.047,50.262,0.0,0.0,1.047,1103126528.0,26361856.0,830468096.0,138973184.0,2874.0,18068.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:55,50.754,0.503,48.744,0.0,0.0,0.0,1107730432.0,26361856.0,830468096.0,134369280.0,2149.0,34601.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:56,49.746,0.0,49.746,0.0,0.0,0.508,1111924736.0,26361856.0,830468096.0,130174976.0,1944.0,15867.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:57,50.0,0.0,49.0,0.0,0.0,1.0,1116397568.0,26365952.0,830472192.0,125693952.0,2780.0,14699.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:58,49.485,1.031,48.969,0.0,0.0,0.515,1118494720.0,26365952.0,830472192.0,123596800.0,2619.0,37008.0,1.0,0.0,0.0,0.0,0.0
28-12 12:39:59,50.746,0.498,48.756,0.0,0.0,0.0,1120624640.0,26365952.0,830472192.0,121466880.0,2156.0,16971.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:00,50.505,0.0,48.990,0.0,0.0,0.505,1122783232.0,26365952.0,830472192.0,119308288.0,1326.0,1183.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:01,50.0,0.0,49.495,0.0,0.0,0.505,1124880384.0,26365952.0,830472192.0,117211136.0,2730.0,23701.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:02,50.251,0.0,49.246,0.503,0.0,0.0,1127571456.0,26374144.0,830472192.0,114511872.0,1494.0,1398.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:03,49.495,1.010,49.495,0.0,0.0,0.0,1131192320.0,26374144.0,830472192.0,110891008.0,2104.0,2482.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:04,49.749,0.503,49.246,0.0,0.0,0.503,1137385472.0,26374144.0,830472192.0,104697856.0,1187.0,1164.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:05,50.0,0.500,49.500,0.0,0.0,0.0,1139449856.0,26374144.0,830472192.0,102633472.0,1658.0,2265.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:06,50.251,0.0,49.246,0.0,0.0,0.503,1143644160.0,26374144.0,830472192.0,98439168.0,1507.0,7485.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:07,50.0,0.0,49.490,0.0,0.0,0.510,1143640064.0,26378240.0,830472192.0,98439168.0,2087.0,2689.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:08,50.500,0.500,49.0,0.0,0.0,0.0,1143640064.0,26378240.0,830472192.0,98439168.0,1754.0,2766.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:09,50.0,0.505,48.990,0.0,0.0,0.505,1143640064.0,26378240.0,830472192.0,98439168.0,2212.0,2872.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:10,49.495,1.010,49.495,0.0,0.0,0.0,1143767040.0,26378240.0,830472192.0,98312192.0,2103.0,2458.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:11,49.495,0.0,49.495,0.0,0.0,1.010,1143767040.0,26378240.0,830472192.0,98312192.0,1408.0,1509.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:12,48.500,1.0,49.500,0.0,0.0,1.0,1143795712.0,26382336.0,830472192.0,98279424.0,2092.0,4040.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:13,50.254,0.0,49.746,0.0,0.0,0.0,1143795712.0,26382336.0,830472192.0,98279424.0,1803.0,5797.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:14,49.751,0.498,49.254,0.0,0.0,0.498,1143795712.0,26382336.0,830472192.0,98279424.0,1320.0,1580.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:15,49.495,0.505,49.495,0.0,0.0,0.505,1143795712.0,26382336.0,830472192.0,98279424.0,1680.0,1686.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:16,49.246,1.005,48.744,0.0,0.0,1.005,1143828480.0,26382336.0,830472192.0,98246656.0,2502.0,19425.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:17,51.256,0.503,47.739,0.0,0.0,0.503,1143824384.0,26386432.0,830472192.0,98246656.0,1963.0,134372.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:18,50.761,0.508,48.223,0.0,0.0,0.508,1143857152.0,26386432.0,830472192.0,98213888.0,2567.0,96220.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:19,50.0,0.500,49.500,0.0,0.0,0.0,1143857152.0,26386432.0,830472192.0,98213888.0,1183.0,1430.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:20,50.0,0.505,49.495,0.0,0.0,0.0,1143857152.0,26386432.0,830472192.0,98213888.0,1628.0,15799.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:21,50.251,0.0,48.744,0.0,0.0,1.005,1143857152.0,26386432.0,830472192.0,98213888.0,1295.0,8924.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:22,50.254,0.0,49.746,0.0,0.0,0.0,1143889920.0,26390528.0,830468096.0,98181120.0,2143.0,27526.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:23,49.495,0.505,49.495,0.0,0.0,0.505,1143885824.0,26390528.0,830472192.0,98181120.0,1395.0,1703.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:24,50.754,0.503,47.739,0.0,0.0,1.005,1143820288.0,26390528.0,830472192.0,98246656.0,2378.0,19581.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:25,49.749,0.503,49.749,0.0,0.0,0.0,1143853056.0,26390528.0,830472192.0,98213888.0,1673.0,4795.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:26,50.0,0.500,49.500,0.0,0.0,0.0,1143853056.0,26390528.0,830472192.0,98213888.0,1354.0,1736.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:27,50.251,0.0,49.246,0.0,0.0,0.503,1143844864.0,26398720.0,830472192.0,98213888.0,1011.0,1254.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:28,50.0,0.505,49.495,0.0,0.0,0.0,1143844864.0,26398720.0,830472192.0,98213888.0,1307.0,2550.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:29,50.754,0.0,49.246,0.0,0.0,0.0,1143844864.0,26398720.0,830472192.0,98213888.0,1128.0,1983.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:30,50.251,0.503,49.246,0.0,0.0,0.0,1143844864.0,26398720.0,830472192.0,98213888.0,816.0,2157.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:31,50.505,0.0,49.495,0.0,0.0,0.0,1143844864.0,26398720.0,830472192.0,98213888.0,816.0,1179.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:32,50.0,0.0,49.495,0.0,0.0,0.505,1143844864.0,26402816.0,830468096.0,98213888.0,3174.0,83119.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:33,49.246,1.005,49.749,0.0,0.0,0.0,1143840768.0,26402816.0,830472192.0,98213888.0,312.0,433.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:34,52.261,0.503,46.734,0.0,0.0,0.503,1144475648.0,26402816.0,830472192.0,97579008.0,1416.0,19079.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:35,50.254,0.508,49.239,0.0,0.0,0.0,1144475648.0,26402816.0,830472192.0,97579008.0,816.0,1250.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:36,50.500,0.0,49.500,0.0,0.0,0.0,1144389632.0,26402816.0,830472192.0,97665024.0,564.0,1013.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:37,50.761,0.0,49.239,0.0,0.0,0.0,1144348672.0,26402816.0,830472192.0,97705984.0,624.0,1398.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:38,50.0,0.0,50.0,0.0,0.0,0.0,1144344576.0,26406912.0,830472192.0,97705984.0,1020.0,24470.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:39,48.731,1.015,49.746,0.0,0.0,0.508,1144373248.0,26406912.0,830476288.0,97673216.0,1488.0,97523.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:40,50.251,0.0,49.749,0.0,0.0,0.0,1144340480.0,26406912.0,830476288.0,97705984.0,504.0,734.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:41,50.251,0.503,49.246,0.0,0.0,0.0,1144340480.0,26406912.0,830476288.0,97705984.0,1332.0,10869.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:42,50.0,0.500,49.500,0.0,0.0,0.0,1144340480.0,26406912.0,830476288.0,97705984.0,252.0,680.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:43,51.269,0.0,48.731,0.0,0.0,0.0,1144336384.0,26411008.0,830476288.0,97705984.0,1008.0,2010.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:44,50.0,0.0,49.505,0.0,0.0,0.495,1144303616.0,26411008.0,830476288.0,97738752.0,1278.0,17779.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:45,50.521,1.042,48.438,0.0,0.0,0.0,1144303616.0,26411008.0,830476288.0,97738752.0,504.0,4206.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:46,50.0,0.505,49.495,0.0,0.0,0.0,1144303616.0,26411008.0,830476288.0,97738752.0,1386.0,2271.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:47,50.254,0.0,49.746,0.0,0.0,0.0,1144303616.0,26411008.0,830476288.0,97738752.0,876.0,1365.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:48,49.500,1.0,49.0,0.0,0.0,0.500,1144299520.0,26415104.0,830476288.0,97738752.0,816.0,1958.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:49,50.0,0.500,49.0,0.0,0.0,0.500,1144299520.0,26415104.0,830476288.0,97738752.0,1392.0,17885.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:50,50.254,0.0,49.746,0.0,0.0,0.0,1144299520.0,26415104.0,830476288.0,97738752.0,1164.0,15098.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:51,50.251,1.005,48.744,0.0,0.0,0.0,1144299520.0,26415104.0,830476288.0,97738752.0,1452.0,2651.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:52,50.251,0.503,48.744,0.0,0.0,0.503,1144299520.0,26415104.0,830476288.0,97738752.0,1140.0,21503.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:53,50.761,0.508,48.731,0.0,0.0,0.0,1144266752.0,26415104.0,830476288.0,97771520.0,504.0,678.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:54,48.980,0.510,50.0,0.0,0.0,0.510,1144258560.0,26423296.0,830476288.0,97771520.0,432.0,12851.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:55,49.746,0.0,49.746,0.0,0.0,0.508,1144258560.0,26423296.0,830476288.0,97771520.0,1008.0,3348.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:56,50.505,0.0,49.495,0.0,0.0,0.0,1144385536.0,26423296.0,830476288.0,97644544.0,636.0,887.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:57,50.500,0.500,49.0,0.0,0.0,0.0,1144639488.0,26423296.0,830476288.0,97390592.0,636.0,10069.0,2.0,0.0,0.0,0.0,0.0
28-12 12:40:58,50.505,0.505,48.990,0.0,0.0,0.0,1144639488.0,26423296.0,830476288.0,97390592.0,840.0,22027.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:59,50.754,0.0,49.246,0.0,0.0,0.0,1144639488.0,26423296.0,830476288.0,97390592.0,828.0,8606.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:00,50.505,0.0,49.495,0.0,0.0,0.0,1144631296.0,26431488.0,830476288.0,97390592.0,378.0,449.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:01,50.0,1.0,48.500,0.0,0.0,0.500,1144565760.0,26431488.0,830476288.0,97456128.0,1200.0,10874.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:02,50.0,0.505,49.495,0.0,0.0,0.0,1144438784.0,26431488.0,830476288.0,97583104.0,1080.0,8798.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:03,49.749,1.005,48.744,0.0,0.0,0.503,1144438784.0,26431488.0,830476288.0,97583104.0,2064.0,31667.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:04,49.495,1.010,49.495,0.0,0.0,0.0,1144438784.0,26431488.0,830476288.0,97583104.0,2502.0,48057.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:05,50.754,0.0,49.246,0.0,0.0,0.0,1144438784.0,26431488.0,830476288.0,97583104.0,1314.0,2380.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:06,51.515,1.010,46.970,0.0,0.0,0.505,1144401920.0,26435584.0,830476288.0,97615872.0,1278.0,15590.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:07,16.923,0.513,82.564,0.0,0.0,0.0,1144336384.0,26435584.0,830476288.0,97681408.0,384.0,587.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:08,0.500,0.0,99.500,0.0,0.0,0.0,1144336384.0,26435584.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:09,0.0,0.0,100.0,0.0,0.0,0.0,1144336384.0,26435584.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:10,0.500,0.0,99.500,0.0,0.0,0.0,1144336384.0,26435584.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:11,0.498,0.0,99.005,0.0,0.0,0.498,1144336384.0,26435584.0,830476288.0,97681408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
