"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/notImproved/client1Stat.csv",,,,"Date:","28 Dec 2020 22:23:36 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 22:23:55,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26558464.0,602517504.0,258514944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:56,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26558464.0,602517504.0,258514944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:57,0.500,0.0,99.500,0.0,0.0,0.0,154374144.0,26566656.0,602509312.0,258514944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:58,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26566656.0,602509312.0,258514944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:59,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26566656.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:00,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26566656.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:01,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26566656.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:02,0.0,0.0,100.0,0.0,0.0,0.0,154374144.0,26574848.0,602509312.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:03,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26574848.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:04,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26574848.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:05,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26574848.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:06,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26574848.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:07,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26574848.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:08,0.0,0.0,100.0,0.0,0.0,0.0,154365952.0,26583040.0,602509312.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:09,0.0,0.0,100.0,0.0,0.0,0.0,154357760.0,26583040.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:10,0.500,0.0,99.500,0.0,0.0,0.0,154357760.0,26583040.0,602517504.0,258506752.0,158.0,170.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:11,0.0,0.0,100.0,0.0,0.0,0.0,154357760.0,26583040.0,602517504.0,258506752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:12,10.553,1.005,88.442,0.0,0.0,0.0,173469696.0,26583040.0,602550272.0,239362048.0,284.0,368.0,0.0,0.0,12.0,0.0,0.0
28-12 22:24:13,0.500,0.0,99.500,0.0,0.0,0.0,180011008.0,26591232.0,602554368.0,232808448.0,66.0,96.0,0.0,0.0,2.0,0.0,0.0
28-12 22:24:14,0.0,0.0,100.0,0.0,0.0,0.0,180027392.0,26591232.0,602554368.0,232792064.0,7354.0,8704.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:15,7.960,3.483,86.070,0.0,0.0,2.488,183767040.0,26591232.0,602554368.0,229052416.0,438349.0,504909.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:16,0.0,0.0,100.0,0.0,0.0,0.0,183767040.0,26591232.0,602554368.0,229052416.0,476.0,573.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:17,0.500,0.0,99.500,0.0,0.0,0.0,183767040.0,26591232.0,602554368.0,229052416.0,1815.0,2234.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:18,0.0,0.0,100.0,0.0,0.0,0.0,183758848.0,26599424.0,602554368.0,229052416.0,991.0,1210.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:19,2.513,0.503,96.985,0.0,0.0,0.0,184561664.0,26599424.0,602554368.0,228249600.0,9360.0,11742.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:20,0.0,0.0,100.0,0.0,0.0,0.0,184561664.0,26599424.0,602554368.0,228249600.0,730.0,880.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:21,1.500,1.0,97.0,0.0,0.0,0.500,184561664.0,26599424.0,602554368.0,228249600.0,30892.0,32159.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:22,1.515,0.505,97.980,0.0,0.0,0.0,184573952.0,26599424.0,602554368.0,228237312.0,17412.0,35840.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:23,0.0,0.0,100.0,0.0,0.0,0.0,184553472.0,26607616.0,602554368.0,228249600.0,1734.0,2065.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:24,0.0,0.500,99.500,0.0,0.0,0.0,184586240.0,26607616.0,602554368.0,228216832.0,2607.0,2962.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:25,0.503,0.0,99.497,0.0,0.0,0.0,184586240.0,26607616.0,602554368.0,228216832.0,4145.0,5528.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:26,0.0,0.0,100.0,0.0,0.0,0.0,184586240.0,26607616.0,602554368.0,228216832.0,1214.0,1559.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:27,0.505,0.505,98.990,0.0,0.0,0.0,184586240.0,26607616.0,602554368.0,228216832.0,24349.0,33445.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:28,0.0,0.0,100.0,0.0,0.0,0.0,184610816.0,26615808.0,602554368.0,228184064.0,386.0,477.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:29,0.0,0.0,99.500,0.0,0.0,0.500,184610816.0,26615808.0,602554368.0,228184064.0,1876.0,2550.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:30,0.0,0.0,100.0,0.0,0.0,0.0,184610816.0,26615808.0,602554368.0,228184064.0,386.0,494.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:31,0.0,0.0,100.0,0.0,0.0,0.0,184610816.0,26615808.0,602554368.0,228184064.0,730.0,868.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:32,0.0,0.498,99.502,0.0,0.0,0.0,184610816.0,26615808.0,602554368.0,228184064.0,640.0,856.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:33,0.0,0.0,99.500,0.500,0.0,0.0,184602624.0,26624000.0,602554368.0,228184064.0,640.0,810.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:34,0.0,0.0,100.0,0.0,0.0,0.0,184602624.0,26624000.0,602554368.0,228184064.0,1245.0,1559.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:35,0.0,0.0,100.0,0.0,0.0,0.0,184602624.0,26624000.0,602554368.0,228184064.0,222.0,244.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:36,0.995,0.0,99.005,0.0,0.0,0.0,184602624.0,26624000.0,602554368.0,228184064.0,6754.0,11345.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:37,0.0,0.0,100.0,0.0,0.0,0.0,184602624.0,26624000.0,602554368.0,228184064.0,386.0,518.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:38,0.0,0.0,100.0,0.0,0.0,0.0,184627200.0,26632192.0,602554368.0,228151296.0,514.0,682.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:39,0.0,0.0,100.0,0.0,0.0,0.0,184619008.0,26632192.0,602554368.0,228159488.0,758.0,932.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:40,0.0,0.0,100.0,0.0,0.0,0.0,184619008.0,26632192.0,602554368.0,228159488.0,2539.0,3390.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:41,0.0,0.0,100.0,0.0,0.0,0.0,184619008.0,26632192.0,602554368.0,228159488.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:42,1.0,0.0,99.0,0.0,0.0,0.0,154308608.0,26632192.0,602521600.0,258502656.0,380.0,574.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:43,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26640384.0,602521600.0,258502656.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:44,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26640384.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:45,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26640384.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:46,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26640384.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:47,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26640384.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:48,0.0,0.0,100.0,0.0,0.0,0.0,154300416.0,26644480.0,602517504.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:49,0.0,0.0,100.0,0.0,0.0,0.0,154296320.0,26644480.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:50,0.0,0.0,100.0,0.0,0.0,0.0,154296320.0,26644480.0,602521600.0,258502656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:51,0.0,0.0,100.0,0.0,0.0,0.0,154288128.0,26644480.0,602521600.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:52,0.0,0.0,100.0,0.0,0.0,0.0,154288128.0,26644480.0,602521600.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:53,0.0,0.0,100.0,0.0,0.0,0.0,154284032.0,26648576.0,602521600.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:54,0.0,0.0,100.0,0.0,0.0,0.0,154284032.0,26648576.0,602521600.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:55,0.0,0.0,100.0,0.0,0.0,0.0,154279936.0,26648576.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:56,0.0,0.0,100.0,0.0,0.0,0.0,154279936.0,26648576.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:57,0.0,0.0,100.0,0.0,0.0,0.0,154279936.0,26648576.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:58,0.0,0.0,100.0,0.0,0.0,0.0,154271744.0,26656768.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:59,0.0,0.0,100.0,0.0,0.0,0.0,154271744.0,26656768.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:00,0.0,0.500,99.500,0.0,0.0,0.0,154271744.0,26656768.0,602525696.0,258510848.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:01,0.0,0.0,100.0,0.0,0.0,0.0,154271744.0,26656768.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:02,0.0,0.0,100.0,0.0,0.0,0.0,154271744.0,26656768.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:03,0.0,0.0,100.0,0.0,0.0,0.0,154263552.0,26664960.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:04,0.0,0.0,100.0,0.0,0.0,0.0,154263552.0,26664960.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:05,0.500,0.0,99.500,0.0,0.0,0.0,154263552.0,26664960.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:06,0.0,0.0,100.0,0.0,0.0,0.0,154263552.0,26664960.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:07,0.0,0.0,100.0,0.0,0.0,0.0,154263552.0,26664960.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:08,0.0,0.0,100.0,0.0,0.0,0.0,154263552.0,26673152.0,602517504.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:09,0.0,0.0,100.0,0.0,0.0,0.0,154255360.0,26673152.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:10,0.500,0.0,99.500,0.0,0.0,0.0,154255360.0,26673152.0,602525696.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:11,0.0,0.0,100.0,0.0,0.0,0.0,154247168.0,26673152.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:12,0.0,0.0,100.0,0.0,0.0,0.0,154247168.0,26673152.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:13,0.0,0.0,100.0,0.0,0.0,0.0,154238976.0,26681344.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:14,0.0,0.0,100.0,0.0,0.0,0.0,154238976.0,26681344.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:15,0.0,0.0,100.0,0.0,0.0,0.0,154238976.0,26681344.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:16,0.0,0.0,100.0,0.0,0.0,0.0,154238976.0,26681344.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:17,0.0,0.0,100.0,0.0,0.0,0.0,154247168.0,26681344.0,602525696.0,258510848.0,274.0,274.0,0.0,0.0,1.0,0.0,0.0
28-12 22:25:18,0.0,0.0,100.0,0.0,0.0,0.0,154247168.0,26689536.0,602517504.0,258510848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:19,0.0,0.0,100.0,0.0,0.0,0.0,154230784.0,26689536.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:20,0.0,0.0,100.0,0.0,0.0,0.0,154230784.0,26689536.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:21,0.0,0.0,100.0,0.0,0.0,0.0,154230784.0,26689536.0,602525696.0,258519040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:22,0.0,0.498,99.502,0.0,0.0,0.0,154230784.0,26689536.0,602525696.0,258519040.0,450.0,330.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:23,0.0,0.0,100.0,0.0,0.0,0.0,154222592.0,26697728.0,602525696.0,258519040.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:24,0.0,0.0,100.0,0.0,0.0,0.0,154357760.0,26697728.0,602525696.0,258383872.0,570.0,848.0,0.0,0.0,1.0,0.0,0.0
28-12 22:25:25,0.0,0.498,99.502,0.0,0.0,0.0,154357760.0,26697728.0,602525696.0,258383872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:26,0.0,0.0,100.0,0.0,0.0,0.0,154349568.0,26697728.0,602525696.0,258392064.0,600.0,360.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:27,0.0,0.0,100.0,0.0,0.0,0.0,154349568.0,26697728.0,602525696.0,258392064.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:28,0.0,0.0,100.0,0.0,0.0,0.0,154349568.0,26705920.0,602517504.0,258392064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:29,0.0,0.0,100.0,0.0,0.0,0.0,154341376.0,26705920.0,602525696.0,258392064.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:30,0.0,0.0,100.0,0.0,0.0,0.0,154341376.0,26705920.0,602525696.0,258392064.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:31,0.0,0.0,100.0,0.0,0.0,0.0,154341376.0,26705920.0,602525696.0,258392064.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 22:25:32,0.0,0.0,100.0,0.0,0.0,0.0,154341376.0,26705920.0,602525696.0,258392064.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
