"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/notImproved/client3Stat.csv",,,,"Date:","28 Dec 2020 13:11:12 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 13:11:43,0.0,0.0,100.0,0.0,0.0,0.0,181841920.0,26361856.0,602271744.0,231489536.0,315.0,376.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:44,0.538,0.0,98.925,0.0,0.0,0.538,181837824.0,26365952.0,602271744.0,231489536.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:45,0.0,0.0,99.363,0.0,0.0,0.637,181628928.0,26365952.0,602271744.0,231698432.0,381.0,402.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:46,0.0,0.0,100.0,0.0,0.0,0.0,181616640.0,26365952.0,602271744.0,231710720.0,381.0,534.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:47,0.513,0.0,99.487,0.0,0.0,0.0,181616640.0,26365952.0,602271744.0,231710720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:48,0.0,0.0,100.0,0.0,0.0,0.0,181616640.0,26365952.0,602271744.0,231710720.0,878.0,1192.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:49,0.532,1.064,97.872,0.0,0.0,0.532,181616640.0,26370048.0,602267648.0,231710720.0,13071.0,16658.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:50,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:51,0.0,0.500,99.500,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,325.0,418.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:52,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,254.0,246.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:53,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,900.0,1146.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:54,0.500,0.500,99.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,127.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:55,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:56,0.505,0.0,99.495,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,5271.0,6992.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:57,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,435.0,556.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:58,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:11:59,0.0,0.0,100.0,0.0,0.0,0.0,181579776.0,26370048.0,602271744.0,231743488.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:00,1.515,1.515,95.960,0.0,0.0,1.010,181579776.0,26378240.0,602263552.0,231743488.0,114271.0,121354.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:01,0.0,0.0,100.0,0.0,0.0,0.0,181600256.0,26378240.0,602271744.0,231714816.0,90.0,126.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:02,0.0,0.0,100.0,0.0,0.0,0.0,181600256.0,26378240.0,602271744.0,231714816.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:03,0.500,0.0,99.500,0.0,0.0,0.0,181633024.0,26378240.0,602271744.0,231682048.0,1190.0,1428.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:04,1.0,2.0,95.500,0.0,0.0,1.500,181633024.0,26378240.0,602271744.0,231682048.0,36890.0,45138.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:05,0.0,0.0,100.0,0.0,0.0,0.0,181628928.0,26382336.0,602271744.0,231682048.0,667.0,848.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:06,0.0,0.0,100.0,0.0,0.0,0.0,181628928.0,26382336.0,602271744.0,231682048.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:07,1.036,0.518,98.446,0.0,0.0,0.0,181628928.0,26382336.0,602271744.0,231682048.0,21581.0,24470.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:08,0.503,0.0,99.497,0.0,0.0,0.0,181661696.0,26382336.0,602271744.0,231649280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:09,0.0,0.0,100.0,0.0,0.0,0.0,181661696.0,26382336.0,602271744.0,231649280.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:10,0.0,0.0,100.0,0.0,0.0,0.0,181661696.0,26386432.0,602267648.0,231649280.0,962.0,1140.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:11,0.0,0.0,100.0,0.0,0.0,0.0,181657600.0,26386432.0,602271744.0,231649280.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:12,0.0,0.0,99.492,0.0,0.0,0.508,181657600.0,26386432.0,602271744.0,231649280.0,314.0,372.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:13,0.0,0.0,100.0,0.0,0.0,0.0,181657600.0,26386432.0,602271744.0,231649280.0,740.0,972.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:14,0.0,0.503,99.497,0.0,0.0,0.0,181657600.0,26386432.0,602271744.0,231649280.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:15,0.500,0.500,99.0,0.0,0.0,0.0,181657600.0,26386432.0,602271744.0,231649280.0,390.0,482.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:16,0.0,0.0,100.0,0.0,0.0,0.0,181690368.0,26390528.0,602267648.0,231616512.0,508.0,624.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:17,0.0,0.0,100.0,0.0,0.0,0.0,181686272.0,26390528.0,602271744.0,231616512.0,254.0,246.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:18,0.0,0.0,100.0,0.0,0.0,0.0,181686272.0,26390528.0,602271744.0,231616512.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:19,0.503,0.0,99.497,0.0,0.0,0.0,181686272.0,26390528.0,602271744.0,231616512.0,423.0,540.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:20,5.051,2.020,92.424,0.0,0.0,0.505,184291328.0,26390528.0,602271744.0,229011456.0,104831.0,121510.0,1.0,0.0,0.0,0.0,0.0
28-12 13:12:21,2.062,1.031,96.392,0.0,0.0,0.515,184225792.0,26390528.0,602271744.0,229076992.0,72332.0,83090.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:22,0.500,0.0,99.500,0.0,0.0,0.0,184217600.0,26398720.0,602271744.0,229076992.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:23,0.0,0.500,99.500,0.0,0.0,0.0,184213504.0,26398720.0,602275840.0,229076992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:24,0.508,0.508,98.985,0.0,0.0,0.0,184213504.0,26398720.0,602275840.0,229076992.0,528.0,586.0,0.0,0.0,1.0,0.0,0.0
28-12 13:12:25,0.0,0.0,100.0,0.0,0.0,0.0,184213504.0,26398720.0,602275840.0,229076992.0,821.0,1000.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:26,0.0,0.0,100.0,0.0,0.0,0.0,183898112.0,26398720.0,602275840.0,229392384.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:27,0.503,0.0,99.497,0.0,0.0,0.0,183857152.0,26406912.0,602275840.0,229425152.0,508.0,558.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:28,0.508,0.0,99.492,0.0,0.0,0.0,183857152.0,26406912.0,602275840.0,229425152.0,5690.0,7662.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:29,0.0,0.0,99.495,0.0,0.0,0.505,183857152.0,26406912.0,602275840.0,229425152.0,510.0,632.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:30,0.0,0.505,99.495,0.0,0.0,0.0,183857152.0,26406912.0,602275840.0,229425152.0,127.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:31,0.513,0.513,98.974,0.0,0.0,0.0,183857152.0,26406912.0,602275840.0,229425152.0,22249.0,25262.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:32,0.0,0.0,100.0,0.0,0.0,0.0,183824384.0,26415104.0,602267648.0,229457920.0,1524.0,1938.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:33,0.0,0.0,100.0,0.0,0.0,0.0,183848960.0,26415104.0,602275840.0,229425152.0,1588.0,2078.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:34,0.510,0.510,98.980,0.0,0.0,0.0,183848960.0,26415104.0,602275840.0,229425152.0,4324.0,5832.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:35,0.0,0.0,100.0,0.0,0.0,0.0,183848960.0,26415104.0,602275840.0,229425152.0,127.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:36,0.0,0.0,100.0,0.0,0.0,0.0,183779328.0,26415104.0,602275840.0,229494784.0,254.0,312.0,1.0,0.0,0.0,0.0,0.0
28-12 13:12:37,0.500,0.0,99.500,0.0,0.0,0.0,183721984.0,26415104.0,602275840.0,229552128.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:38,0.0,0.510,99.490,0.0,0.0,0.0,183721984.0,26423296.0,602267648.0,229552128.0,35727.0,28878.0,2.0,0.0,0.0,0.0,0.0
28-12 13:12:39,0.510,0.510,98.980,0.0,0.0,0.0,183713792.0,26423296.0,602275840.0,229552128.0,4707.0,15298.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:40,0.0,0.0,100.0,0.0,0.0,0.0,183713792.0,26423296.0,602275840.0,229552128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:41,0.508,2.030,97.462,0.0,0.0,0.0,183746560.0,26423296.0,602275840.0,229519360.0,31203.0,40244.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:42,0.0,0.0,100.0,0.0,0.0,0.0,183746560.0,26423296.0,602275840.0,229519360.0,254.0,312.0,1.0,0.0,0.0,0.0,0.0
28-12 13:12:43,0.498,0.0,99.502,0.0,0.0,0.0,183746560.0,26423296.0,602275840.0,229519360.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:44,0.0,0.508,99.492,0.0,0.0,0.0,183746560.0,26427392.0,602271744.0,229519360.0,394.0,456.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:45,0.0,0.0,100.0,0.0,0.0,0.0,183775232.0,26427392.0,602275840.0,229486592.0,9790.0,12442.0,1.0,0.0,0.0,0.0,0.0
28-12 13:12:46,0.0,0.0,100.0,0.0,0.0,0.0,183775232.0,26427392.0,602275840.0,229486592.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:47,0.0,0.0,100.0,0.0,0.0,0.0,183775232.0,26427392.0,602275840.0,229486592.0,254.0,312.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:48,0.0,0.500,99.500,0.0,0.0,0.0,183775232.0,26427392.0,602275840.0,229486592.0,447.0,564.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:49,0.629,0.0,98.742,0.629,0.0,0.0,183775232.0,26431488.0,602271744.0,229486592.0,442.0,558.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:50,0.0,0.510,99.490,0.0,0.0,0.0,183771136.0,26431488.0,602275840.0,229486592.0,738.0,972.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:51,0.0,0.0,99.500,0.0,0.0,0.500,183771136.0,26431488.0,602275840.0,229486592.0,508.0,558.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:52,0.513,0.0,99.487,0.0,0.0,0.0,183771136.0,26431488.0,602275840.0,229486592.0,19605.0,24534.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:53,0.0,1.005,98.995,0.0,0.0,0.0,183771136.0,26431488.0,602275840.0,229486592.0,1804.0,2272.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:54,1.562,0.521,97.917,0.0,0.0,0.0,154759168.0,26431488.0,602275840.0,258498560.0,669.0,1016.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:55,0.0,0.0,100.0,0.0,0.0,0.0,154738688.0,26439680.0,602234880.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:56,0.0,0.0,100.0,0.0,0.0,0.0,154730496.0,26439680.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:57,0.0,0.0,100.0,0.0,0.0,0.0,154730496.0,26439680.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:58,0.0,0.498,99.502,0.0,0.0,0.0,154730496.0,26439680.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:12:59,0.0,0.0,100.0,0.0,0.0,0.0,154730496.0,26439680.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:00,0.503,0.0,98.995,0.0,0.0,0.503,154730496.0,26439680.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:01,0.0,0.0,100.0,0.0,0.0,0.0,154726400.0,26443776.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:02,0.500,0.0,99.500,0.0,0.0,0.0,154726400.0,26443776.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:03,0.0,0.0,100.0,0.0,0.0,0.0,154726400.0,26443776.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:04,0.0,0.0,100.0,0.0,0.0,0.0,154726400.0,26443776.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:05,0.0,0.0,100.0,0.0,0.0,0.0,154722304.0,26443776.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:06,0.0,0.500,99.500,0.0,0.0,0.0,154722304.0,26451968.0,602238976.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:07,0.500,0.0,99.500,0.0,0.0,0.0,154714112.0,26451968.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:08,0.0,0.0,100.0,0.0,0.0,0.0,154714112.0,26451968.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:09,0.0,0.0,100.0,0.0,0.0,0.0,154714112.0,26451968.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:10,0.505,0.505,98.990,0.0,0.0,0.0,154714112.0,26451968.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:11,0.0,0.0,100.0,0.0,0.0,0.0,154714112.0,26456064.0,602243072.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:12,0.0,0.0,100.0,0.0,0.0,0.0,154710016.0,26456064.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:13,0.0,0.0,100.0,0.0,0.0,0.0,154710016.0,26456064.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:14,0.0,0.521,99.479,0.0,0.0,0.0,154710016.0,26456064.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:15,0.0,0.0,100.0,0.0,0.0,0.0,154710016.0,26456064.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:16,0.500,0.0,99.500,0.0,0.0,0.0,154710016.0,26456064.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:17,0.0,0.549,99.451,0.0,0.0,0.0,154710016.0,26464256.0,602238976.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:18,0.0,0.0,100.0,0.0,0.0,0.0,154701824.0,26464256.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:19,0.0,0.535,99.465,0.0,0.0,0.0,154701824.0,26464256.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:20,0.0,0.990,99.010,0.0,0.0,0.0,154701824.0,26464256.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:21,0.0,0.515,99.485,0.0,0.0,0.0,154701824.0,26464256.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:22,0.0,0.0,100.0,0.0,0.0,0.0,154701824.0,26472448.0,602238976.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:23,0.0,0.0,99.500,0.0,0.0,0.500,154693632.0,26472448.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:24,0.0,0.0,100.0,0.0,0.0,0.0,154693632.0,26472448.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:25,0.0,0.0,100.0,0.0,0.0,0.0,154693632.0,26472448.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:26,0.0,0.0,100.0,0.0,0.0,0.0,154693632.0,26472448.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:27,0.0,0.500,99.500,0.0,0.0,0.0,154693632.0,26480640.0,602238976.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:28,0.0,0.0,100.0,0.0,0.0,0.0,154685440.0,26480640.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:29,0.0,0.500,99.500,0.0,0.0,0.0,154685440.0,26480640.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:30,0.0,0.0,100.0,0.0,0.0,0.0,154685440.0,26480640.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:31,0.0,0.0,100.0,0.0,0.0,0.0,154685440.0,26480640.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:32,0.0,0.0,100.0,0.0,0.0,0.0,154685440.0,26480640.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:33,0.0,0.0,100.0,0.0,0.0,0.0,154677248.0,26488832.0,602247168.0,258551808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:34,0.0,0.0,100.0,0.0,0.0,0.0,154677248.0,26488832.0,602247168.0,258551808.0,300.0,240.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:35,0.0,0.500,99.0,0.0,0.0,0.500,154812416.0,26488832.0,602247168.0,258416640.0,1020.0,1118.0,0.0,0.0,1.0,0.0,0.0
28-12 13:13:36,0.498,0.0,99.502,0.0,0.0,0.0,154812416.0,26488832.0,602247168.0,258416640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:37,0.0,0.0,100.0,0.0,0.0,0.0,154812416.0,26488832.0,602247168.0,258416640.0,600.0,360.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:38,0.0,0.0,100.0,0.0,0.0,0.0,154812416.0,26497024.0,602238976.0,258416640.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:39,0.0,0.0,100.0,0.0,0.0,0.0,154804224.0,26497024.0,602247168.0,258416640.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 13:13:40,0.0,0.0,100.0,0.0,0.0,0.0,154804224.0,26497024.0,602247168.0,258416640.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
