"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Server/serverStat.csv",,,,"Date:","28 Dec 2020 13:00:02 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 13:00:30,0.0,0.0,100.0,0.0,0.0,0.0,1076916224.0,26628096.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:31,0.0,0.0,100.0,0.0,0.0,0.0,1076916224.0,26628096.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:32,0.0,0.503,99.497,0.0,0.0,0.0,1076908032.0,26636288.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:33,0.0,0.521,99.479,0.0,0.0,0.0,1076908032.0,26636288.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:34,0.0,0.0,100.0,0.0,0.0,0.0,1076908032.0,26636288.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:35,0.0,0.0,100.0,0.0,0.0,0.0,1076908032.0,26636288.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:36,0.0,0.0,100.0,0.0,0.0,0.0,1076908032.0,26636288.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:37,0.510,0.510,98.980,0.0,0.0,0.0,1076899840.0,26644480.0,830492672.0,164892672.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:00:38,0.0,0.0,100.0,0.0,0.0,0.0,1076899840.0,26644480.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:39,0.0,0.505,99.495,0.0,0.0,0.0,1076899840.0,26644480.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:40,0.0,0.0,100.0,0.0,0.0,0.0,1076899840.0,26644480.0,830492672.0,164892672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28-12 13:00:41,0.0,0.495,98.515,0.990,0.0,0.0,1076899840.0,26644480.0,830492672.0,164892672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:42,0.513,0.0,99.487,0.0,0.0,0.0,1077026816.0,26652672.0,830484480.0,164765696.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:43,0.0,0.503,98.995,0.0,0.0,0.503,1077026816.0,26652672.0,830484480.0,164765696.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:44,0.0,0.0,100.0,0.0,0.0,0.0,1077018624.0,26652672.0,830492672.0,164765696.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:45,0.0,0.505,99.495,0.0,0.0,0.0,1077018624.0,26652672.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:46,0.0,0.0,100.0,0.0,0.0,0.0,1077018624.0,26652672.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:47,0.0,0.0,100.0,0.0,0.0,0.0,1077014528.0,26660864.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:48,0.0,0.0,100.0,0.0,0.0,0.0,1077014528.0,26660864.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:49,0.0,0.546,99.454,0.0,0.0,0.0,1077010432.0,26660864.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:50,0.0,0.0,100.0,0.0,0.0,0.0,1077010432.0,26660864.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:51,0.0,0.0,100.0,0.0,0.0,0.0,1077010432.0,26660864.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:52,0.0,0.0,100.0,0.0,0.0,0.0,1077010432.0,26660864.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:53,0.0,0.0,100.0,0.0,0.0,0.0,1077002240.0,26669056.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:54,0.0,0.500,99.500,0.0,0.0,0.0,1077002240.0,26669056.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:55,0.0,1.010,98.990,0.0,0.0,0.0,1077002240.0,26669056.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:56,0.0,0.503,99.497,0.0,0.0,0.0,1077002240.0,26669056.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:57,0.0,0.0,100.0,0.0,0.0,0.0,1077002240.0,26669056.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:58,0.0,0.0,100.0,0.0,0.0,0.0,1076989952.0,26677248.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:00:59,0.0,0.0,100.0,0.0,0.0,0.0,1076989952.0,26677248.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:00,0.0,0.521,99.479,0.0,0.0,0.0,1076989952.0,26677248.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:01,0.0,0.521,99.479,0.0,0.0,0.0,1076989952.0,26677248.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:02,0.0,0.0,100.0,0.0,0.0,0.0,1076989952.0,26677248.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:03,0.0,0.0,100.0,0.0,0.0,0.0,1076989952.0,26681344.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:04,0.0,1.020,98.980,0.0,0.0,0.0,1076985856.0,26681344.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:05,0.0,0.990,98.515,0.0,0.0,0.495,1076985856.0,26681344.0,830496768.0,164765696.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:01:06,0.0,0.526,99.474,0.0,0.0,0.0,1076985856.0,26681344.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:07,0.0,0.0,100.0,0.0,0.0,0.0,1076985856.0,26681344.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:08,0.498,0.498,99.005,0.0,0.0,0.0,1076981760.0,26685440.0,830496768.0,164765696.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:01:09,0.0,0.538,99.462,0.0,0.0,0.0,1076981760.0,26685440.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:10,0.0,0.505,99.495,0.0,0.0,0.0,1076981760.0,26685440.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:11,0.0,0.515,99.485,0.0,0.0,0.0,1076981760.0,26689536.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:12,0.0,0.0,100.0,0.0,0.0,0.0,1076981760.0,26689536.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:13,0.0,0.505,98.990,0.0,0.0,0.505,1076977664.0,26697728.0,830488576.0,164765696.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:01:14,0.0,0.0,100.0,0.0,0.0,0.0,1076969472.0,26697728.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:15,0.0,0.0,100.0,0.0,0.0,0.0,1076969472.0,26697728.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:16,0.0,0.0,100.0,0.0,0.0,0.0,1076969472.0,26697728.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:17,0.0,0.500,99.500,0.0,0.0,0.0,1076969472.0,26697728.0,830496768.0,164765696.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:01:18,0.0,0.500,99.500,0.0,0.0,0.0,1076969472.0,26697728.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:19,0.503,0.503,98.995,0.0,0.0,0.0,1076961280.0,26705920.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:20,0.0,0.500,99.500,0.0,0.0,0.0,1076961280.0,26705920.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:21,0.0,0.500,99.500,0.0,0.0,0.0,1076961280.0,26705920.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:22,0.0,0.0,100.0,0.0,0.0,0.0,1076961280.0,26705920.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:23,0.0,0.0,100.0,0.0,0.0,0.0,1076961280.0,26705920.0,830496768.0,164765696.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:01:24,0.0,0.503,99.497,0.0,0.0,0.0,1076961280.0,26714112.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:25,0.0,0.0,100.0,0.0,0.0,0.0,1076961280.0,26714112.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:26,0.0,1.0,99.0,0.0,0.0,0.0,1076953088.0,26714112.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:27,0.0,0.0,100.0,0.0,0.0,0.0,1076953088.0,26714112.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:28,0.0,0.0,100.0,0.0,0.0,0.0,1076953088.0,26714112.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:29,0.0,0.0,100.0,0.0,0.0,0.0,1076953088.0,26714112.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:30,0.0,0.0,99.500,0.500,0.0,0.0,1076953088.0,26722304.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:31,0.0,1.005,98.995,0.0,0.0,0.0,1076953088.0,26722304.0,830488576.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:32,0.503,0.0,99.497,0.0,0.0,0.0,1076944896.0,26722304.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:33,0.0,0.503,99.497,0.0,0.0,0.0,1076944896.0,26722304.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:34,0.0,0.503,99.497,0.0,0.0,0.0,1076944896.0,26722304.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:35,0.0,0.0,100.0,0.0,0.0,0.0,1076944896.0,26722304.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:36,0.500,0.0,99.500,0.0,0.0,0.0,1076944896.0,26726400.0,830492672.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:37,0.0,0.0,100.0,0.0,0.0,0.0,1076940800.0,26726400.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:38,0.0,0.503,99.497,0.0,0.0,0.0,1076940800.0,26726400.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:39,0.500,0.500,99.0,0.0,0.0,0.0,1076940800.0,26726400.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:40,0.0,0.0,100.0,0.0,0.0,0.0,1076940800.0,26726400.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:41,0.0,0.0,100.0,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:42,0.0,0.0,100.0,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:43,0.0,0.0,100.0,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:44,0.518,0.0,99.482,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:45,0.498,0.995,98.507,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:46,0.0,1.015,98.985,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:47,0.0,0.505,98.990,0.0,0.0,0.505,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:48,0.0,0.0,100.0,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:49,0.0,0.0,100.0,0.0,0.0,0.0,1076928512.0,26734592.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:50,0.0,0.508,99.492,0.0,0.0,0.0,1076920320.0,26734592.0,830500864.0,164773888.0,274.0,274.0,0.0,0.0,1.0,0.0,0.0
28-12 13:01:51,0.505,0.505,98.990,0.0,0.0,0.0,1076924416.0,26742784.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:52,0.498,0.498,99.005,0.0,0.0,0.0,1076924416.0,26742784.0,830496768.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:53,0.0,0.0,100.0,0.0,0.0,0.0,1076920320.0,26742784.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:54,0.0,0.0,100.0,0.0,0.0,0.0,1076920320.0,26742784.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:55,0.0,0.0,100.0,0.0,0.0,0.0,1076920320.0,26742784.0,830500864.0,164765696.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:56,0.0,0.0,100.0,0.0,0.0,0.0,1076920320.0,26742784.0,830500864.0,164765696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:57,0.0,0.0,100.0,0.0,0.0,0.0,1077047296.0,26750976.0,830492672.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:58,0.0,0.500,99.500,0.0,0.0,0.0,1077039104.0,26750976.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:01:59,0.0,1.0,99.0,0.0,0.0,0.0,1077039104.0,26750976.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:00,0.0,0.0,100.0,0.0,0.0,0.0,1077039104.0,26750976.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:01,0.0,0.0,100.0,0.0,0.0,0.0,1077039104.0,26750976.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:02,0.0,0.500,99.500,0.0,0.0,0.0,1077035008.0,26759168.0,830496768.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:03,0.0,0.0,100.0,0.0,0.0,0.0,1077035008.0,26759168.0,830496768.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:04,0.503,0.0,99.497,0.0,0.0,0.0,1077030912.0,26759168.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:05,0.0,0.0,100.0,0.0,0.0,0.0,1077030912.0,26759168.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:06,0.505,0.0,99.495,0.0,0.0,0.0,1077030912.0,26759168.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:07,0.0,0.0,99.497,0.0,0.0,0.503,1077030912.0,26759168.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:08,0.0,0.0,100.0,0.0,0.0,0.0,1077030912.0,26767360.0,830492672.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:09,0.0,0.505,99.495,0.0,0.0,0.0,1077022720.0,26767360.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:10,0.0,0.0,100.0,0.0,0.0,0.0,1077022720.0,26767360.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:11,0.0,0.0,100.0,0.0,0.0,0.0,1077022720.0,26767360.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:12,0.0,0.0,100.0,0.0,0.0,0.0,1077022720.0,26767360.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:13,0.0,0.498,99.502,0.0,0.0,0.0,1077018624.0,26771456.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:14,0.0,0.0,100.0,0.0,0.0,0.0,1077018624.0,26771456.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:15,0.505,0.505,98.990,0.0,0.0,0.0,1077018624.0,26771456.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:16,0.0,0.505,99.495,0.0,0.0,0.0,1077018624.0,26771456.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:17,0.503,0.0,99.497,0.0,0.0,0.0,1077018624.0,26771456.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:18,0.0,0.500,99.500,0.0,0.0,0.0,1077014528.0,26775552.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:19,0.0,0.503,99.497,0.0,0.0,0.0,1077014528.0,26775552.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:20,0.0,0.0,100.0,0.0,0.0,0.0,1077014528.0,26775552.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:21,0.503,0.0,99.497,0.0,0.0,0.0,1077014528.0,26775552.0,830500864.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:22,0.0,0.503,99.497,0.0,0.0,0.0,1077010432.0,26775552.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:23,0.0,0.0,100.0,0.0,0.0,0.0,1077002240.0,26783744.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:24,0.0,0.503,99.497,0.0,0.0,0.0,1077002240.0,26783744.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:25,0.503,0.0,99.497,0.0,0.0,0.0,1077002240.0,26783744.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:26,0.0,0.0,100.0,0.0,0.0,0.0,1077002240.0,26783744.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:27,0.0,0.508,99.492,0.0,0.0,0.0,1077002240.0,26783744.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:28,0.0,0.0,100.0,0.0,0.0,0.0,1076998144.0,26787840.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:29,0.0,0.503,99.497,0.0,0.0,0.0,1076998144.0,26787840.0,830504960.0,164638720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 13:02:30,1.005,0.0,98.995,0.0,0.0,0.0,1076998144.0,26787840.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:31,0.0,1.005,98.995,0.0,0.0,0.0,1076998144.0,26787840.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:32,0.0,0.0,100.0,0.0,0.0,0.0,1076998144.0,26787840.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:33,0.0,0.0,100.0,0.0,0.0,0.0,1076994048.0,26791936.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:34,0.0,0.0,100.0,0.0,0.0,0.0,1076994048.0,26791936.0,830504960.0,164638720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:35,0.0,0.505,99.495,0.0,0.0,0.0,1076985856.0,26791936.0,830504960.0,164646912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:36,0.0,0.0,100.0,0.0,0.0,0.0,1076985856.0,26791936.0,830504960.0,164646912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 13:02:37,0.0,0.500,99.500,0.0,0.0,0.0,1076985856.0,26791936.0,830504960.0,164646912.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
