"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Server/serverCPUUsage.csv",,,,"Date:","27 Dec 2020 05:52:32 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
27-12 05:52:55,0.0,0.0,0.0,0.0,0.508,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080590336.0,26132480.0,829870080.0,162336768.0,0.0,0.0,0.190,0.060,0.060,0.0,0.0,27-12 05:52:55,0.0,0.510,99.490,0.0,0.0,0.0,1080590336.0,26132480.0,829870080.0,162336768.0,0.190,0.060,0.060
27-12 05:52:56,0.0,0.0,0.0,0.0,0.500,99.0,0.0,0.0,0.500,0.0,0.0,0.0,0.0,1080590336.0,26132480.0,829870080.0,162336768.0,0.0,0.0,0.190,0.060,0.060,0.0,0.0,27-12 05:52:56,0.0,0.498,99.005,0.0,0.0,0.498,1080590336.0,26132480.0,829870080.0,162336768.0,0.190,0.060,0.060
27-12 05:52:57,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080590336.0,26132480.0,829870080.0,162336768.0,0.0,0.0,0.190,0.060,0.060,0.0,0.0,27-12 05:52:57,0.503,0.0,99.497,0.0,0.0,0.0,1080590336.0,26132480.0,829870080.0,162336768.0,0.190,0.060,0.060
27-12 05:52:58,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080586240.0,26132480.0,829874176.0,162336768.0,0.0,0.0,0.190,0.060,0.060,0.0,0.0,27-12 05:52:58,0.0,0.0,100.0,0.0,0.0,0.0,1080586240.0,26132480.0,829874176.0,162336768.0,0.190,0.060,0.060
27-12 05:52:59,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.0,0.0,0.190,0.060,0.060,0.0,0.0,27-12 05:52:59,0.0,0.503,99.497,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.190,0.060,0.060
27-12 05:53:00,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.0,0.0,0.170,0.060,0.060,0.0,0.0,27-12 05:53:00,0.0,0.0,100.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.170,0.060,0.060
27-12 05:53:01,0.0,0.0,0.0,0.0,0.500,99.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.0,0.0,0.170,0.060,0.060,0.0,0.0,27-12 05:53:01,0.498,0.498,99.005,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.170,0.060,0.060
27-12 05:53:02,3.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.0,0.0,0.170,0.060,0.060,0.0,0.0,27-12 05:53:02,0.0,0.0,100.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.170,0.060,0.060
27-12 05:53:03,0.0,0.0,0.0,0.0,0.524,99.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.0,0.0,0.170,0.060,0.060,0.0,0.0,27-12 05:53:03,0.0,0.521,99.479,0.0,0.0,0.0,1080578048.0,26140672.0,829874176.0,162336768.0,0.170,0.060,0.060
27-12 05:53:04,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.0,0.0,0.170,0.060,0.060,0.0,0.0,27-12 05:53:04,1.010,0.0,98.990,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.170,0.060,0.060
27-12 05:53:05,0.0,0.0,0.0,1.042,0.521,98.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.0,0.0,0.160,0.060,0.060,0.0,0.0,27-12 05:53:05,0.526,0.526,98.947,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.160,0.060,0.060
27-12 05:53:06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.0,0.0,0.160,0.060,0.060,0.0,0.0,27-12 05:53:06,0.0,0.0,100.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.160,0.060,0.060
27-12 05:53:07,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.0,0.0,0.160,0.060,0.060,0.0,0.0,27-12 05:53:07,0.0,0.0,100.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.160,0.060,0.060
27-12 05:53:08,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.0,0.0,0.160,0.060,0.060,0.0,0.0,27-12 05:53:08,0.0,0.503,99.497,0.0,0.0,0.0,1080573952.0,26144768.0,829874176.0,162336768.0,0.160,0.060,0.060
27-12 05:53:09,0.0,0.0,0.0,0.0,0.503,99.497,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1080565760.0,26152960.0,829874176.0,162336768.0,0.0,0.0,0.160,0.060,0.060,0.0,0.0,27-12 05:53:09,0.498,0.498,99.005,0.0,0.0,0.0,1080565760.0,26152960.0,829874176.0,162336768.0,0.160,0.060,0.060
27-12 05:53:10,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,208896.0,0.0,37.0,1080565760.0,26152960.0,829874176.0,162336768.0,0.0,0.0,0.150,0.060,0.060,0.0,0.0,27-12 05:53:10,0.0,0.0,100.0,0.0,0.0,0.0,1080565760.0,26152960.0,829874176.0,162336768.0,0.150,0.060,0.060
27-12 05:53:11,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.0,0.0,0.150,0.060,0.060,0.0,0.0,27-12 05:53:11,0.0,0.0,100.0,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.150,0.060,0.060
27-12 05:53:12,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.0,0.0,0.150,0.060,0.060,0.0,0.0,27-12 05:53:12,0.500,0.0,99.500,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.150,0.060,0.060
27-12 05:53:13,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.0,0.0,0.150,0.060,0.060,0.0,0.0,27-12 05:53:13,0.508,0.0,99.492,0.0,0.0,0.0,1080561664.0,26152960.0,829878272.0,162336768.0,0.150,0.060,0.060
27-12 05:53:14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49152.0,0.0,5.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.0,0.0,0.150,0.060,0.060,0.0,0.0,27-12 05:53:14,0.0,0.0,100.0,0.0,0.0,0.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.150,0.060,0.060
27-12 05:53:15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.0,0.0,0.140,0.060,0.060,0.0,0.0,27-12 05:53:15,0.0,0.0,100.0,0.0,0.0,0.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.140,0.060,0.060
27-12 05:53:16,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.0,0.0,0.140,0.060,0.060,0.0,0.0,27-12 05:53:16,0.500,0.500,99.0,0.0,0.0,0.0,1080557568.0,26157056.0,829878272.0,162336768.0,0.140,0.060,0.060
27-12 05:53:17,0.0,0.0,1.0,1.500,1.500,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080946688.0,26157056.0,829878272.0,161947648.0,0.0,0.0,0.140,0.060,0.060,200.0,134.0,27-12 05:53:17,1.508,1.005,97.487,0.0,0.0,0.0,1080946688.0,26157056.0,829878272.0,161947648.0,0.140,0.060,0.060
27-12 05:53:18,1.0,0.0,0.0,22.727,3.030,74.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081073664.0,26157056.0,829878272.0,161820672.0,0.0,0.0,0.140,0.060,0.060,389.0,378.0,27-12 05:53:18,22.727,3.030,74.242,0.0,0.0,0.0,1081073664.0,26157056.0,829878272.0,161820672.0,0.140,0.060,0.060
27-12 05:53:19,3.0,0.0,0.0,51.010,3.535,44.949,0.0,0.0,0.505,0.0,28672.0,0.0,2.0,1108455424.0,26165248.0,829878272.0,134430720.0,0.0,0.0,0.140,0.060,0.060,1173.0,924.0,27-12 05:53:19,51.010,3.535,44.949,0.0,0.0,0.505,1108455424.0,26165248.0,829878272.0,134430720.0,0.140,0.060,0.060
27-12 05:53:20,1.0,0.0,0.0,53.0,0.500,45.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1108455424.0,26165248.0,829878272.0,134430720.0,0.0,0.0,0.120,0.060,0.060,1356.0,1056.0,27-12 05:53:20,53.0,0.500,45.500,0.0,0.0,1.0,1108455424.0,26165248.0,829878272.0,134430720.0,0.120,0.060,0.060
27-12 05:53:21,2.0,0.0,0.0,85.263,3.158,11.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134288896.0,26165248.0,829878272.0,108597248.0,0.0,0.0,0.120,0.060,0.060,1982.0,1452.0,27-12 05:53:21,84.817,3.665,11.518,0.0,0.0,0.0,1134288896.0,26165248.0,829878272.0,108597248.0,0.120,0.060,0.060
27-12 05:53:22,1.0,0.0,0.0,61.307,0.503,38.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134923776.0,26165248.0,829878272.0,107962368.0,0.0,0.0,0.120,0.060,0.060,2227.0,1584.0,27-12 05:53:22,61.616,0.0,38.384,0.0,0.0,0.0,1134923776.0,26165248.0,829878272.0,107962368.0,0.120,0.060,0.060
27-12 05:53:23,2.0,0.0,0.0,61.929,3.553,34.010,0.0,0.0,0.508,0.0,0.0,0.0,0.0,1141432320.0,26165248.0,829878272.0,101453824.0,0.0,0.0,0.120,0.060,0.060,2623.0,8283.0,27-12 05:53:23,61.929,3.553,34.010,0.0,0.0,0.508,1141432320.0,26165248.0,829878272.0,101453824.0,0.120,0.060,0.060
27-12 05:53:24,1.0,0.0,0.0,76.263,2.525,21.212,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1142628352.0,26173440.0,829878272.0,100249600.0,0.0,0.0,0.120,0.060,0.060,1887.0,1386.0,27-12 05:53:24,76.263,2.525,21.212,0.0,0.0,0.0,1142628352.0,26173440.0,829878272.0,100249600.0,0.120,0.060,0.060
27-12 05:53:25,1.0,0.0,0.0,49.746,3.046,46.193,0.0,0.0,1.015,0.0,0.0,0.0,0.0,1142595584.0,26173440.0,829882368.0,100278272.0,0.0,0.0,0.110,0.060,0.060,8305.0,423291.0,27-12 05:53:25,49.746,3.046,46.193,0.0,0.0,1.015,1142595584.0,26173440.0,829882368.0,100278272.0,0.110,0.060,0.060
27-12 05:53:26,1.0,0.0,0.0,49.246,0.503,49.749,0.0,0.0,0.503,0.0,0.0,0.0,0.0,1142661120.0,26173440.0,829882368.0,100212736.0,0.0,0.0,0.110,0.060,0.060,815.0,660.0,27-12 05:53:26,49.246,0.503,49.749,0.0,0.0,0.503,1142661120.0,26173440.0,829882368.0,100212736.0,0.110,0.060,0.060
27-12 05:53:27,1.0,0.0,0.0,49.495,1.010,49.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142661120.0,26173440.0,829882368.0,100212736.0,0.0,0.0,0.110,0.060,0.060,0.0,0.0,27-12 05:53:27,49.495,1.010,49.495,0.0,0.0,0.0,1142661120.0,26173440.0,829882368.0,100212736.0,0.110,0.060,0.060
27-12 05:53:28,1.0,0.0,0.0,49.746,1.015,49.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142661120.0,26173440.0,829882368.0,100212736.0,0.0,0.0,0.110,0.060,0.060,0.0,0.0,27-12 05:53:28,49.746,1.015,49.239,0.0,0.0,0.0,1142661120.0,26173440.0,829882368.0,100212736.0,0.110,0.060,0.060
27-12 05:53:29,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.0,0.0,0.110,0.060,0.060,0.0,0.0,27-12 05:53:29,50.251,0.0,49.749,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.110,0.060,0.060
27-12 05:53:30,1.0,0.0,0.0,49.500,1.0,49.500,0.0,0.0,0.0,0.0,53248.0,0.0,7.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.0,0.0,0.190,0.070,0.060,0.0,0.0,27-12 05:53:30,49.500,1.0,49.500,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.190,0.070,0.060
27-12 05:53:31,1.0,0.0,0.0,50.251,0.0,49.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.0,0.0,0.190,0.070,0.060,0.0,0.0,27-12 05:53:31,50.251,0.0,49.749,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.190,0.070,0.060
27-12 05:53:32,1.0,0.0,0.0,50.0,0.500,49.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.0,0.0,0.190,0.070,0.060,0.0,0.0,27-12 05:53:32,50.0,0.500,49.500,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.190,0.070,0.060
27-12 05:53:33,1.0,0.0,0.0,49.246,0.503,50.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.0,0.0,0.190,0.070,0.060,0.0,0.0,27-12 05:53:33,49.246,0.503,50.251,0.0,0.0,0.0,1142652928.0,26181632.0,829882368.0,100212736.0,0.190,0.070,0.060
27-12 05:53:34,1.0,0.0,0.0,50.500,0.0,49.500,0.0,0.0,0.0,0.0,28672.0,0.0,3.0,1142644736.0,26189824.0,829882368.0,100212736.0,0.0,0.0,0.190,0.070,0.060,0.0,0.0,27-12 05:53:34,50.249,0.498,49.254,0.0,0.0,0.0,1142644736.0,26189824.0,829882368.0,100212736.0,0.190,0.070,0.060
27-12 05:53:35,2.0,0.0,0.0,51.500,1.0,47.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142644736.0,26189824.0,829882368.0,100212736.0,0.0,0.0,0.250,0.090,0.070,450.0,9191.0,27-12 05:53:35,51.500,1.0,47.500,0.0,0.0,0.0,1142644736.0,26189824.0,829882368.0,100212736.0,0.250,0.090,0.070
27-12 05:53:36,2.0,0.0,0.0,86.857,5.714,7.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154895872.0,26189824.0,829882368.0,87961600.0,0.0,0.0,0.250,0.090,0.070,0.0,0.0,27-12 05:53:36,87.356,5.172,7.471,0.0,0.0,0.0,1154895872.0,26189824.0,829882368.0,87961600.0,0.250,0.090,0.070
27-12 05:53:37,1.0,0.0,0.0,50.0,1.500,48.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154834432.0,26189824.0,829882368.0,88023040.0,0.0,0.0,0.250,0.090,0.070,0.0,0.0,27-12 05:53:37,50.0,1.500,48.500,0.0,0.0,0.0,1154834432.0,26189824.0,829882368.0,88023040.0,0.250,0.090,0.070
27-12 05:53:38,1.0,0.0,0.0,51.269,0.0,48.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154830336.0,26189824.0,829886464.0,88023040.0,0.0,0.0,0.250,0.090,0.070,0.0,0.0,27-12 05:53:38,51.515,0.0,48.485,0.0,0.0,0.0,1154830336.0,26189824.0,829886464.0,88023040.0,0.250,0.090,0.070
27-12 05:53:39,2.0,0.0,0.0,50.505,0.505,48.990,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,1145208832.0,26198016.0,829886464.0,97636352.0,0.0,0.0,0.250,0.090,0.070,0.0,0.0,27-12 05:53:39,50.254,0.508,49.239,0.0,0.0,0.0,1145208832.0,26198016.0,829886464.0,97636352.0,0.250,0.090,0.070
27-12 05:53:40,1.0,0.0,1.0,48.691,1.047,50.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145171968.0,26198016.0,829886464.0,97673216.0,0.0,0.0,0.310,0.100,0.070,274.0,274.0,27-12 05:53:40,48.691,1.047,50.262,0.0,0.0,0.0,1145171968.0,26198016.0,829886464.0,97673216.0,0.310,0.100,0.070
27-12 05:53:41,2.0,0.0,1.0,50.254,0.0,49.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145171968.0,26198016.0,829886464.0,97673216.0,0.0,0.0,0.310,0.100,0.070,200.0,134.0,27-12 05:53:41,50.505,0.0,49.495,0.0,0.0,0.0,1145171968.0,26198016.0,829886464.0,97673216.0,0.310,0.100,0.070
27-12 05:53:42,1.0,0.0,0.0,47.668,0.0,50.777,0.0,0.0,1.554,0.0,0.0,0.0,0.0,1145180160.0,26198016.0,829886464.0,97665024.0,0.0,0.0,0.310,0.100,0.070,1407.0,1170.0,27-12 05:53:42,47.396,0.0,51.042,0.0,0.0,1.562,1145180160.0,26198016.0,829886464.0,97665024.0,0.310,0.100,0.070
