"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Server/serverNetworkUsage.csv",,,,"Date:","28 Dec 2020 00:02:01 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
28-12 00:02:41,79.058,5.236,15.707,0.0,0.0,0.0,1155452928.0,26198016.0,829886464.0,87392256.0,0.0,0.0,977.0,660.0
28-12 00:02:42,60.733,1.047,37.696,0.0,0.0,0.524,1156087808.0,26198016.0,829886464.0,86757376.0,0.0,0.0,1104.0,868.0
28-12 00:02:43,56.383,1.596,42.021,0.0,0.0,0.0,1156222976.0,26198016.0,829886464.0,86622208.0,0.0,0.0,1122.0,937.0
28-12 00:02:44,53.333,0.513,45.128,0.0,0.0,1.026,1156255744.0,26198016.0,829886464.0,86589440.0,0.0,0.0,1193.0,981.0
28-12 00:02:45,46.237,0.538,52.151,0.0,0.0,1.075,1156382720.0,26198016.0,829886464.0,86462464.0,0.0,0.0,1626.0,1056.0
28-12 00:02:46,46.995,0.546,50.273,0.0,0.0,2.186,1154732032.0,26198016.0,829886464.0,88113152.0,0.0,0.0,1713.0,1124.0
28-12 00:02:47,48.980,0.510,49.490,0.0,0.0,1.020,1153654784.0,26198016.0,829886464.0,89190400.0,0.0,0.0,1964.0,1664.0
28-12 00:02:48,49.231,0.513,49.231,0.0,0.0,1.026,1144229888.0,26198016.0,829886464.0,98615296.0,0.0,0.0,2366.0,1795.0
28-12 00:02:49,50.500,1.0,47.500,0.0,0.0,1.0,1131175936.0,26198016.0,829886464.0,111669248.0,0.0,0.0,3681.0,46863.0
28-12 00:02:50,50.0,0.0,48.980,0.0,0.0,1.020,1124851712.0,26198016.0,829886464.0,117993472.0,0.0,0.0,3006.0,2256.0
28-12 00:02:51,50.0,0.500,48.500,0.0,0.0,1.0,1123868672.0,26198016.0,829886464.0,118976512.0,0.0,0.0,2531.0,1916.0
28-12 00:02:52,49.239,0.508,48.731,0.0,0.0,1.523,1115475968.0,26206208.0,829886464.0,127361024.0,0.0,0.0,2023.0,1322.0
28-12 00:02:53,49.495,0.505,48.990,0.0,0.0,1.010,1111724032.0,26206208.0,829890560.0,131108864.0,0.0,0.0,2244.0,2052.0
28-12 00:02:54,49.0,1.0,49.500,0.0,0.0,0.500,1109725184.0,26206208.0,829890560.0,133107712.0,0.0,0.0,1978.0,1456.0
28-12 00:02:55,50.769,0.0,49.231,0.0,0.0,0.0,1109725184.0,26206208.0,829890560.0,133107712.0,0.0,0.0,1252.0,860.0
28-12 00:02:56,50.500,0.500,48.500,0.0,0.0,0.500,1106550784.0,26206208.0,829890560.0,136282112.0,0.0,0.0,1183.0,1421.0
28-12 00:02:57,50.0,0.0,49.495,0.0,0.0,0.505,1104080896.0,26214400.0,829882368.0,138752000.0,0.0,0.0,1267.0,1146.0
28-12 00:02:58,51.053,1.053,47.895,0.0,0.0,0.0,1104101376.0,26214400.0,829890560.0,138723328.0,0.0,0.0,1543.0,46022.0
28-12 00:02:59,49.246,1.005,49.246,0.0,0.0,0.503,1103593472.0,26214400.0,829890560.0,139231232.0,0.0,0.0,1020.0,1869.0
28-12 00:03:00,54.872,0.0,45.128,0.0,0.0,0.0,1103593472.0,26214400.0,829890560.0,139231232.0,0.0,0.0,396.0,402.0
28-12 00:03:01,54.271,1.005,44.724,0.0,0.0,0.0,1103593472.0,26214400.0,829890560.0,139231232.0,0.0,0.0,396.0,552.0
28-12 00:03:02,50.0,0.0,49.495,0.0,0.0,0.505,1105686528.0,26218496.0,829890560.0,137134080.0,0.0,0.0,660.0,1962.0
28-12 00:03:03,52.0,1.0,47.0,0.0,0.0,0.0,1107783680.0,26218496.0,829890560.0,135036928.0,0.0,0.0,396.0,11637.0
28-12 00:03:04,49.746,1.015,49.239,0.0,0.0,0.0,1109880832.0,26218496.0,829890560.0,132939776.0,0.0,0.0,660.0,1349.0
28-12 00:03:05,52.239,0.498,46.766,0.0,0.0,0.498,1114329088.0,26218496.0,829890560.0,128491520.0,0.0,0.0,528.0,12824.0
28-12 00:03:06,51.515,0.505,47.980,0.0,0.0,0.0,1114202112.0,26218496.0,829890560.0,128618496.0,0.0,0.0,528.0,609.0
28-12 00:03:07,50.251,0.0,49.749,0.0,0.0,0.0,1116295168.0,26222592.0,829890560.0,126521344.0,0.0,0.0,264.0,268.0
28-12 00:03:08,50.754,0.0,49.246,0.0,0.0,0.0,1118732288.0,26222592.0,829894656.0,124080128.0,0.0,0.0,528.0,2413.0
28-12 00:03:09,49.749,0.503,49.246,0.0,0.0,0.503,1120829440.0,26222592.0,829894656.0,121982976.0,0.0,0.0,264.0,405.0
28-12 00:03:10,49.749,1.005,49.246,0.0,0.0,0.0,1124102144.0,26222592.0,829894656.0,118710272.0,0.0,0.0,396.0,23091.0
28-12 00:03:11,51.020,0.510,48.469,0.0,0.0,0.0,1128296448.0,26222592.0,829894656.0,114515968.0,0.0,0.0,132.0,134.0
28-12 00:03:12,51.010,1.010,47.980,0.0,0.0,0.0,1130389504.0,26226688.0,829894656.0,112418816.0,0.0,0.0,264.0,268.0
28-12 00:03:13,57.862,3.145,37.736,0.0,0.0,1.258,1135583232.0,26226688.0,829894656.0,107225088.0,0.0,0.0,3168.0,1126648.0
28-12 00:03:14,50.0,1.064,46.809,0.0,0.0,2.128,1136451584.0,26226688.0,829894656.0,106356736.0,0.0,0.0,6534.0,1391755.0
28-12 00:03:15,49.746,0.508,49.746,0.0,0.0,0.0,1140580352.0,26226688.0,829894656.0,102227968.0,0.0,0.0,330.0,1849.0
28-12 00:03:16,50.505,0.0,48.990,0.0,0.0,0.505,1145155584.0,26226688.0,829894656.0,97652736.0,0.0,0.0,396.0,5004.0
28-12 00:03:17,50.254,1.015,48.731,0.0,0.0,0.0,1151762432.0,26234880.0,829886464.0,91045888.0,0.0,0.0,264.0,1849.0
28-12 00:03:18,47.399,1.156,50.867,0.0,0.0,0.578,1153851392.0,26234880.0,829894656.0,88948736.0,0.0,0.0,132.0,134.0
28-12 00:03:19,48.969,0.515,49.485,0.0,0.0,1.031,1153851392.0,26234880.0,829894656.0,88948736.0,0.0,0.0,264.0,4836.0
28-12 00:03:20,49.746,0.508,49.746,0.0,0.0,0.0,1160138752.0,26234880.0,829898752.0,82657280.0,0.0,0.0,264.0,729.0
28-12 00:03:21,50.259,0.518,49.223,0.0,0.0,0.0,1164333056.0,26234880.0,829898752.0,78462976.0,0.0,0.0,396.0,735.0
28-12 00:03:22,51.042,2.083,45.833,0.0,0.0,1.042,1164431360.0,26234880.0,829898752.0,78364672.0,0.0,0.0,6534.0,1720764.0
28-12 00:03:23,50.505,0.505,48.990,0.0,0.0,0.0,1164324864.0,26243072.0,829898752.0,78462976.0,0.0,0.0,3906.0,652022.0
28-12 00:03:24,50.251,0.0,49.749,0.0,0.0,0.0,1164324864.0,26243072.0,829898752.0,78462976.0,0.0,0.0,528.0,21426.0
28-12 00:03:25,50.500,0.0,49.500,0.0,0.0,0.0,1164324864.0,26243072.0,829898752.0,78462976.0,0.0,0.0,798.0,1279.0
28-12 00:03:26,49.246,1.005,49.246,0.0,0.0,0.503,1164324864.0,26243072.0,829898752.0,78462976.0,0.0,0.0,528.0,1701.0
28-12 00:03:27,50.0,0.505,49.495,0.0,0.0,0.0,1164324864.0,26243072.0,829898752.0,78462976.0,0.0,0.0,540.0,1109.0
28-12 00:03:28,50.0,0.505,49.495,0.0,0.0,0.0,1164316672.0,26251264.0,829898752.0,78462976.0,0.0,0.0,264.0,1126.0
28-12 00:03:29,50.505,1.010,47.980,0.0,0.0,0.505,1164316672.0,26251264.0,829898752.0,78462976.0,0.0,0.0,1650.0,76165.0
28-12 00:03:30,50.0,1.010,48.990,0.0,0.0,0.0,1164316672.0,26251264.0,829898752.0,78462976.0,0.0,0.0,396.0,858.0
28-12 00:03:31,51.010,0.505,48.485,0.0,0.0,0.0,1164316672.0,26251264.0,829898752.0,78462976.0,0.0,0.0,264.0,600.0
28-12 00:03:32,50.505,0.505,48.990,0.0,0.0,0.0,1164316672.0,26251264.0,829898752.0,78462976.0,0.0,0.0,264.0,641.0
28-12 00:03:33,50.505,0.0,49.495,0.0,0.0,0.0,1164304384.0,26259456.0,829902848.0,78462976.0,0.0,0.0,264.0,441.0
28-12 00:03:34,50.515,1.546,47.938,0.0,0.0,0.0,1164304384.0,26259456.0,829902848.0,78462976.0,0.0,0.0,462.0,5501.0
28-12 00:03:35,49.495,0.505,49.495,0.0,0.0,0.505,1164304384.0,26259456.0,829902848.0,78462976.0,0.0,0.0,594.0,83002.0
28-12 00:03:36,49.490,2.551,47.959,0.0,0.0,0.0,1164304384.0,26259456.0,829902848.0,78462976.0,0.0,0.0,2040.0,74904.0
28-12 00:03:37,50.251,0.0,49.246,0.0,0.0,0.503,1164304384.0,26259456.0,829902848.0,78462976.0,0.0,0.0,396.0,561.0
28-12 00:03:38,50.0,1.010,48.990,0.0,0.0,0.0,1164304384.0,26267648.0,829894656.0,78462976.0,0.0,0.0,132.0,178.0
28-12 00:03:39,50.0,2.105,47.895,0.0,0.0,0.0,1164296192.0,26267648.0,829902848.0,78462976.0,0.0,0.0,660.0,19818.0
28-12 00:03:40,49.490,1.020,49.490,0.0,0.0,0.0,1164296192.0,26267648.0,829902848.0,78462976.0,0.0,0.0,264.0,268.0
28-12 00:03:41,51.010,0.505,48.485,0.0,0.0,0.0,1164296192.0,26267648.0,829902848.0,78462976.0,0.0,0.0,396.0,1974.0
28-12 00:03:42,50.0,0.500,49.0,0.0,0.0,0.500,1164296192.0,26267648.0,829902848.0,78462976.0,0.0,0.0,396.0,494.0
28-12 00:03:43,50.0,0.500,49.500,0.0,0.0,0.0,1164296192.0,26271744.0,829898752.0,78462976.0,0.0,0.0,594.0,2440.0
28-12 00:03:44,50.0,1.031,48.969,0.0,0.0,0.0,1164292096.0,26271744.0,829902848.0,78462976.0,0.0,0.0,528.0,2869.0
28-12 00:03:45,50.754,0.0,48.744,0.0,0.0,0.503,1164292096.0,26271744.0,829902848.0,78462976.0,0.0,0.0,660.0,2188.0
28-12 00:03:46,50.500,0.500,49.0,0.0,0.0,0.0,1164292096.0,26271744.0,829902848.0,78462976.0,0.0,0.0,456.0,519.0
28-12 00:03:47,50.0,0.510,49.490,0.0,0.0,0.0,1164288000.0,26271744.0,829906944.0,78462976.0,0.0,0.0,528.0,2903.0
28-12 00:03:48,51.010,0.0,48.990,0.0,0.0,0.0,1164288000.0,26279936.0,829898752.0,78462976.0,0.0,0.0,594.0,71981.0
28-12 00:03:49,50.754,0.0,49.246,0.0,0.0,0.0,1164279808.0,26279936.0,829906944.0,78462976.0,0.0,0.0,528.0,2038.0
28-12 00:03:50,49.749,0.503,49.749,0.0,0.0,0.0,1164279808.0,26279936.0,829906944.0,78462976.0,0.0,0.0,726.0,72017.0
28-12 00:03:51,49.495,0.505,50.0,0.0,0.0,0.0,1164279808.0,26279936.0,829906944.0,78462976.0,0.0,0.0,198.0,134.0
28-12 00:03:52,50.251,0.0,49.749,0.0,0.0,0.0,1164406784.0,26279936.0,829906944.0,78336000.0,0.0,0.0,264.0,976.0
28-12 00:03:53,50.251,0.503,49.246,0.0,0.0,0.0,1164398592.0,26288128.0,829906944.0,78336000.0,0.0,0.0,264.0,492.0
28-12 00:03:54,50.251,0.503,48.744,0.0,0.0,0.503,1164398592.0,26288128.0,829906944.0,78336000.0,0.0,0.0,264.0,1051.0
28-12 00:03:55,50.505,0.0,49.495,0.0,0.0,0.0,1164398592.0,26288128.0,829906944.0,78336000.0,0.0,0.0,396.0,479.0
28-12 00:03:56,50.754,0.503,48.744,0.0,0.0,0.0,1164398592.0,26288128.0,829906944.0,78336000.0,0.0,0.0,132.0,134.0
28-12 00:03:57,50.754,0.0,49.246,0.0,0.0,0.0,1164398592.0,26288128.0,829906944.0,78336000.0,0.0,0.0,0.0,0.0
28-12 00:03:58,50.505,0.0,49.495,0.0,0.0,0.0,1164398592.0,26296320.0,829898752.0,78336000.0,0.0,0.0,0.0,0.0
28-12 00:03:59,50.754,0.0,49.246,0.0,0.0,0.0,1164390400.0,26296320.0,829906944.0,78336000.0,0.0,0.0,264.0,268.0
28-12 00:04:00,50.254,0.508,49.239,0.0,0.0,0.0,1164390400.0,26296320.0,829906944.0,78336000.0,0.0,0.0,264.0,268.0
28-12 00:04:01,52.0,0.500,47.500,0.0,0.0,0.0,1164386304.0,26296320.0,829911040.0,78336000.0,0.0,0.0,528.0,5957.0
28-12 00:04:02,49.479,22.396,28.125,0.0,0.0,0.0,1245691904.0,21794816.0,756547584.0,74895360.0,0.0,0.0,0.0,0.0
28-12 00:04:03,58.974,0.0,41.026,0.0,0.0,0.0,1248448512.0,21798912.0,753344512.0,75337728.0,0.0,0.0,0.0,0.0
28-12 00:04:04,74.0,6.0,20.0,0.0,0.0,0.0,1251688448.0,21798912.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:05,51.269,0.0,48.731,0.0,0.0,0.0,1251688448.0,21798912.0,753344512.0,72097792.0,0.0,0.0,132.0,134.0
28-12 00:04:06,50.505,0.505,48.990,0.0,0.0,0.0,1251688448.0,21798912.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:07,49.749,0.503,49.749,0.0,0.0,0.0,1251688448.0,21798912.0,753344512.0,72097792.0,0.0,0.0,396.0,268.0
28-12 00:04:08,50.0,0.505,49.495,0.0,0.0,0.0,1251688448.0,21803008.0,753340416.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:09,50.500,0.0,49.500,0.0,0.0,0.0,1251684352.0,21803008.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:10,50.0,0.505,49.495,0.0,0.0,0.0,1251684352.0,21803008.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:11,50.505,0.0,49.495,0.0,0.0,0.0,1251684352.0,21803008.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:12,50.505,0.0,49.495,0.0,0.0,0.0,1251684352.0,21803008.0,753344512.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:13,50.0,1.010,48.990,0.0,0.0,0.0,1251684352.0,21807104.0,753340416.0,72097792.0,0.0,0.0,0.0,0.0
28-12 00:04:14,73.500,3.0,23.500,0.0,0.0,0.0,1291223040.0,20525056.0,725544960.0,61636608.0,0.0,0.0,0.0,0.0
28-12 00:04:15,76.142,0.508,23.350,0.0,0.0,0.0,1288650752.0,20525056.0,703455232.0,86298624.0,0.0,0.0,0.0,0.0
28-12 00:04:16,93.909,5.584,0.508,0.0,0.0,0.0,1288794112.0,20525056.0,703373312.0,86237184.0,0.0,0.0,0.0,0.0
28-12 00:04:17,63.590,1.538,34.359,0.0,0.0,0.513,1288888320.0,20525056.0,703373312.0,86142976.0,0.0,0.0,0.0,0.0
28-12 00:04:18,64.467,0.508,35.025,0.0,0.0,0.0,1288888320.0,20533248.0,703365120.0,86142976.0,0.0,0.0,0.0,0.0
28-12 00:04:19,67.337,0.503,32.161,0.0,0.0,0.0,1289007104.0,20533248.0,703373312.0,86016000.0,0.0,0.0,0.0,0.0
28-12 00:04:20,94.416,3.553,2.030,0.0,0.0,0.0,1289134080.0,20533248.0,703373312.0,85889024.0,0.0,0.0,0.0,0.0
28-12 00:04:21,85.354,1.010,13.636,0.0,0.0,0.0,1289355264.0,20533248.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:22,77.273,0.0,22.727,0.0,0.0,0.0,1289355264.0,20533248.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:23,50.500,0.0,49.500,0.0,0.0,0.0,1289355264.0,20533248.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:24,50.0,0.500,49.500,0.0,0.0,0.0,1289347072.0,20541440.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:25,50.0,0.500,49.500,0.0,0.0,0.0,1289347072.0,20541440.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:26,51.010,0.0,48.990,0.0,0.0,0.0,1289347072.0,20541440.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:27,52.764,0.0,47.236,0.0,0.0,0.0,1289347072.0,20541440.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:28,51.0,0.500,48.0,0.0,0.0,0.500,1289342976.0,20541440.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:29,19.095,0.0,80.905,0.0,0.0,0.0,1289334784.0,20549632.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:30,0.0,0.0,100.0,0.0,0.0,0.0,1289334784.0,20549632.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:31,0.505,0.0,99.495,0.0,0.0,0.0,1289334784.0,20549632.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:32,0.500,0.500,99.0,0.0,0.0,0.0,1289334784.0,20549632.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:33,0.0,0.0,100.0,0.0,0.0,0.0,1289334784.0,20549632.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:34,1.508,0.0,98.492,0.0,0.0,0.0,1289334784.0,20553728.0,703373312.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:35,0.0,0.0,100.0,0.0,0.0,0.0,1289330688.0,20553728.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:36,0.505,0.505,98.990,0.0,0.0,0.0,1289330688.0,20553728.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:37,0.500,0.0,99.500,0.0,0.0,0.0,1289330688.0,20553728.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:38,0.0,0.0,100.0,0.0,0.0,0.0,1289330688.0,20553728.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:39,0.500,0.0,99.500,0.0,0.0,0.0,1289330688.0,20561920.0,703369216.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:40,0.0,0.0,100.0,0.0,0.0,0.0,1289322496.0,20561920.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:41,0.508,0.508,98.985,0.0,0.0,0.0,1289322496.0,20561920.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:42,0.0,0.0,100.0,0.0,0.0,0.0,1289322496.0,20561920.0,703377408.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:43,0.0,0.0,100.0,0.0,0.0,0.0,1289318400.0,20561920.0,703381504.0,85667840.0,0.0,0.0,0.0,0.0
28-12 00:04:44,0.0,0.0,100.0,0.0,0.0,0.0,1289437184.0,20570112.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:45,0.505,0.505,98.990,0.0,0.0,0.0,1289437184.0,20570112.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:46,0.508,0.0,98.985,0.0,0.0,0.508,1289437184.0,20570112.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:47,0.0,0.0,100.0,0.0,0.0,0.0,1289437184.0,20570112.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:48,0.513,0.0,99.487,0.0,0.0,0.0,1289437184.0,20570112.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:49,0.0,0.0,100.0,0.0,0.0,0.0,1289433088.0,20574208.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:50,1.010,0.0,98.990,0.0,0.0,0.0,1289433088.0,20574208.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:51,0.0,0.503,99.497,0.0,0.0,0.0,1289433088.0,20574208.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:52,0.0,0.0,100.0,0.0,0.0,0.0,1289433088.0,20574208.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:53,0.508,0.0,99.492,0.0,0.0,0.0,1289433088.0,20574208.0,703381504.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:54,0.0,1.005,98.995,0.0,0.0,0.0,1289433088.0,20578304.0,703377408.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:55,0.498,0.0,99.502,0.0,0.0,0.0,1289424896.0,20578304.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:56,0.0,0.0,100.0,0.0,0.0,0.0,1289424896.0,20578304.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:57,0.0,0.0,100.0,0.0,0.0,0.0,1289424896.0,20578304.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:58,0.495,0.495,99.010,0.0,0.0,0.0,1289424896.0,20578304.0,703385600.0,85540864.0,0.0,0.0,0.0,0.0
28-12 00:04:59,0.524,0.0,99.476,0.0,0.0,0.0,1289424896.0,20586496.0,703377408.0,85540864.0,0.0,0.0,0.0,0.0
