"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Server/modeling/serverStat.csv",,,,"Date:","28 Dec 2020 22:23:14 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 22:23:27,64.975,21.320,13.706,0.0,0.0,0.0,267448320.0,27713536.0,830681088.0,973086720.0,1140.0,1798.0,2.0,0.0,12.0,0.0,0.0
28-12 22:23:28,63.636,7.071,29.293,0.0,0.0,0.0,585646080.0,27713536.0,830681088.0,654888960.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:29,61.500,4.0,34.500,0.0,0.0,0.0,799981568.0,27713536.0,830681088.0,440553472.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:30,85.427,3.518,11.055,0.0,0.0,0.0,920088576.0,27713536.0,830681088.0,320446464.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
28-12 22:23:31,60.804,2.513,36.683,0.0,0.0,0.0,990113792.0,27717632.0,830681088.0,250417152.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:32,30.412,2.062,67.526,0.0,0.0,0.0,1074954240.0,27717632.0,830681088.0,165576704.0,60.0,114.0,0.0,0.0,1.0,0.0,0.0
28-12 22:23:33,0.0,0.0,99.497,0.0,0.0,0.503,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:34,0.0,0.0,100.0,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:35,0.0,0.0,100.0,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:36,0.0,0.500,99.500,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:37,0.0,0.0,100.0,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:38,0.0,0.0,100.0,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:39,0.0,0.0,100.0,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:40,0.0,0.505,99.495,0.0,0.0,0.0,1074962432.0,27717632.0,830681088.0,165568512.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:41,0.0,0.508,99.492,0.0,0.0,0.0,1074962432.0,27721728.0,830676992.0,165568512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:42,27.692,3.077,69.231,0.0,0.0,0.0,1103667200.0,27721728.0,830681088.0,136859648.0,488.0,508.0,2.0,0.0,1.0,0.0,0.0
28-12 22:23:43,55.155,3.608,41.237,0.0,0.0,0.0,1127362560.0,27721728.0,830681088.0,113164288.0,894.0,4902.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:44,37.0,2.0,60.0,0.0,0.0,1.0,1127362560.0,27721728.0,830681088.0,113164288.0,2876.0,572136.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:45,37.766,1.064,61.170,0.0,0.0,0.0,1124757504.0,27721728.0,830681088.0,115769344.0,289.0,801.0,2.0,0.0,0.0,0.0,0.0
28-12 22:23:46,28.488,2.907,68.605,0.0,0.0,0.0,1116934144.0,27729920.0,830681088.0,123584512.0,729.0,802.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:47,40.909,6.250,52.273,0.0,0.0,0.568,1107353600.0,27729920.0,830681088.0,133165056.0,370.0,475.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:48,47.312,2.151,50.538,0.0,0.0,0.0,1101635584.0,27729920.0,830681088.0,138883072.0,356.0,801.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:49,37.791,3.488,58.721,0.0,0.0,0.0,1099460608.0,27729920.0,830681088.0,141058048.0,1004.0,1296.0,1.0,0.0,1.0,0.0,0.0
28-12 22:23:50,28.415,2.186,69.399,0.0,0.0,0.0,1094758400.0,27729920.0,830681088.0,145760256.0,360.0,782.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:51,38.798,2.186,57.923,0.0,0.0,1.093,1090011136.0,27734016.0,830676992.0,150507520.0,1080.0,1117.0,3.0,0.0,0.0,0.0,0.0
28-12 22:23:52,47.134,4.459,47.771,0.0,0.0,0.637,1089298432.0,27734016.0,830681088.0,151216128.0,1161.0,29646.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:53,42.778,2.222,55.0,0.0,0.0,0.0,1084489728.0,27734016.0,830681088.0,156024832.0,1886.0,48173.0,3.0,0.0,0.0,0.0,0.0
28-12 22:23:54,53.614,1.205,44.578,0.0,0.0,0.602,1085480960.0,27734016.0,830681088.0,155033600.0,414.0,697.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:55,39.773,1.136,59.091,0.0,0.0,0.0,1080270848.0,27734016.0,830681088.0,160243712.0,725.0,1184.0,0.0,0.0,0.0,0.0,0.0
28-12 22:23:56,41.579,1.579,56.842,0.0,0.0,0.0,1075523584.0,27734016.0,830681088.0,164990976.0,1092.0,8833.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:57,42.391,1.630,55.978,0.0,0.0,0.0,1072406528.0,27742208.0,830676992.0,168103936.0,776.0,2017.0,2.0,0.0,0.0,0.0,0.0
28-12 22:23:58,60.0,4.0,36.0,0.0,0.0,0.0,1072320512.0,27742208.0,830685184.0,168181760.0,355.0,665.0,1.0,0.0,0.0,0.0,0.0
28-12 22:23:59,45.294,3.529,51.176,0.0,0.0,0.0,1072320512.0,27742208.0,830685184.0,168181760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:00,42.222,0.556,56.667,0.0,0.0,0.556,1072320512.0,27742208.0,830685184.0,168181760.0,1821.0,78414.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:01,48.993,8.054,42.953,0.0,0.0,0.0,1068392448.0,27742208.0,830689280.0,172105728.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:02,41.279,2.326,56.395,0.0,0.0,0.0,1065361408.0,27742208.0,830689280.0,175136768.0,337.0,960.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:03,45.946,1.081,52.973,0.0,0.0,0.0,1065324544.0,27746304.0,830689280.0,175169536.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:04,36.842,1.170,61.988,0.0,0.0,0.0,1065324544.0,27746304.0,830689280.0,175169536.0,1069.0,18289.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:05,39.759,4.217,56.024,0.0,0.0,0.0,1062211584.0,27746304.0,830689280.0,178282496.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:06,36.364,0.568,63.068,0.0,0.0,0.0,1060749312.0,27746304.0,830689280.0,179744768.0,721.0,909.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:07,32.500,3.125,63.750,0.0,0.0,0.625,1060687872.0,27746304.0,830689280.0,179806208.0,717.0,1099.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:08,43.750,1.705,54.545,0.0,0.0,0.0,1060687872.0,27754496.0,830681088.0,179806208.0,355.0,629.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:09,40.462,2.890,56.647,0.0,0.0,0.0,1060679680.0,27754496.0,830689280.0,179806208.0,760.0,826.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:10,32.787,1.093,66.120,0.0,0.0,0.0,1060679680.0,27754496.0,830689280.0,179806208.0,360.0,543.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:11,39.773,1.136,58.523,0.0,0.0,0.568,1060679680.0,27754496.0,830689280.0,179806208.0,354.0,385.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:12,45.304,0.552,54.144,0.0,0.0,0.0,1062776832.0,27754496.0,830689280.0,177709056.0,442.0,3584.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:13,37.349,1.205,61.446,0.0,0.0,0.0,1062776832.0,27754496.0,830689280.0,177709056.0,359.0,692.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:14,40.0,0.0,60.0,0.0,0.0,0.0,1064865792.0,27762688.0,830689280.0,175611904.0,352.0,483.0,3.0,0.0,0.0,0.0,0.0
28-12 22:24:15,43.523,1.554,54.922,0.0,0.0,0.0,1066962944.0,27762688.0,830689280.0,173514752.0,709.0,852.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:16,44.324,0.541,55.135,0.0,0.0,0.0,1069060096.0,27762688.0,830689280.0,171417600.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:17,35.433,0.0,63.780,0.0,0.0,0.787,1069187072.0,27762688.0,830689280.0,171290624.0,342.0,507.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:18,44.048,1.786,54.167,0.0,0.0,0.0,1071284224.0,27762688.0,830689280.0,169193472.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
28-12 22:24:19,40.373,1.242,58.385,0.0,0.0,0.0,1073381376.0,27770880.0,830681088.0,167096320.0,734.0,1453.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:20,44.920,0.535,54.545,0.0,0.0,0.0,1077567488.0,27770880.0,830689280.0,162902016.0,382.0,468.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:21,1.807,1.205,96.386,0.0,0.0,0.602,1077567488.0,27770880.0,830689280.0,162902016.0,324.0,343.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:22,0.0,0.0,100.0,0.0,0.0,0.0,1077567488.0,27770880.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:23,0.0,0.0,100.0,0.0,0.0,0.0,1077567488.0,27770880.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:24,0.0,0.0,100.0,0.0,0.0,0.0,1077567488.0,27779072.0,830681088.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:25,0.0,0.0,100.0,0.0,0.0,0.0,1077559296.0,27779072.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:26,0.549,0.0,99.451,0.0,0.0,0.0,1077559296.0,27779072.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:27,0.0,0.0,100.0,0.0,0.0,0.0,1077559296.0,27779072.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:28,0.0,0.505,99.495,0.0,0.0,0.0,1077559296.0,27779072.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:29,0.0,0.0,100.0,0.0,0.0,0.0,1077559296.0,27779072.0,830689280.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:30,0.0,0.0,100.0,0.0,0.0,0.0,1077559296.0,27787264.0,830681088.0,162902016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:31,0.0,1.064,98.404,0.0,0.0,0.532,169635840.0,27787264.0,830689280.0,1070817280.0,210.0,220.0,0.0,0.0,1.0,0.0,0.0
28-12 22:24:32,0.0,0.0,100.0,0.0,0.0,0.0,169586688.0,27787264.0,830656512.0,1070899200.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:33,0.0,0.515,98.969,0.0,0.0,0.515,169558016.0,27787264.0,830656512.0,1070927872.0,450.0,270.0,3.0,0.0,1.0,0.0,0.0
28-12 22:24:34,0.0,2.162,97.838,0.0,0.0,0.0,169459712.0,27787264.0,830656512.0,1071026176.0,120.0,308.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:35,0.0,0.0,100.0,0.0,0.0,0.0,169459712.0,27787264.0,830656512.0,1071026176.0,600.0,360.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:36,0.0,0.0,100.0,0.0,0.0,0.0,169455616.0,27791360.0,830656512.0,1071026176.0,600.0,360.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:37,0.0,0.0,100.0,0.0,0.0,0.0,169455616.0,27791360.0,830656512.0,1071026176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:38,0.0,0.0,100.0,0.0,0.0,0.0,169455616.0,27791360.0,830656512.0,1071026176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:39,0.505,0.0,99.495,0.0,0.0,0.0,169443328.0,27791360.0,830660608.0,1071034368.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
