"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tpcdrmgln --time --cpu --mem --load --output /home/Client/client2CPUUsage.csv",,,,"Date:","28 Dec 2020 00:02:40 UTC"

"system","procs",,,"total cpu usage",,,,,,"dsk/total",,"io/total",,"memory usage",,,,"paging",,"load avg",,,"net/total",,"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
28-12 00:02:49,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185311232.0,26193920.0,602013696.0,228446208.0,0.0,0.0,0.020,0.200,0.130,923.0,1394.0,28-12 00:02:49,0.505,0.0,99.495,0.0,0.0,0.0,185311232.0,26193920.0,602013696.0,228446208.0,0.020,0.200,0.130
28-12 00:02:50,0.0,0.0,0.0,0.513,0.0,98.974,0.0,0.0,0.513,0.0,0.0,0.0,0.0,185311232.0,26193920.0,602013696.0,228446208.0,0.0,0.0,0.020,0.200,0.130,848.0,1190.0,28-12 00:02:50,0.515,0.0,98.969,0.0,0.0,0.515,185311232.0,26193920.0,602013696.0,228446208.0,0.020,0.200,0.130
28-12 00:02:51,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,185311232.0,26198016.0,602009600.0,228446208.0,0.0,0.0,0.020,0.200,0.130,660.0,969.0,28-12 00:02:51,0.0,0.0,100.0,0.0,0.0,0.0,185311232.0,26198016.0,602009600.0,228446208.0,0.020,0.200,0.130
28-12 00:02:52,0.0,0.0,0.0,0.0,0.521,99.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185311232.0,26198016.0,602009600.0,228446208.0,0.0,0.0,0.020,0.200,0.130,782.0,1253.0,28-12 00:02:52,0.518,0.518,98.964,0.0,0.0,0.0,185303040.0,26198016.0,602017792.0,228446208.0,0.020,0.200,0.130
28-12 00:02:53,0.0,0.0,0.0,1.042,0.0,98.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185303040.0,26198016.0,602017792.0,228446208.0,0.0,0.0,0.020,0.200,0.130,854.0,1015.0,28-12 00:02:53,0.521,0.0,99.479,0.0,0.0,0.0,185303040.0,26198016.0,602017792.0,228446208.0,0.020,0.200,0.130
28-12 00:02:54,0.0,0.0,0.0,0.0,0.510,98.980,0.0,0.0,0.510,0.0,0.0,0.0,0.0,185303040.0,26198016.0,602017792.0,228446208.0,0.0,0.0,0.020,0.200,0.130,848.0,1177.0,28-12 00:02:54,0.0,0.510,98.980,0.0,0.0,0.510,185303040.0,26198016.0,602017792.0,228446208.0,0.020,0.200,0.130
28-12 00:02:55,0.0,0.0,0.0,0.515,0.0,98.969,0.0,0.0,0.515,0.0,0.0,0.0,0.0,185303040.0,26198016.0,602017792.0,228446208.0,0.0,0.0,0.020,0.200,0.130,528.0,770.0,28-12 00:02:55,0.515,0.0,98.969,0.0,0.0,0.515,185303040.0,26198016.0,602017792.0,228446208.0,0.020,0.200,0.130
28-12 00:02:56,0.0,0.0,0.0,0.518,0.518,98.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185294848.0,26198016.0,602017792.0,228454400.0,0.0,0.0,0.020,0.200,0.130,254.0,312.0,28-12 00:02:56,0.518,1.036,98.446,0.0,0.0,0.0,185294848.0,26198016.0,602017792.0,228454400.0,0.020,0.200,0.130
28-12 00:02:57,0.0,0.0,0.0,0.0,0.515,99.485,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,185294848.0,26202112.0,602013696.0,228454400.0,0.0,0.0,0.020,0.200,0.130,254.0,312.0,28-12 00:02:57,0.0,0.0,100.0,0.0,0.0,0.0,185294848.0,26202112.0,602013696.0,228454400.0,0.020,0.200,0.130
28-12 00:02:58,0.0,0.0,0.0,0.0,0.541,99.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185290752.0,26202112.0,602017792.0,228454400.0,0.0,0.0,0.020,0.200,0.130,254.0,312.0,28-12 00:02:58,0.0,0.543,99.457,0.0,0.0,0.0,185290752.0,26202112.0,602017792.0,228454400.0,0.020,0.200,0.130
28-12 00:02:59,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.0,0.0,0.020,0.200,0.120,254.0,312.0,28-12 00:02:59,0.0,0.0,100.0,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.020,0.200,0.120
28-12 00:03:00,0.0,0.0,0.0,0.0,0.543,99.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.0,0.0,0.020,0.200,0.120,1185.0,1428.0,28-12 00:03:00,0.0,1.081,98.919,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.020,0.200,0.120
28-12 00:03:01,0.0,0.0,0.0,0.0,0.505,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.0,0.0,0.020,0.200,0.120,778.0,956.0,28-12 00:03:01,0.0,0.505,99.495,0.0,0.0,0.0,185274368.0,26202112.0,602017792.0,228470784.0,0.020,0.200,0.120
28-12 00:03:02,0.0,0.0,0.0,0.0,0.513,98.974,0.0,0.0,0.513,0.0,12288.0,0.0,2.0,185274368.0,26210304.0,602009600.0,228470784.0,0.0,0.0,0.020,0.200,0.120,254.0,312.0,28-12 00:03:02,0.513,0.0,98.974,0.0,0.0,0.513,185274368.0,26210304.0,602009600.0,228470784.0,0.020,0.200,0.120
28-12 00:03:03,0.0,0.0,0.0,0.513,0.513,98.462,0.0,0.0,0.513,0.0,0.0,0.0,0.0,185274368.0,26210304.0,602009600.0,228470784.0,0.0,0.0,0.020,0.200,0.120,620.0,680.0,28-12 00:03:03,0.0,0.515,98.969,0.0,0.0,0.515,185274368.0,26210304.0,602009600.0,228470784.0,0.020,0.200,0.120
28-12 00:03:04,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,0.020,0.190,0.120,425.0,540.0,28-12 00:03:04,0.508,0.0,99.492,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.020,0.190,0.120
28-12 00:03:05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,0.020,0.190,0.120,648.0,828.0,28-12 00:03:05,0.0,0.0,100.0,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.020,0.190,0.120
28-12 00:03:06,0.0,0.0,0.0,0.0,0.508,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,0.020,0.190,0.120,254.0,312.0,28-12 00:03:06,0.0,0.508,99.492,0.0,0.0,0.0,185262080.0,26210304.0,602021888.0,228470784.0,0.020,0.190,0.120
28-12 00:03:07,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,185262080.0,26214400.0,602017792.0,228470784.0,0.0,0.0,0.020,0.190,0.120,254.0,312.0,28-12 00:03:07,0.503,0.0,99.497,0.0,0.0,0.0,185262080.0,26214400.0,602017792.0,228470784.0,0.020,0.190,0.120
28-12 00:03:08,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185262080.0,26214400.0,602017792.0,228470784.0,0.0,0.0,0.020,0.190,0.120,254.0,312.0,28-12 00:03:08,0.505,0.0,99.495,0.0,0.0,0.0,185257984.0,26214400.0,602021888.0,228470784.0,0.020,0.190,0.120
28-12 00:03:09,0.0,0.0,0.0,0.508,0.508,98.477,0.0,0.0,0.508,0.0,0.0,0.0,0.0,185257984.0,26214400.0,602021888.0,228470784.0,0.0,0.0,0.020,0.190,0.120,511.0,628.0,28-12 00:03:09,0.0,0.510,98.980,0.0,0.0,0.510,185257984.0,26214400.0,602021888.0,228470784.0,0.020,0.190,0.120
28-12 00:03:10,0.0,0.0,0.0,0.0,0.505,98.990,0.0,0.0,0.505,0.0,0.0,0.0,0.0,185257984.0,26214400.0,602021888.0,228470784.0,0.0,0.0,0.020,0.190,0.120,0.0,0.0,28-12 00:03:10,0.0,0.505,98.990,0.0,0.0,0.505,185257984.0,26214400.0,602021888.0,228470784.0,0.020,0.190,0.120
28-12 00:03:11,0.0,0.0,0.0,2.591,0.518,96.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185323520.0,26214400.0,602021888.0,228405248.0,0.0,0.0,0.020,0.190,0.120,16816.0,20516.0,28-12 00:03:11,2.591,0.518,96.891,0.0,0.0,0.0,185356288.0,26214400.0,602021888.0,228372480.0,0.020,0.190,0.120
28-12 00:03:12,0.0,0.0,0.0,0.0,0.521,98.958,0.0,0.0,0.521,0.0,12288.0,0.0,2.0,185356288.0,26218496.0,602017792.0,228372480.0,0.0,0.0,0.020,0.190,0.120,254.0,312.0,28-12 00:03:12,0.518,0.518,98.446,0.0,0.0,0.518,185356288.0,26218496.0,602017792.0,228372480.0,0.020,0.190,0.120
28-12 00:03:13,0.0,0.0,0.0,0.529,0.0,98.942,0.0,0.0,0.529,0.0,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,0.020,0.190,0.120,0.0,0.0,28-12 00:03:13,0.0,0.0,99.468,0.0,0.0,0.532,185352192.0,26218496.0,602021888.0,228372480.0,0.020,0.190,0.120
28-12 00:03:14,2.0,0.0,0.0,0.606,0.0,99.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,0.010,0.190,0.120,0.0,0.0,28-12 00:03:14,0.606,0.0,99.394,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.010,0.190,0.120
28-12 00:03:15,0.0,0.0,0.0,0.0,0.526,99.474,0.0,0.0,0.0,0.0,94208.0,0.0,12.0,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,0.010,0.190,0.120,254.0,312.0,28-12 00:03:15,0.524,0.524,98.953,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.010,0.190,0.120
28-12 00:03:16,0.0,0.0,0.0,0.538,0.538,98.387,0.0,0.0,0.538,0.0,0.0,0.0,0.0,185606144.0,26218496.0,602021888.0,228118528.0,0.0,0.0,0.010,0.190,0.120,2615.0,3182.0,28-12 00:03:16,0.0,0.541,98.919,0.0,0.0,0.541,185606144.0,26218496.0,602021888.0,228118528.0,0.010,0.190,0.120
28-12 00:03:17,0.0,0.0,0.0,0.581,0.0,99.419,0.0,0.0,0.0,0.0,57344.0,0.0,4.0,185606144.0,26222592.0,602017792.0,228118528.0,0.0,0.0,0.010,0.190,0.120,254.0,312.0,28-12 00:03:17,0.581,0.0,99.419,0.0,0.0,0.0,185606144.0,26222592.0,602017792.0,228118528.0,0.010,0.190,0.120
28-12 00:03:18,0.0,0.0,0.0,0.562,0.562,98.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185602048.0,26222592.0,602021888.0,228118528.0,0.0,0.0,0.010,0.190,0.120,0.0,0.0,28-12 00:03:18,0.562,0.562,98.876,0.0,0.0,0.0,185602048.0,26222592.0,602021888.0,228118528.0,0.010,0.190,0.120
28-12 00:03:19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185602048.0,26222592.0,602021888.0,228118528.0,0.0,0.0,0.010,0.190,0.120,254.0,312.0,28-12 00:03:19,0.0,0.0,100.0,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.010,0.190,0.120
28-12 00:03:20,0.0,0.0,0.0,0.0,0.532,99.468,0.0,0.0,0.0,0.0,151552.0,0.0,29.0,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,0.010,0.180,0.120,615.0,732.0,28-12 00:03:20,0.0,0.535,99.465,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:21,0.0,0.0,0.0,0.0,0.592,98.817,0.0,0.0,0.592,0.0,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,0.010,0.180,0.120,254.0,312.0,28-12 00:03:21,0.588,0.588,98.235,0.0,0.0,0.588,185597952.0,26222592.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:22,0.0,0.0,0.0,0.575,0.575,98.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,0.010,0.180,0.120,0.0,0.0,28-12 00:03:22,0.0,0.578,99.422,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:23,0.0,0.0,0.0,0.513,0.0,99.487,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,185597952.0,26226688.0,602021888.0,228118528.0,0.0,0.0,0.010,0.180,0.120,4212.0,12974.0,28-12 00:03:23,1.015,0.0,98.985,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:24,0.0,0.0,0.0,0.510,0.510,98.980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.0,0.0,0.010,0.180,0.120,726.0,844.0,28-12 00:03:24,0.0,1.026,98.974,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:25,0.0,0.0,0.0,0.0,0.510,99.490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.0,0.0,0.010,0.180,0.120,869.0,1044.0,28-12 00:03:25,0.0,0.0,100.0,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.010,0.180,0.120
28-12 00:03:26,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185626624.0,26226688.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,254.0,312.0,28-12 00:03:26,0.0,0.0,100.0,0.0,0.0,0.0,185626624.0,26226688.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:27,0.0,0.0,0.0,0.510,0.510,98.980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185626624.0,26226688.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,4793.0,6512.0,28-12 00:03:27,0.510,0.510,98.980,0.0,0.0,0.0,185626624.0,26226688.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:28,0.0,0.0,0.0,1.015,0.0,98.985,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,0.0,0.0,28-12 00:03:28,1.015,0.0,98.985,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:29,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,497.0,612.0,28-12 00:03:29,0.0,0.510,99.490,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:30,0.0,0.0,0.0,0.515,0.515,98.454,0.0,0.0,0.515,0.0,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,254.0,312.0,28-12 00:03:30,0.518,0.0,98.964,0.0,0.0,0.518,185618432.0,26234880.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:31,0.0,0.0,0.0,0.0,0.0,99.490,0.0,0.0,0.510,0.0,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,547.0,668.0,28-12 00:03:31,0.0,0.0,99.490,0.0,0.0,0.510,185618432.0,26234880.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:32,0.0,0.0,0.0,0.513,0.0,99.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.010,0.180,0.120,497.0,612.0,28-12 00:03:32,0.513,0.0,99.487,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.010,0.180,0.120
28-12 00:03:33,0.0,0.0,0.0,0.0,0.0,98.953,0.0,0.0,1.047,0.0,12288.0,0.0,2.0,185606144.0,26243072.0,602030080.0,228085760.0,0.0,0.0,0.010,0.180,0.120,0.0,0.0,28-12 00:03:33,0.0,0.0,98.953,0.0,0.0,1.047,185606144.0,26243072.0,602030080.0,228085760.0,0.010,0.180,0.120
28-12 00:03:34,0.0,0.0,0.0,1.031,1.031,97.423,0.0,0.0,0.515,0.0,0.0,0.0,0.0,185606144.0,26243072.0,602030080.0,228085760.0,0.0,0.0,0.010,0.180,0.120,8159.0,10848.0,28-12 00:03:34,1.031,1.031,97.423,0.0,0.0,0.515,185606144.0,26243072.0,602030080.0,228085760.0,0.010,0.180,0.120
28-12 00:03:35,0.0,0.0,0.0,4.103,1.026,94.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187068416.0,26243072.0,602030080.0,226623488.0,0.0,0.0,0.010,0.170,0.120,65776.0,79572.0,28-12 00:03:35,4.082,1.531,94.388,0.0,0.0,0.0,187068416.0,26243072.0,602030080.0,226623488.0,0.010,0.170,0.120
28-12 00:03:36,0.0,0.0,0.0,0.0,0.508,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187052032.0,26243072.0,602030080.0,226639872.0,0.0,0.0,0.010,0.170,0.120,314.0,372.0,28-12 00:03:36,0.508,0.0,99.492,0.0,0.0,0.0,187052032.0,26243072.0,602030080.0,226639872.0,0.010,0.170,0.120
28-12 00:03:37,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187052032.0,26243072.0,602030080.0,226639872.0,0.0,0.0,0.010,0.170,0.120,653.0,832.0,28-12 00:03:37,0.505,0.0,99.495,0.0,0.0,0.0,187052032.0,26243072.0,602030080.0,226639872.0,0.010,0.170,0.120
28-12 00:03:38,0.0,0.0,0.0,0.503,0.503,98.995,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,187043840.0,26251264.0,602030080.0,226639872.0,0.0,0.0,0.010,0.170,0.120,0.0,0.0,28-12 00:03:38,0.0,0.505,99.495,0.0,0.0,0.0,187043840.0,26251264.0,602030080.0,226639872.0,0.010,0.170,0.120
28-12 00:03:39,0.0,0.0,0.0,0.0,0.0,99.485,0.0,0.0,0.515,0.0,0.0,0.0,0.0,187043840.0,26251264.0,602030080.0,226639872.0,0.0,0.0,0.010,0.170,0.120,508.0,600.0,28-12 00:03:39,0.0,0.510,98.980,0.0,0.0,0.510,187043840.0,26251264.0,602030080.0,226639872.0,0.010,0.170,0.120
28-12 00:03:40,0.0,0.0,0.0,2.051,1.026,96.410,0.0,0.0,0.513,0.0,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.0,0.0,0.010,0.170,0.120,18255.0,21996.0,28-12 00:03:40,2.073,0.518,96.891,0.0,0.0,0.518,187203584.0,26251264.0,602030080.0,226480128.0,0.010,0.170,0.120
28-12 00:03:41,0.0,0.0,0.0,1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.0,0.0,0.010,0.170,0.120,0.0,0.0,28-12 00:03:41,1.010,0.505,98.485,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.010,0.170,0.120
28-12 00:03:42,0.0,0.0,0.0,0.0,0.510,99.490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.0,0.0,0.010,0.170,0.120,2061.0,2544.0,28-12 00:03:42,0.0,0.510,99.490,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.010,0.170,0.120
28-12 00:03:43,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,12288.0,0.0,2.0,187203584.0,26259456.0,602021888.0,226480128.0,0.0,0.0,0.010,0.170,0.120,615.0,732.0,28-12 00:03:43,0.508,0.0,99.492,0.0,0.0,0.0,187203584.0,26259456.0,602021888.0,226480128.0,0.010,0.170,0.120
28-12 00:03:44,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.0,0.0,0.010,0.170,0.120,2287.0,2466.0,28-12 00:03:44,0.508,0.0,99.492,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.010,0.170,0.120
28-12 00:03:45,0.0,0.0,0.0,0.508,0.0,99.492,0.0,0.0,0.0,0.0,16384.0,0.0,1.0,187195392.0,26259456.0,602030080.0,226480128.0,0.0,0.0,0.010,0.170,0.120,194.0,230.0,28-12 00:03:45,0.508,0.0,99.492,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.010,0.170,0.120
28-12 00:03:46,0.0,0.0,0.0,0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187191296.0,26259456.0,602034176.0,226480128.0,0.0,0.0,0.010,0.170,0.120,254.0,312.0,28-12 00:03:46,0.503,0.0,99.497,0.0,0.0,0.0,187191296.0,26259456.0,602034176.0,226480128.0,0.010,0.170,0.120
28-12 00:03:47,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187191296.0,26259456.0,602034176.0,226480128.0,0.0,0.0,0.010,0.170,0.120,3236.0,3656.0,28-12 00:03:47,0.505,0.0,99.495,0.0,0.0,0.0,187191296.0,26259456.0,602034176.0,226480128.0,0.010,0.170,0.120
28-12 00:03:48,1.0,0.0,0.0,2.632,2.105,94.211,0.0,0.0,1.053,0.0,16384.0,0.0,2.0,187314176.0,26267648.0,602034176.0,226349056.0,0.0,0.0,0.010,0.170,0.120,68910.0,60786.0,28-12 00:03:48,2.116,2.116,94.709,0.0,0.0,1.058,187314176.0,26267648.0,602034176.0,226349056.0,0.010,0.170,0.120
28-12 00:03:49,0.0,0.0,0.0,1.0,0.500,98.0,0.0,0.0,0.500,0.0,0.0,0.0,0.0,187314176.0,26267648.0,602034176.0,226349056.0,0.0,0.0,0.010,0.170,0.120,5490.0,25628.0,28-12 00:03:49,1.005,0.503,97.990,0.0,0.0,0.503,187314176.0,26267648.0,602034176.0,226349056.0,0.010,0.170,0.120
28-12 00:03:50,0.0,0.0,0.0,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,0.0,2.0,187281408.0,26267648.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,1442.0,1744.0,28-12 00:03:50,0.503,0.0,99.497,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.010,0.160,0.120
28-12 00:03:51,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.0,0.0,0.010,0.160,0.120,467.0,588.0,28-12 00:03:51,0.0,0.0,100.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.010,0.160,0.120
