"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Client/client2NetworkUsage.csv",,,,"Date:","28 Dec 2020 00:02:40 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
28-12 00:03:01,0.0,0.508,99.492,0.0,0.0,0.0,185274368.0,26210304.0,602009600.0,228470784.0,0.0,0.0,418.0,264.0
28-12 00:03:02,0.510,0.0,98.980,0.0,0.0,0.510,185274368.0,26210304.0,602009600.0,228470784.0,0.0,0.0,134.0,132.0
28-12 00:03:03,0.0,0.515,98.969,0.0,0.0,0.515,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,500.0,132.0
28-12 00:03:04,0.508,0.0,99.492,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,185.0,132.0
28-12 00:03:05,0.0,0.503,99.497,0.0,0.0,0.0,185266176.0,26210304.0,602017792.0,228470784.0,0.0,0.0,288.0,264.0
28-12 00:03:06,0.0,0.0,100.0,0.0,0.0,0.0,185262080.0,26210304.0,602021888.0,228470784.0,0.0,0.0,134.0,132.0
28-12 00:03:07,0.503,0.0,99.497,0.0,0.0,0.0,185262080.0,26214400.0,602017792.0,228470784.0,0.0,0.0,134.0,132.0
28-12 00:03:08,0.505,0.505,98.990,0.0,0.0,0.0,185257984.0,26214400.0,602021888.0,228470784.0,0.0,0.0,134.0,132.0
28-12 00:03:09,0.0,0.0,99.492,0.0,0.0,0.508,185257984.0,26214400.0,602021888.0,228470784.0,0.0,0.0,271.0,132.0
28-12 00:03:10,0.0,0.510,98.980,0.0,0.0,0.510,185257984.0,26214400.0,602021888.0,228470784.0,0.0,0.0,0.0,0.0
28-12 00:03:11,2.577,1.031,96.392,0.0,0.0,0.0,185356288.0,26214400.0,602021888.0,228372480.0,0.0,0.0,9256.0,132.0
28-12 00:03:12,0.518,0.0,98.964,0.0,0.0,0.518,185356288.0,26218496.0,602017792.0,228372480.0,0.0,0.0,134.0,132.0
28-12 00:03:13,0.0,0.0,99.462,0.0,0.0,0.538,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,0.0,0.0
28-12 00:03:14,0.606,0.0,99.394,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,0.0,0.0
28-12 00:03:15,0.518,0.518,98.964,0.0,0.0,0.0,185352192.0,26218496.0,602021888.0,228372480.0,0.0,0.0,1782.0,132.0
28-12 00:03:16,0.535,0.535,98.396,0.0,0.0,0.535,185606144.0,26218496.0,602021888.0,228118528.0,0.0,0.0,67.0,132.0
28-12 00:03:17,0.588,0.0,99.412,0.0,0.0,0.0,185606144.0,26222592.0,602017792.0,228118528.0,0.0,0.0,134.0,132.0
28-12 00:03:18,0.0,0.568,99.432,0.0,0.0,0.0,185602048.0,26222592.0,602021888.0,228118528.0,0.0,0.0,0.0,0.0
28-12 00:03:19,0.0,0.0,100.0,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,134.0,132.0
28-12 00:03:20,0.0,0.532,99.468,0.0,0.0,0.0,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,375.0,132.0
28-12 00:03:21,0.585,1.170,97.661,0.0,0.0,0.585,185597952.0,26222592.0,602025984.0,228118528.0,0.0,0.0,134.0,132.0
28-12 00:03:22,0.0,0.0,100.0,0.0,0.0,0.0,185597952.0,26226688.0,602021888.0,228118528.0,0.0,0.0,0.0,0.0
28-12 00:03:23,1.020,0.0,98.980,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.0,0.0,3312.0,132.0
28-12 00:03:24,0.0,1.020,98.980,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.0,0.0,486.0,132.0
28-12 00:03:25,0.0,0.0,100.0,0.0,0.0,0.0,185593856.0,26226688.0,602025984.0,228118528.0,0.0,0.0,509.0,264.0
28-12 00:03:26,0.0,0.0,100.0,0.0,0.0,0.0,185626624.0,26226688.0,602025984.0,228085760.0,0.0,0.0,134.0,132.0
28-12 00:03:27,1.015,0.508,98.477,0.0,0.0,0.0,185626624.0,26234880.0,602017792.0,228085760.0,0.0,0.0,1433.0,264.0
28-12 00:03:28,0.510,0.0,99.490,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,0.0,0.0
28-12 00:03:29,0.0,0.515,99.485,0.0,0.0,0.0,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,257.0,132.0
28-12 00:03:30,0.513,0.0,98.974,0.0,0.0,0.513,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,134.0,132.0
28-12 00:03:31,0.0,0.0,99.487,0.0,0.0,0.513,185618432.0,26234880.0,602025984.0,228085760.0,0.0,0.0,307.0,132.0
28-12 00:03:32,0.510,0.0,99.490,0.0,0.0,0.0,185618432.0,26243072.0,602017792.0,228085760.0,0.0,0.0,257.0,132.0
28-12 00:03:33,0.0,0.0,98.953,0.0,0.0,1.047,185606144.0,26243072.0,602030080.0,228085760.0,0.0,0.0,0.0,0.0
28-12 00:03:34,1.036,1.036,97.409,0.0,0.0,0.518,185606144.0,26243072.0,602030080.0,228085760.0,0.0,0.0,3539.0,198.0
28-12 00:03:35,4.082,1.531,94.388,0.0,0.0,0.0,187068416.0,26243072.0,602030080.0,226623488.0,0.0,0.0,57196.0,462.0
28-12 00:03:36,0.505,0.0,99.495,0.0,0.0,0.0,187052032.0,26243072.0,602030080.0,226639872.0,0.0,0.0,194.0,192.0
28-12 00:03:37,0.505,0.0,99.495,0.0,0.0,0.0,187052032.0,26251264.0,602021888.0,226639872.0,0.0,0.0,293.0,132.0
28-12 00:03:38,0.0,0.505,99.495,0.0,0.0,0.0,187043840.0,26251264.0,602030080.0,226639872.0,0.0,0.0,0.0,0.0
28-12 00:03:39,0.0,0.513,98.974,0.0,0.0,0.513,187043840.0,26251264.0,602030080.0,226639872.0,0.0,0.0,178.0,132.0
28-12 00:03:40,2.062,0.515,96.907,0.0,0.0,0.515,187203584.0,26251264.0,602030080.0,226480128.0,0.0,0.0,13695.0,396.0
28-12 00:03:41,1.010,0.505,98.485,0.0,0.0,0.0,187203584.0,26251264.0,602030080.0,226480128.0,0.0,0.0,0.0,0.0
28-12 00:03:42,0.508,0.508,98.985,0.0,0.0,0.0,187203584.0,26259456.0,602021888.0,226480128.0,0.0,0.0,1101.0,264.0
28-12 00:03:43,0.508,0.0,99.492,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.0,0.0,375.0,132.0
28-12 00:03:44,0.0,0.0,100.0,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.0,0.0,1927.0,330.0
28-12 00:03:45,0.508,0.0,99.492,0.0,0.0,0.0,187195392.0,26259456.0,602030080.0,226480128.0,0.0,0.0,134.0,132.0
28-12 00:03:46,0.505,0.0,99.495,0.0,0.0,0.0,187191296.0,26259456.0,602034176.0,226480128.0,0.0,0.0,134.0,132.0
28-12 00:03:47,0.505,0.0,99.495,0.0,0.0,0.0,187191296.0,26267648.0,602025984.0,226480128.0,0.0,0.0,2276.0,264.0
28-12 00:03:48,2.632,2.105,94.211,0.0,0.0,1.053,187314176.0,26267648.0,602034176.0,226349056.0,0.0,0.0,50430.0,462.0
28-12 00:03:49,1.0,0.500,98.0,0.0,0.0,0.500,187314176.0,26267648.0,602034176.0,226349056.0,0.0,0.0,0.0,0.0
28-12 00:03:50,0.0,0.0,100.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.0,0.0,842.0,132.0
28-12 00:03:51,0.0,0.0,100.0,0.0,0.0,0.0,187281408.0,26267648.0,602034176.0,226381824.0,0.0,0.0,227.0,132.0
28-12 00:03:52,0.508,0.0,99.492,0.0,0.0,0.0,187281408.0,26275840.0,602025984.0,226381824.0,0.0,0.0,134.0,132.0
28-12 00:03:53,0.510,0.510,98.980,0.0,0.0,0.0,187281408.0,26275840.0,602025984.0,226381824.0,0.0,0.0,358.0,132.0
28-12 00:03:54,0.0,0.0,100.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,725.0,132.0
28-12 00:03:55,0.0,0.505,99.495,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,134.0,132.0
28-12 00:03:56,0.0,0.0,100.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:03:57,0.0,0.0,100.0,0.0,0.0,0.0,187273216.0,26275840.0,602034176.0,226381824.0,0.0,0.0,134.0,132.0
28-12 00:03:58,0.510,0.0,99.490,0.0,0.0,0.0,187265024.0,26284032.0,602034176.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:03:59,0.0,0.0,100.0,0.0,0.0,0.0,187265024.0,26284032.0,602034176.0,226381824.0,0.0,0.0,134.0,132.0
28-12 00:04:00,0.500,0.0,99.500,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,134.0,132.0
28-12 00:04:01,0.0,0.510,99.490,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,196.0,132.0
28-12 00:04:02,0.0,0.508,99.492,0.0,0.0,0.0,187260928.0,26284032.0,602038272.0,226381824.0,0.0,0.0,3760.0,132.0
28-12 00:04:03,0.0,0.0,100.0,0.0,0.0,0.0,187260928.0,26288128.0,602034176.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:04:04,0.0,0.0,100.0,0.0,0.0,0.0,187260928.0,26288128.0,602034176.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:04:05,0.500,0.0,99.500,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:04:06,0.0,0.0,100.0,0.0,0.0,0.0,187256832.0,26288128.0,602038272.0,226381824.0,0.0,0.0,0.0,0.0
28-12 00:04:07,1.523,1.015,97.462,0.0,0.0,0.0,159059968.0,26288128.0,602038272.0,254578688.0,0.0,0.0,134.0,198.0
28-12 00:04:08,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26296320.0,602030080.0,254595072.0,0.0,0.0,0.0,0.0
28-12 00:04:09,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26296320.0,602005504.0,254619648.0,0.0,0.0,0.0,0.0
28-12 00:04:10,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26296320.0,602005504.0,254619648.0,0.0,0.0,0.0,0.0
28-12 00:04:11,0.0,0.524,99.476,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.0,0.0,0.0,0.0
28-12 00:04:12,0.0,0.0,100.0,0.0,0.0,0.0,159170560.0,26296320.0,602005504.0,254492672.0,0.0,0.0,0.0,0.0
28-12 00:04:13,0.505,0.0,99.495,0.0,0.0,0.0,159166464.0,26304512.0,602001408.0,254492672.0,0.0,0.0,0.0,0.0
28-12 00:04:14,0.0,0.0,99.444,0.0,0.0,0.556,159158272.0,26304512.0,602001408.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:15,0.503,0.0,99.497,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:16,0.498,0.0,99.502,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:17,0.0,0.0,100.0,0.0,0.0,0.0,159150080.0,26304512.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:18,0.571,0.0,99.429,0.0,0.0,0.0,159150080.0,26308608.0,602005504.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:19,0.0,0.0,100.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:20,0.500,0.0,99.500,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:21,0.0,0.503,99.497,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:22,0.0,0.0,100.0,0.0,0.0,0.0,159145984.0,26308608.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:23,0.0,0.571,99.429,0.0,0.0,0.0,159145984.0,26316800.0,602001408.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:24,0.541,0.0,98.919,0.0,0.0,0.541,159145984.0,26316800.0,602001408.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:25,0.0,0.503,99.497,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:26,0.498,0.0,99.502,0.0,0.0,0.0,159137792.0,26316800.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:27,0.0,0.526,99.474,0.0,0.0,0.0,159133696.0,26316800.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:28,0.500,0.0,99.500,0.0,0.0,0.0,159133696.0,26324992.0,602005504.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:29,0.503,0.0,99.497,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:30,0.500,0.0,99.500,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:31,0.0,0.0,99.497,0.0,0.0,0.503,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:32,0.500,0.0,99.500,0.0,0.0,0.0,159125504.0,26324992.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:33,0.0,0.0,100.0,0.0,0.0,0.0,159125504.0,26333184.0,602005504.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:34,0.0,0.0,100.0,0.0,0.0,0.0,159125504.0,26333184.0,602005504.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:35,0.0,0.0,100.0,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:36,0.503,0.0,99.497,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:37,0.500,0.0,99.500,0.0,0.0,0.0,159117312.0,26333184.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:38,0.0,0.0,100.0,0.0,0.0,0.0,159117312.0,26341376.0,602005504.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:39,0.526,0.0,99.474,0.0,0.0,0.0,159109120.0,26341376.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:40,0.0,0.500,99.500,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:41,0.0,0.0,100.0,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:42,0.500,0.0,99.500,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:43,0.503,0.0,99.497,0.0,0.0,0.0,159105024.0,26341376.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:44,1.005,0.0,98.995,0.0,0.0,0.0,159105024.0,26349568.0,602009600.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:45,0.0,0.503,99.497,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:46,0.0,0.0,100.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:47,0.0,0.500,99.500,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:48,0.0,0.0,100.0,0.0,0.0,0.0,159096832.0,26349568.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:49,1.0,0.0,99.0,0.0,0.0,0.0,159096832.0,26353664.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:50,0.0,0.503,99.497,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:51,0.0,0.0,100.0,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:52,0.0,0.498,99.502,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:53,0.500,0.0,99.500,0.0,0.0,0.0,159092736.0,26353664.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:54,0.0,0.0,100.0,0.0,0.0,0.0,159088640.0,26361856.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:55,0.503,0.0,99.497,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:56,0.0,0.0,100.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:57,0.500,0.0,99.500,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:58,0.500,0.500,99.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:04:59,0.0,0.0,100.0,0.0,0.0,0.0,159080448.0,26361856.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:00,1.005,0.503,97.990,0.0,0.0,0.503,159080448.0,26365952.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:01,0.0,0.503,99.497,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:02,0.503,0.0,99.497,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:03,0.505,0.505,98.990,0.0,0.0,0.0,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:04,0.610,0.610,98.171,0.0,0.0,0.610,159076352.0,26365952.0,602021888.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:05,0.503,0.0,99.497,0.0,0.0,0.0,159076352.0,26374144.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:06,0.0,0.0,100.0,0.0,0.0,0.0,159076352.0,26374144.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:07,0.0,0.503,99.497,0.0,0.0,0.0,159076352.0,26374144.0,602013696.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:08,0.0,0.503,99.497,0.0,0.0,0.0,159064064.0,26374144.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:09,0.500,0.0,99.500,0.0,0.0,0.0,159064064.0,26374144.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:10,0.505,1.010,98.485,0.0,0.0,0.0,159064064.0,26382336.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:11,0.0,0.0,100.0,0.0,0.0,0.0,159055872.0,26382336.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:12,0.500,1.0,98.500,0.0,0.0,0.0,159055872.0,26382336.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:13,0.0,0.0,100.0,0.0,0.0,0.0,159055872.0,26382336.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:14,0.503,0.0,99.497,0.0,0.0,0.0,159055872.0,26382336.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:15,0.0,0.0,100.0,0.0,0.0,0.0,159055872.0,26382336.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:16,0.543,0.543,98.913,0.0,0.0,0.0,159055872.0,26390528.0,602017792.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:17,0.0,0.0,100.0,0.0,0.0,0.0,159047680.0,26390528.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:18,0.510,0.510,98.980,0.0,0.0,0.0,159047680.0,26390528.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:19,0.0,0.0,100.0,0.0,0.0,0.0,159047680.0,26390528.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:20,1.020,0.0,98.980,0.0,0.0,0.0,159047680.0,26390528.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:21,0.0,0.0,100.0,0.0,0.0,0.0,159043584.0,26390528.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:22,0.500,0.0,99.500,0.0,0.0,0.0,159039488.0,26394624.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:23,0.0,0.503,99.497,0.0,0.0,0.0,159039488.0,26394624.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:24,0.500,0.0,99.500,0.0,0.0,0.0,159039488.0,26394624.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:25,0.412,0.412,99.177,0.0,0.0,0.0,159039488.0,26394624.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:26,0.0,0.0,100.0,0.0,0.0,0.0,159039488.0,26394624.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:27,0.500,0.500,99.0,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:28,0.0,0.0,100.0,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:29,0.0,0.0,100.0,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:30,0.503,0.503,98.995,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:31,0.503,0.0,99.497,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:32,0.0,0.515,99.485,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:33,0.0,0.500,99.500,0.0,0.0,0.0,159031296.0,26402816.0,602030080.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:34,0.0,0.0,100.0,0.0,0.0,0.0,159027200.0,26402816.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:35,1.0,0.500,98.500,0.0,0.0,0.0,159027200.0,26402816.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:36,0.0,0.0,100.0,0.0,0.0,0.0,159027200.0,26402816.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:37,0.0,0.0,100.0,0.0,0.0,0.0,159019008.0,26411008.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:38,1.0,0.0,99.0,0.0,0.0,0.0,159019008.0,26411008.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:39,0.0,0.0,100.0,0.0,0.0,0.0,159019008.0,26411008.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:40,0.0,0.500,99.500,0.0,0.0,0.0,159019008.0,26411008.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:41,0.0,0.0,100.0,0.0,0.0,0.0,159019008.0,26411008.0,602034176.0,254500864.0,0.0,0.0,0.0,0.0
28-12 00:05:42,0.0,0.0,99.492,0.508,0.0,0.0,159019008.0,26419200.0,602025984.0,254500864.0,0.0,0.0,0.0,0.0
