"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tcmsn -N eth1 --output /home/Client/client3NetworkUsage.csv",,,,"Date:","28 Dec 2020 00:02:44 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"swap",,"net/eth1",
28-12 00:03:23,14.062,17.708,61.979,0.0,0.0,6.250,188993536.0,26296320.0,601907200.0,224768000.0,0.0,0.0,1193540.0,6666.0
28-12 00:03:24,9.896,6.771,81.250,0.0,0.0,2.083,191782912.0,26296320.0,601911296.0,221974528.0,0.0,0.0,403506.0,3378.0
28-12 00:03:25,0.0,0.0,100.0,0.0,0.0,0.0,191782912.0,26296320.0,601911296.0,221974528.0,0.0,0.0,134.0,132.0
28-12 00:03:26,0.0,0.0,100.0,0.0,0.0,0.0,191782912.0,26300416.0,601907200.0,221974528.0,0.0,0.0,576.0,342.0
28-12 00:03:27,0.0,0.0,100.0,0.0,0.0,0.0,191778816.0,26300416.0,601911296.0,221974528.0,0.0,0.0,134.0,132.0
28-12 00:03:28,0.0,0.0,99.422,0.0,0.0,0.578,191778816.0,26300416.0,601911296.0,221974528.0,0.0,0.0,534.0,144.0
28-12 00:03:29,0.532,2.128,97.340,0.0,0.0,0.0,191549440.0,26300416.0,601911296.0,222203904.0,0.0,0.0,1126.0,264.0
28-12 00:03:30,0.0,1.053,98.947,0.0,0.0,0.0,191483904.0,26300416.0,601911296.0,222269440.0,0.0,0.0,134.0,132.0
28-12 00:03:31,0.529,2.116,96.825,0.0,0.0,0.529,191254528.0,26304512.0,601907200.0,222498816.0,0.0,0.0,590.0,132.0
28-12 00:03:32,0.521,0.0,99.479,0.0,0.0,0.0,191250432.0,26304512.0,601911296.0,222498816.0,0.0,0.0,0.0,0.0
28-12 00:03:33,0.521,0.521,98.958,0.0,0.0,0.0,191250432.0,26304512.0,601911296.0,222498816.0,0.0,0.0,384.0,132.0
28-12 00:03:34,0.633,0.633,98.734,0.0,0.0,0.0,191250432.0,26304512.0,601911296.0,222498816.0,0.0,0.0,307.0,132.0
28-12 00:03:35,0.526,0.0,99.474,0.0,0.0,0.0,191250432.0,26304512.0,601911296.0,222498816.0,0.0,0.0,404.0,132.0
28-12 00:03:36,0.578,0.0,98.266,0.0,0.0,1.156,191250432.0,26308608.0,601907200.0,222498816.0,0.0,0.0,0.0,0.0
28-12 00:03:37,0.0,3.311,96.689,0.0,0.0,0.0,191340544.0,26308608.0,601915392.0,222400512.0,0.0,0.0,57396.0,1716.0
28-12 00:03:38,0.0,0.532,99.468,0.0,0.0,0.0,191340544.0,26308608.0,601915392.0,222400512.0,0.0,0.0,134.0,132.0
28-12 00:03:39,0.513,0.0,99.487,0.0,0.0,0.0,191307776.0,26308608.0,601915392.0,222433280.0,0.0,0.0,0.0,0.0
28-12 00:03:40,0.532,0.0,99.468,0.0,0.0,0.0,191307776.0,26308608.0,601915392.0,222433280.0,0.0,0.0,293.0,132.0
28-12 00:03:41,0.0,0.0,100.0,0.0,0.0,0.0,191307776.0,26312704.0,601911296.0,222433280.0,0.0,0.0,134.0,132.0
28-12 00:03:42,0.513,0.513,98.974,0.0,0.0,0.0,191303680.0,26312704.0,601915392.0,222433280.0,0.0,0.0,226.0,132.0
28-12 00:03:43,0.0,0.0,100.0,0.0,0.0,0.0,191303680.0,26312704.0,601915392.0,222433280.0,0.0,0.0,134.0,132.0
28-12 00:03:44,0.503,0.0,99.497,0.0,0.0,0.0,191303680.0,26312704.0,601915392.0,222433280.0,0.0,0.0,222.0,132.0
28-12 00:03:45,0.0,0.0,100.0,0.0,0.0,0.0,191303680.0,26312704.0,601915392.0,222433280.0,0.0,0.0,375.0,132.0
28-12 00:03:46,0.0,0.505,99.495,0.0,0.0,0.0,191303680.0,26312704.0,601915392.0,222433280.0,0.0,0.0,1786.0,264.0
28-12 00:03:47,0.0,0.0,100.0,0.0,0.0,0.0,191295488.0,26320896.0,601915392.0,222433280.0,0.0,0.0,194.0,192.0
28-12 00:03:48,0.518,0.0,99.482,0.0,0.0,0.0,191295488.0,26320896.0,601915392.0,222433280.0,0.0,0.0,134.0,132.0
28-12 00:03:49,0.0,0.0,100.0,0.0,0.0,0.0,191295488.0,26320896.0,601915392.0,222433280.0,0.0,0.0,191.0,132.0
28-12 00:03:50,0.0,1.212,98.788,0.0,0.0,0.0,191295488.0,26320896.0,601915392.0,222433280.0,0.0,0.0,134.0,132.0
28-12 00:03:51,0.510,2.041,96.429,0.0,0.0,1.020,191324160.0,26320896.0,601919488.0,222400512.0,0.0,0.0,50430.0,594.0
28-12 00:03:52,0.0,0.0,100.0,0.0,0.0,0.0,191315968.0,26329088.0,601919488.0,222400512.0,0.0,0.0,0.0,0.0
28-12 00:03:53,0.0,0.0,100.0,0.0,0.0,0.0,191315968.0,26329088.0,601919488.0,222400512.0,0.0,0.0,842.0,132.0
28-12 00:03:54,0.0,0.515,99.485,0.0,0.0,0.0,191315968.0,26329088.0,601919488.0,222400512.0,0.0,0.0,134.0,132.0
28-12 00:03:55,0.0,0.0,100.0,0.0,0.0,0.0,191315968.0,26329088.0,601919488.0,222400512.0,0.0,0.0,326.0,132.0
28-12 00:03:56,0.0,0.505,99.495,0.0,0.0,0.0,191315968.0,26329088.0,601919488.0,222400512.0,0.0,0.0,345.0,264.0
28-12 00:03:57,0.0,0.0,100.0,0.0,0.0,0.0,191311872.0,26337280.0,601915392.0,222400512.0,0.0,0.0,0.0,0.0
28-12 00:03:58,0.0,0.0,100.0,0.0,0.0,0.0,191311872.0,26337280.0,601915392.0,222400512.0,0.0,0.0,0.0,0.0
28-12 00:03:59,0.629,0.0,99.371,0.0,0.0,0.0,191307776.0,26337280.0,601919488.0,222400512.0,0.0,0.0,0.0,0.0
28-12 00:04:00,0.498,0.0,99.502,0.0,0.0,0.0,191307776.0,26337280.0,601919488.0,222400512.0,0.0,0.0,134.0,132.0
28-12 00:04:01,0.0,0.510,99.490,0.0,0.0,0.0,191307776.0,26337280.0,601919488.0,222400512.0,0.0,0.0,134.0,132.0
28-12 00:04:02,0.0,0.0,100.0,0.0,0.0,0.0,191340544.0,26345472.0,601911296.0,222367744.0,0.0,0.0,577.0,264.0
28-12 00:04:03,0.0,0.0,99.408,0.0,0.0,0.592,191340544.0,26345472.0,601911296.0,222367744.0,0.0,0.0,0.0,0.0
28-12 00:04:04,0.690,0.0,99.310,0.0,0.0,0.0,191328256.0,26345472.0,601923584.0,222367744.0,0.0,0.0,0.0,0.0
28-12 00:04:05,0.0,0.0,100.0,0.0,0.0,0.0,191328256.0,26345472.0,601923584.0,222367744.0,0.0,0.0,0.0,0.0
28-12 00:04:06,0.0,0.578,99.422,0.0,0.0,0.0,191328256.0,26345472.0,601923584.0,222367744.0,0.0,0.0,134.0,132.0
28-12 00:04:07,0.0,0.0,100.0,0.0,0.0,0.0,191328256.0,26345472.0,601923584.0,222367744.0,0.0,0.0,0.0,0.0
28-12 00:04:08,2.660,0.532,96.809,0.0,0.0,0.0,158810112.0,26353664.0,601923584.0,254877696.0,0.0,0.0,134.0,198.0
28-12 00:04:09,0.0,0.0,100.0,0.0,0.0,0.0,158740480.0,26353664.0,601923584.0,254947328.0,0.0,0.0,0.0,0.0
28-12 00:04:10,0.0,0.0,100.0,0.0,0.0,0.0,158740480.0,26353664.0,601923584.0,254947328.0,0.0,0.0,0.0,0.0
28-12 00:04:11,0.0,0.503,99.497,0.0,0.0,0.0,158732288.0,26353664.0,601890816.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:12,0.0,0.0,99.492,0.0,0.0,0.508,158732288.0,26353664.0,601890816.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:13,0.0,0.503,99.497,0.0,0.0,0.0,158732288.0,26361856.0,601882624.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:14,0.0,0.0,100.0,0.0,0.0,0.0,158724096.0,26361856.0,601890816.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:15,0.0,0.505,99.495,0.0,0.0,0.0,158724096.0,26361856.0,601890816.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:16,0.498,0.0,99.502,0.0,0.0,0.0,158724096.0,26361856.0,601890816.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:17,0.529,1.058,97.884,0.0,0.0,0.529,158720000.0,26361856.0,601894912.0,254988288.0,0.0,0.0,0.0,0.0
28-12 00:04:18,0.0,0.0,100.0,0.0,0.0,0.0,158711808.0,26361856.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:19,0.0,0.0,100.0,0.0,0.0,0.0,158711808.0,26370048.0,601886720.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:20,0.0,0.0,100.0,0.0,0.0,0.0,158711808.0,26370048.0,601886720.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:21,0.0,0.526,98.947,0.0,0.0,0.526,158703616.0,26370048.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:22,0.0,0.508,99.492,0.0,0.0,0.0,158703616.0,26370048.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:23,0.0,0.508,99.492,0.0,0.0,0.0,158703616.0,26370048.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:24,0.508,0.0,99.492,0.0,0.0,0.0,158695424.0,26378240.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:25,0.0,0.538,99.462,0.0,0.0,0.0,158695424.0,26378240.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:26,0.0,0.0,99.401,0.0,0.0,0.599,158695424.0,26378240.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:27,0.505,0.0,99.495,0.0,0.0,0.0,158695424.0,26378240.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:28,0.0,0.0,100.0,0.0,0.0,0.0,158695424.0,26378240.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:29,0.0,0.0,100.0,0.0,0.0,0.0,158695424.0,26386432.0,601886720.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:30,0.0,0.0,100.0,0.0,0.0,0.0,158687232.0,26386432.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:31,0.503,0.0,99.497,0.0,0.0,0.0,158687232.0,26386432.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:32,0.0,0.508,99.492,0.0,0.0,0.0,158683136.0,26386432.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:33,0.503,0.503,98.995,0.0,0.0,0.0,158683136.0,26386432.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:34,0.513,0.0,98.974,0.0,0.0,0.513,158683136.0,26390528.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:35,0.0,0.503,99.497,0.0,0.0,0.0,158683136.0,26390528.0,601894912.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:36,0.0,0.0,100.0,0.0,0.0,0.0,158679040.0,26390528.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:37,0.503,0.503,98.995,0.0,0.0,0.0,158679040.0,26390528.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:38,0.503,0.0,99.497,0.0,0.0,0.0,158679040.0,26390528.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:39,0.0,0.0,100.0,0.0,0.0,0.0,158679040.0,26390528.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:40,0.0,0.0,100.0,0.0,0.0,0.0,158679040.0,26398720.0,601890816.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:41,0.0,0.0,100.0,0.0,0.0,0.0,158670848.0,26398720.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:42,0.503,0.0,99.497,0.0,0.0,0.0,158670848.0,26398720.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:43,0.0,0.503,99.497,0.0,0.0,0.0,158670848.0,26398720.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:44,0.0,0.0,100.0,0.0,0.0,0.0,158670848.0,26398720.0,601899008.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:45,0.500,0.0,99.500,0.0,0.0,0.0,158662656.0,26402816.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:46,0.508,0.0,99.492,0.0,0.0,0.0,158662656.0,26402816.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:47,0.995,0.498,98.507,0.0,0.0,0.0,158662656.0,26402816.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:48,0.0,0.0,100.0,0.0,0.0,0.0,158662656.0,26402816.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:49,0.0,0.0,100.0,0.0,0.0,0.0,158662656.0,26402816.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:50,0.503,0.0,99.497,0.0,0.0,0.0,158654464.0,26411008.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:51,0.505,0.0,99.495,0.0,0.0,0.0,158654464.0,26411008.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:52,0.0,0.503,99.497,0.0,0.0,0.0,158654464.0,26411008.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:53,0.0,0.503,99.497,0.0,0.0,0.0,158654464.0,26411008.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:54,0.0,0.0,100.0,0.0,0.0,0.0,158654464.0,26411008.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:55,0.0,0.0,100.0,0.0,0.0,0.0,158646272.0,26419200.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:56,0.0,0.0,100.0,0.0,0.0,0.0,158646272.0,26419200.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:57,0.503,0.0,99.497,0.0,0.0,0.0,158646272.0,26419200.0,601903104.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:58,0.500,0.0,99.500,0.0,0.0,0.0,158642176.0,26419200.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:04:59,0.0,0.0,100.0,0.0,0.0,0.0,158642176.0,26419200.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:00,0.524,0.0,98.953,0.0,0.0,0.524,158638080.0,26423296.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:01,0.417,0.0,99.583,0.0,0.0,0.0,158638080.0,26423296.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:02,0.0,0.0,100.0,0.0,0.0,0.0,158638080.0,26423296.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:03,0.0,0.0,100.0,0.0,0.0,0.0,158638080.0,26423296.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:04,0.500,0.0,99.500,0.0,0.0,0.0,158638080.0,26423296.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:05,0.510,1.020,98.469,0.0,0.0,0.0,158633984.0,26427392.0,601907200.0,254996480.0,0.0,0.0,0.0,0.0
28-12 00:05:06,0.500,0.0,99.500,0.0,0.0,0.0,158625792.0,26427392.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:07,0.510,0.0,99.490,0.0,0.0,0.0,158625792.0,26427392.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:08,0.508,0.508,98.985,0.0,0.0,0.0,158625792.0,26427392.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:09,0.493,0.493,99.015,0.0,0.0,0.0,158625792.0,26427392.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:10,0.552,1.105,97.238,0.0,0.0,1.105,158617600.0,26435584.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:11,0.0,0.0,99.485,0.0,0.0,0.515,158613504.0,26435584.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:12,0.510,0.0,99.490,0.0,0.0,0.0,158613504.0,26435584.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:13,0.500,0.500,99.0,0.0,0.0,0.0,158613504.0,26435584.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:14,0.500,0.0,99.500,0.0,0.0,0.0,158613504.0,26435584.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:15,0.0,0.505,99.495,0.0,0.0,0.0,158613504.0,26439680.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:16,0.503,0.0,99.497,0.0,0.0,0.0,158609408.0,26439680.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:17,0.0,0.0,100.0,0.0,0.0,0.0,158609408.0,26439680.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:18,0.505,0.505,98.990,0.0,0.0,0.0,158609408.0,26439680.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:19,0.0,0.505,99.495,0.0,0.0,0.0,158609408.0,26439680.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:20,0.510,0.510,98.980,0.0,0.0,0.0,158609408.0,26443776.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:21,0.0,0.500,99.500,0.0,0.0,0.0,158609408.0,26443776.0,601907200.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:22,0.508,0.0,99.492,0.0,0.0,0.0,158605312.0,26443776.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:23,0.0,0.0,100.0,0.0,0.0,0.0,158605312.0,26443776.0,601911296.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:24,0.0,0.0,100.0,0.0,0.0,0.0,158601216.0,26443776.0,601915392.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:25,0.503,0.0,99.497,0.0,0.0,0.0,158601216.0,26443776.0,601915392.0,255004672.0,0.0,0.0,0.0,0.0
28-12 00:05:26,0.0,0.0,100.0,0.0,0.0,0.0,158580736.0,26447872.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:27,0.0,0.0,100.0,0.0,0.0,0.0,158580736.0,26447872.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:28,0.503,0.0,99.497,0.0,0.0,0.0,158580736.0,26447872.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:29,0.0,0.0,100.0,0.0,0.0,0.0,158580736.0,26447872.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:30,0.500,0.0,99.500,0.0,0.0,0.0,158580736.0,26447872.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:31,0.0,0.503,99.497,0.0,0.0,0.0,158580736.0,26456064.0,601907200.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:32,0.503,0.0,99.497,0.0,0.0,0.0,158580736.0,26456064.0,601907200.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:33,0.0,0.503,99.497,0.0,0.0,0.0,158572544.0,26456064.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:34,0.500,0.0,99.500,0.0,0.0,0.0,158572544.0,26456064.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:35,0.0,0.0,100.0,0.0,0.0,0.0,158572544.0,26456064.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:36,1.005,0.0,98.995,0.0,0.0,0.0,158572544.0,26460160.0,601911296.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:37,0.0,0.0,100.0,0.0,0.0,0.0,158568448.0,26460160.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:38,0.0,0.0,100.0,0.0,0.0,0.0,158568448.0,26460160.0,601915392.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:39,0.0,0.0,100.0,0.0,0.0,0.0,158564352.0,26460160.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:40,0.0,0.0,100.0,0.0,0.0,0.0,158564352.0,26460160.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:41,0.518,0.0,99.482,0.0,0.0,0.0,158564352.0,26460160.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:42,0.613,0.0,99.387,0.0,0.0,0.0,158556160.0,26468352.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:43,0.500,0.0,99.500,0.0,0.0,0.0,158556160.0,26468352.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:44,0.0,0.0,100.0,0.0,0.0,0.0,158556160.0,26468352.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
28-12 00:05:45,0.0,0.505,99.495,0.0,0.0,0.0,158556160.0,26468352.0,601919488.0,255021056.0,0.0,0.0,0.0,0.0
