"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client2",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/client2Stat.csv",,,,"Date:","28 Dec 2020 12:39:31 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 12:39:58,0.0,0.0,100.0,0.0,0.0,0.0,180748288.0,26222592.0,601878528.0,233115648.0,463.0,584.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:59,0.0,0.0,100.0,0.0,0.0,0.0,180748288.0,26226688.0,601874432.0,233115648.0,264.0,322.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:00,0.0,0.526,99.474,0.0,0.0,0.0,180744192.0,26226688.0,601878528.0,233115648.0,644.0,843.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:01,0.0,1.020,98.980,0.0,0.0,0.0,180776960.0,26226688.0,601878528.0,233082880.0,13592.0,17283.0,0.0,0.0,1.0,0.0,0.0
28-12 12:40:02,0.503,1.005,97.990,0.0,0.0,0.503,181276672.0,26226688.0,601878528.0,232583168.0,20023.0,21980.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:03,0.0,0.0,100.0,0.0,0.0,0.0,181284864.0,26226688.0,601878528.0,232574976.0,264.0,339.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:04,0.0,0.505,99.495,0.0,0.0,0.0,181284864.0,26230784.0,601874432.0,232574976.0,842.0,945.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:05,0.0,0.0,100.0,0.0,0.0,0.0,181284864.0,26230784.0,601874432.0,232574976.0,264.0,341.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:06,0.503,0.0,99.497,0.0,0.0,0.0,181280768.0,26230784.0,601878528.0,232574976.0,739.0,832.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:07,0.0,0.0,100.0,0.0,0.0,0.0,181313536.0,26230784.0,601878528.0,232542208.0,523.0,630.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:08,0.0,0.500,99.500,0.0,0.0,0.0,181313536.0,26230784.0,601878528.0,232542208.0,726.0,937.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:09,0.0,0.0,100.0,0.0,0.0,0.0,181313536.0,26238976.0,601870336.0,232542208.0,812.0,959.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:10,0.0,0.503,99.497,0.0,0.0,0.0,181305344.0,26238976.0,601878528.0,232542208.0,759.0,918.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:11,0.0,0.0,100.0,0.0,0.0,0.0,181301248.0,26238976.0,601882624.0,232542208.0,856.0,1030.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:12,0.0,0.0,100.0,0.0,0.0,0.0,181301248.0,26238976.0,601882624.0,232542208.0,334.0,332.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:13,0.0,0.0,100.0,0.0,0.0,0.0,181301248.0,26238976.0,601882624.0,232542208.0,592.0,776.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:14,0.0,0.513,99.487,0.0,0.0,0.0,181301248.0,26243072.0,601878528.0,232542208.0,7708.0,10547.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:15,0.0,0.0,100.0,0.0,0.0,0.0,181329920.0,26243072.0,601882624.0,232509440.0,264.0,326.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:16,0.0,0.0,100.0,0.0,0.0,0.0,181362688.0,26243072.0,601882624.0,232476672.0,463.0,569.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:17,0.505,1.010,97.980,0.0,0.0,0.505,181362688.0,26243072.0,601882624.0,232476672.0,21457.0,24239.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:18,0.0,0.0,100.0,0.0,0.0,0.0,181387264.0,26243072.0,601882624.0,232452096.0,1396.0,1714.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:19,0.0,0.0,99.497,0.0,0.0,0.503,181387264.0,26247168.0,601878528.0,232452096.0,264.0,316.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:20,0.0,0.0,100.0,0.0,0.0,0.0,181383168.0,26247168.0,601882624.0,232452096.0,717.0,905.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:21,0.0,0.500,99.500,0.0,0.0,0.0,181383168.0,26247168.0,601882624.0,232452096.0,463.0,556.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:22,0.0,0.0,100.0,0.0,0.0,0.0,181383168.0,26247168.0,601882624.0,232452096.0,463.0,570.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:23,0.0,0.503,99.497,0.0,0.0,0.0,181383168.0,26247168.0,601882624.0,232452096.0,1291.0,1629.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:24,0.0,0.0,100.0,0.0,0.0,0.0,181379072.0,26251264.0,601882624.0,232452096.0,463.0,587.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:25,0.0,0.0,100.0,0.0,0.0,0.0,181379072.0,26251264.0,601882624.0,232452096.0,869.0,1069.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:26,0.0,0.0,100.0,0.0,0.0,0.0,181379072.0,26251264.0,601882624.0,232452096.0,751.0,971.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:27,0.0,0.0,100.0,0.0,0.0,0.0,181411840.0,26251264.0,601882624.0,232419328.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:28,0.0,0.505,99.495,0.0,0.0,0.0,181403648.0,26251264.0,601882624.0,232427520.0,395.0,482.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:29,0.0,0.0,100.0,0.0,0.0,0.0,181403648.0,26259456.0,601874432.0,232427520.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:30,0.0,0.0,100.0,0.0,0.0,0.0,181395456.0,26259456.0,601882624.0,232427520.0,688.0,838.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:31,0.0,0.505,99.495,0.0,0.0,0.0,181395456.0,26259456.0,601882624.0,232427520.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:32,0.0,0.0,100.0,0.0,0.0,0.0,181395456.0,26259456.0,601882624.0,232427520.0,398.0,444.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:33,1.026,3.077,95.385,0.0,0.0,0.513,183492608.0,26259456.0,601882624.0,230330368.0,92405.0,115930.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:34,0.0,0.505,99.495,0.0,0.0,0.0,183451648.0,26267648.0,601882624.0,230363136.0,180.0,120.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:35,0.0,0.0,100.0,0.0,0.0,0.0,183451648.0,26267648.0,601882624.0,230363136.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:36,0.0,0.0,100.0,0.0,0.0,0.0,183484416.0,26267648.0,601882624.0,230330368.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:37,0.0,0.0,100.0,0.0,0.0,0.0,183484416.0,26267648.0,601882624.0,230330368.0,399.0,456.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:38,1.005,1.005,97.990,0.0,0.0,0.0,183611392.0,26267648.0,601882624.0,230203392.0,12502.0,15758.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:39,0.0,0.0,100.0,0.0,0.0,0.0,183611392.0,26275840.0,601874432.0,230203392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:40,0.0,0.529,99.471,0.0,0.0,0.0,183611392.0,26275840.0,601874432.0,230203392.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:41,0.0,0.0,100.0,0.0,0.0,0.0,183603200.0,26275840.0,601882624.0,230203392.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:42,0.0,0.0,100.0,0.0,0.0,0.0,183603200.0,26275840.0,601882624.0,230203392.0,332.0,392.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:43,0.0,0.500,99.500,0.0,0.0,0.0,183603200.0,26275840.0,601882624.0,230203392.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:44,0.0,0.0,100.0,0.0,0.0,0.0,183603200.0,26275840.0,601882624.0,230203392.0,655.0,686.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:45,0.0,0.510,99.490,0.0,0.0,0.0,183603200.0,26284032.0,601874432.0,230203392.0,17639.0,21876.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:46,0.505,0.0,99.495,0.0,0.0,0.0,183627776.0,26284032.0,601882624.0,230170624.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:47,0.0,0.508,99.492,0.0,0.0,0.0,183627776.0,26284032.0,601882624.0,230170624.0,1660.0,2210.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:48,0.0,0.0,100.0,0.0,0.0,0.0,183627776.0,26284032.0,601882624.0,230170624.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:49,0.0,0.0,100.0,0.0,0.0,0.0,183627776.0,26284032.0,601882624.0,230170624.0,598.0,682.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:50,0.0,0.0,100.0,0.0,0.0,0.0,183627776.0,26284032.0,601882624.0,230170624.0,259.0,282.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:51,0.0,1.111,98.889,0.0,0.0,0.0,183627776.0,26292224.0,601874432.0,230170624.0,17830.0,22922.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:52,0.0,0.0,100.0,0.0,0.0,0.0,183685120.0,26292224.0,601882624.0,230105088.0,398.0,444.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:53,0.0,1.515,98.485,0.0,0.0,0.0,183713792.0,26292224.0,601886720.0,230072320.0,28874.0,38548.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:54,0.0,0.0,100.0,0.0,0.0,0.0,183746560.0,26292224.0,601886720.0,230039552.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:55,0.0,0.0,100.0,0.0,0.0,0.0,183746560.0,26292224.0,601886720.0,230039552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:56,0.0,0.0,100.0,0.0,0.0,0.0,183746560.0,26292224.0,601886720.0,230039552.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:57,0.0,0.503,99.497,0.0,0.0,0.0,183738368.0,26300416.0,601886720.0,230039552.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:58,0.0,0.0,99.500,0.0,0.0,0.500,183738368.0,26300416.0,601886720.0,230039552.0,10041.0,10004.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:59,0.0,0.500,99.500,0.0,0.0,0.0,183738368.0,26300416.0,601886720.0,230039552.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:00,0.0,0.500,99.500,0.0,0.0,0.0,183738368.0,26300416.0,601886720.0,230039552.0,8076.0,8268.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:01,0.0,0.0,100.0,0.0,0.0,0.0,183771136.0,26300416.0,601886720.0,230006784.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:02,0.0,0.0,100.0,0.0,0.0,0.0,183771136.0,26300416.0,601886720.0,230006784.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:03,0.0,0.0,100.0,0.0,0.0,0.0,183762944.0,26308608.0,601886720.0,230006784.0,1152.0,1436.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:04,0.0,1.005,98.995,0.0,0.0,0.0,183762944.0,26308608.0,601886720.0,230006784.0,31917.0,36328.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:05,0.0,0.505,99.495,0.0,0.0,0.0,183795712.0,26308608.0,601886720.0,229974016.0,19007.0,22354.0,1.0,0.0,0.0,0.0,0.0
28-12 12:41:06,0.0,0.521,99.479,0.0,0.0,0.0,183828480.0,26308608.0,601886720.0,229941248.0,398.0,444.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:07,0.521,2.083,97.396,0.0,0.0,0.0,154480640.0,26308608.0,601853952.0,259321856.0,686.0,794.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:08,0.0,0.0,100.0,0.0,0.0,0.0,154472448.0,26316800.0,601853952.0,259321856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:09,0.0,0.0,100.0,0.0,0.0,0.0,154472448.0,26316800.0,601853952.0,259321856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:10,0.0,0.0,100.0,0.0,0.0,0.0,154472448.0,26316800.0,601853952.0,259321856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:11,0.0,0.500,99.500,0.0,0.0,0.0,154472448.0,26316800.0,601853952.0,259321856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:12,0.0,0.0,100.0,0.0,0.0,0.0,154464256.0,26316800.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:13,0.0,0.0,100.0,0.0,0.0,0.0,154456064.0,26324992.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:14,0.0,0.0,100.0,0.0,0.0,0.0,154456064.0,26324992.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:15,0.0,0.503,99.497,0.0,0.0,0.0,154456064.0,26324992.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:16,0.0,0.0,100.0,0.0,0.0,0.0,154456064.0,26324992.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:17,0.0,0.0,100.0,0.0,0.0,0.0,154456064.0,26324992.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:18,0.0,0.0,100.0,0.0,0.0,0.0,154451968.0,26333184.0,601849856.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:19,0.0,0.0,100.0,0.0,0.0,0.0,154451968.0,26333184.0,601849856.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:20,0.0,0.500,99.500,0.0,0.0,0.0,154447872.0,26333184.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:21,0.0,0.0,100.0,0.0,0.0,0.0,154447872.0,26333184.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:22,0.0,0.500,99.500,0.0,0.0,0.0,154447872.0,26333184.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:23,0.0,0.0,100.0,0.0,0.0,0.0,154447872.0,26337280.0,601849856.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:24,0.0,0.0,100.0,0.0,0.0,0.0,154447872.0,26337280.0,601849856.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:25,0.0,0.0,100.0,0.0,0.0,0.0,154443776.0,26337280.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:26,0.0,0.0,100.0,0.0,0.0,0.0,154443776.0,26337280.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:27,0.498,0.0,99.502,0.0,0.0,0.0,154443776.0,26337280.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:28,0.0,0.0,100.0,0.0,0.0,0.0,154443776.0,26337280.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:29,0.508,1.015,98.477,0.0,0.0,0.0,154443776.0,26345472.0,601845760.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:30,0.0,0.0,100.0,0.0,0.0,0.0,154435584.0,26345472.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:31,0.0,0.0,100.0,0.0,0.0,0.0,154435584.0,26345472.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:32,0.0,0.0,100.0,0.0,0.0,0.0,154435584.0,26345472.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:33,0.0,0.0,100.0,0.0,0.0,0.0,154435584.0,26345472.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:34,0.0,0.500,99.0,0.500,0.0,0.0,154431488.0,26349568.0,601853952.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:35,0.0,0.0,100.0,0.0,0.0,0.0,154427392.0,26349568.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:36,0.0,0.0,100.0,0.0,0.0,0.0,154427392.0,26349568.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:37,0.0,0.0,100.0,0.0,0.0,0.0,154427392.0,26349568.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:38,0.0,0.0,100.0,0.0,0.0,0.0,154427392.0,26349568.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:39,0.0,0.0,100.0,0.0,0.0,0.0,154427392.0,26349568.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:40,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26357760.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:41,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26357760.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:42,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26357760.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:43,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26357760.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:44,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26357760.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:45,0.0,0.0,100.0,0.0,0.0,0.0,154419200.0,26365952.0,601849856.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:46,0.0,0.500,99.500,0.0,0.0,0.0,154411008.0,26365952.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:47,0.0,0.0,100.0,0.0,0.0,0.0,154411008.0,26365952.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:48,0.0,0.0,100.0,0.0,0.0,0.0,154411008.0,26365952.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:49,0.0,0.0,100.0,0.0,0.0,0.0,154411008.0,26365952.0,601858048.0,259330048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:50,0.0,0.0,100.0,0.0,0.0,0.0,154402816.0,26374144.0,601858048.0,259330048.0,600.0,420.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:51,0.0,0.0,99.497,0.0,0.0,0.503,154554368.0,26374144.0,601858048.0,259178496.0,720.0,938.0,0.0,0.0,1.0,0.0,0.0
28-12 12:41:52,0.500,0.0,99.500,0.0,0.0,0.0,154537984.0,26374144.0,601858048.0,259194880.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:53,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26374144.0,601858048.0,259194880.0,600.0,360.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:54,0.0,0.503,99.497,0.0,0.0,0.0,154537984.0,26374144.0,601858048.0,259194880.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:55,0.0,0.0,100.0,0.0,0.0,0.0,154533888.0,26378240.0,601858048.0,259194880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:56,0.0,0.0,100.0,0.0,0.0,0.0,154533888.0,26378240.0,601858048.0,259194880.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:57,0.0,0.0,100.0,0.0,0.0,0.0,154533888.0,26378240.0,601858048.0,259194880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
