"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/client1Stat.csv",,,,"Date:","28 Dec 2020 12:39:23 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 12:39:53,0.0,0.0,100.0,0.0,0.0,0.0,181276672.0,26263552.0,601915392.0,232509440.0,463.0,607.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:54,0.0,1.015,98.985,0.0,0.0,0.0,181276672.0,26263552.0,601915392.0,232509440.0,856.0,1028.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:55,0.0,0.0,100.0,0.0,0.0,0.0,181276672.0,26267648.0,601911296.0,232509440.0,264.0,319.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:56,0.0,1.0,99.0,0.0,0.0,0.0,181272576.0,26267648.0,601915392.0,232509440.0,1241.0,1555.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:57,0.513,0.513,98.974,0.0,0.0,0.0,181432320.0,26267648.0,601915392.0,232349696.0,5668.0,6722.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:58,0.0,1.538,97.436,0.0,0.0,1.026,183595008.0,26267648.0,601915392.0,230187008.0,26053.0,29803.0,0.0,0.0,0.0,0.0,0.0
28-12 12:39:59,0.0,0.0,100.0,0.0,0.0,0.0,183595008.0,26267648.0,601915392.0,230187008.0,264.0,364.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:00,0.0,0.515,99.485,0.0,0.0,0.0,183590912.0,26271744.0,601915392.0,230187008.0,16771.0,18462.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:01,0.0,0.0,100.0,0.0,0.0,0.0,183623680.0,26271744.0,601915392.0,230154240.0,463.0,593.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:02,0.0,0.510,99.490,0.0,0.0,0.0,183623680.0,26271744.0,601915392.0,230154240.0,717.0,874.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:03,0.0,0.0,100.0,0.0,0.0,0.0,183619584.0,26271744.0,601919488.0,230154240.0,463.0,547.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:04,0.0,0.0,100.0,0.0,0.0,0.0,183619584.0,26271744.0,601919488.0,230154240.0,638.0,790.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:05,0.0,0.503,99.497,0.0,0.0,0.0,183619584.0,26275840.0,601915392.0,230154240.0,264.0,316.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:06,0.0,0.508,99.492,0.0,0.0,0.0,183615488.0,26275840.0,601919488.0,230154240.0,463.0,536.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:07,0.0,0.0,100.0,0.0,0.0,0.0,183615488.0,26275840.0,601919488.0,230154240.0,1116.0,1291.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:08,0.0,0.503,98.995,0.0,0.0,0.503,183615488.0,26275840.0,601919488.0,230154240.0,264.0,348.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:09,0.0,0.505,99.495,0.0,0.0,0.0,183615488.0,26275840.0,601919488.0,230154240.0,1703.0,2011.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:10,0.503,0.0,98.995,0.0,0.0,0.503,183607296.0,26284032.0,601919488.0,230154240.0,463.0,544.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:11,0.0,0.0,100.0,0.0,0.0,0.0,183607296.0,26284032.0,601919488.0,230154240.0,659.0,813.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:12,0.0,0.0,100.0,0.0,0.0,0.0,183640064.0,26284032.0,601919488.0,230121472.0,463.0,575.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:13,0.0,1.0,99.0,0.0,0.0,0.0,183640064.0,26284032.0,601919488.0,230121472.0,699.0,797.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:14,0.0,0.0,100.0,0.0,0.0,0.0,183640064.0,26284032.0,601919488.0,230121472.0,578.0,692.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:15,0.0,0.0,100.0,0.0,0.0,0.0,183635968.0,26288128.0,601919488.0,230121472.0,264.0,346.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:16,0.500,1.0,98.500,0.0,0.0,0.0,183635968.0,26288128.0,601919488.0,230121472.0,512.0,665.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:17,0.0,0.0,100.0,0.0,0.0,0.0,183627776.0,26288128.0,601919488.0,230129664.0,2823.0,2971.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:18,1.015,1.523,95.939,0.0,0.0,1.523,183726080.0,26288128.0,601919488.0,230031360.0,89255.0,107474.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:19,0.0,0.500,99.500,0.0,0.0,0.0,183726080.0,26288128.0,601919488.0,230031360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:20,0.0,0.0,100.0,0.0,0.0,0.0,183693312.0,26292224.0,601915392.0,230064128.0,398.0,444.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:21,0.0,0.500,99.500,0.0,0.0,0.0,183689216.0,26292224.0,601919488.0,230064128.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:22,0.0,0.503,99.497,0.0,0.0,0.0,183689216.0,26292224.0,601919488.0,230064128.0,586.0,640.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:23,0.0,1.015,98.477,0.0,0.0,0.508,183656448.0,26292224.0,601919488.0,230096896.0,10644.0,10986.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:24,0.0,0.0,100.0,0.0,0.0,0.0,183656448.0,26292224.0,601919488.0,230096896.0,1529.0,1558.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:25,0.0,0.505,99.495,0.0,0.0,0.0,183652352.0,26296320.0,601919488.0,230096896.0,6235.0,7976.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:26,0.0,0.0,100.0,0.0,0.0,0.0,183652352.0,26296320.0,601919488.0,230096896.0,395.0,482.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:27,0.0,0.0,100.0,0.0,0.0,0.0,183685120.0,26296320.0,601919488.0,230064128.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:28,0.0,0.0,100.0,0.0,0.0,0.0,183685120.0,26296320.0,601919488.0,230064128.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:29,0.0,0.503,99.497,0.0,0.0,0.0,183685120.0,26296320.0,601919488.0,230064128.0,2268.0,2822.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:30,0.0,0.508,99.492,0.0,0.0,0.0,183685120.0,26300416.0,601915392.0,230064128.0,2649.0,3390.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:31,0.0,0.0,100.0,0.0,0.0,0.0,183681024.0,26300416.0,601919488.0,230064128.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:32,0.0,0.500,99.0,0.0,0.0,0.500,183681024.0,26300416.0,601919488.0,230064128.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:33,0.0,0.503,99.497,0.0,0.0,0.0,183681024.0,26300416.0,601919488.0,230064128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:34,0.0,0.0,100.0,0.0,0.0,0.0,183681024.0,26300416.0,601919488.0,230064128.0,19223.0,23744.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:35,0.0,0.0,100.0,0.0,0.0,0.0,183738368.0,26308608.0,601919488.0,229998592.0,289.0,282.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:36,0.0,0.498,99.502,0.0,0.0,0.0,183738368.0,26308608.0,601919488.0,229998592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:37,0.0,0.0,100.0,0.0,0.0,0.0,183738368.0,26308608.0,601919488.0,229998592.0,601.0,664.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:38,0.0,0.0,100.0,0.0,0.0,0.0,183738368.0,26308608.0,601919488.0,229998592.0,772.0,866.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:39,0.503,0.503,98.995,0.0,0.0,0.0,183738368.0,26308608.0,601919488.0,229998592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:40,0.0,0.0,100.0,0.0,0.0,0.0,183730176.0,26316800.0,601919488.0,229998592.0,261.0,286.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:41,0.0,0.500,99.500,0.0,0.0,0.0,183730176.0,26316800.0,601919488.0,229998592.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:42,0.0,0.0,99.492,0.0,0.0,0.508,183730176.0,26316800.0,601919488.0,229998592.0,10161.0,13126.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:43,0.0,0.0,100.0,0.0,0.0,0.0,183730176.0,26316800.0,601919488.0,229998592.0,613.0,758.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:44,0.0,0.500,99.500,0.0,0.0,0.0,183730176.0,26316800.0,601919488.0,229998592.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:45,0.0,1.031,98.969,0.0,0.0,0.0,183750656.0,26324992.0,601923584.0,229965824.0,5840.0,10620.0,1.0,0.0,0.0,0.0,0.0
28-12 12:40:46,0.0,0.0,100.0,0.0,0.0,0.0,183750656.0,26324992.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:47,0.505,0.505,98.990,0.0,0.0,0.0,183750656.0,26324992.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:48,0.0,0.0,100.0,0.0,0.0,0.0,183750656.0,26324992.0,601923584.0,229965824.0,754.0,880.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:49,0.0,0.0,100.0,0.0,0.0,0.0,183750656.0,26324992.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:50,0.0,0.505,99.495,0.0,0.0,0.0,183750656.0,26333184.0,601915392.0,229965824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:51,0.0,0.0,100.0,0.0,0.0,0.0,183742464.0,26333184.0,601923584.0,229965824.0,887.0,948.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:52,0.0,0.510,99.490,0.0,0.0,0.0,183742464.0,26333184.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:53,0.0,0.0,100.0,0.0,0.0,0.0,183742464.0,26333184.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:54,0.0,0.0,100.0,0.0,0.0,0.0,183742464.0,26333184.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:55,0.0,0.0,100.0,0.0,0.0,0.0,183742464.0,26333184.0,601923584.0,229965824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:56,0.0,0.0,100.0,0.0,0.0,0.0,183734272.0,26341376.0,601923584.0,229965824.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:57,0.995,1.990,97.015,0.0,0.0,0.0,154583040.0,26341376.0,601890816.0,259149824.0,367.0,400.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:58,0.0,0.0,100.0,0.0,0.0,0.0,154583040.0,26341376.0,601890816.0,259149824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:40:59,0.0,0.0,100.0,0.0,0.0,0.0,154558464.0,26341376.0,601890816.0,259174400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:00,0.0,0.505,99.495,0.0,0.0,0.0,154558464.0,26341376.0,601890816.0,259174400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:01,0.0,0.0,100.0,0.0,0.0,0.0,154558464.0,26349568.0,601882624.0,259174400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:02,0.0,0.505,99.495,0.0,0.0,0.0,154550272.0,26349568.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:03,0.0,0.0,100.0,0.0,0.0,0.0,154542080.0,26349568.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:04,0.0,0.0,100.0,0.0,0.0,0.0,154542080.0,26349568.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:05,0.0,0.0,100.0,0.0,0.0,0.0,154542080.0,26349568.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:06,0.0,0.0,100.0,0.0,0.0,0.0,154542080.0,26349568.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:07,0.0,0.500,99.500,0.0,0.0,0.0,154537984.0,26353664.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:08,0.0,0.500,99.500,0.0,0.0,0.0,154537984.0,26353664.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:09,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26353664.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:10,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26353664.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:11,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26353664.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:12,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26361856.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:13,0.0,0.0,100.0,0.0,0.0,0.0,154537984.0,26361856.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:14,0.0,0.0,100.0,0.0,0.0,0.0,154529792.0,26361856.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:15,0.500,0.0,99.0,0.0,0.0,0.500,154529792.0,26361856.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:16,0.0,0.0,100.0,0.0,0.0,0.0,154529792.0,26361856.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:17,0.0,0.0,100.0,0.0,0.0,0.0,154529792.0,26361856.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:18,0.503,0.0,99.497,0.0,0.0,0.0,154529792.0,26370048.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:19,0.0,0.0,100.0,0.0,0.0,0.0,154521600.0,26370048.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:20,0.0,0.0,100.0,0.0,0.0,0.0,154521600.0,26370048.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:21,0.0,0.0,100.0,0.0,0.0,0.0,154521600.0,26370048.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:22,0.0,0.0,100.0,0.0,0.0,0.0,154521600.0,26370048.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:23,0.0,0.500,99.500,0.0,0.0,0.0,154521600.0,26378240.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:24,0.0,0.0,100.0,0.0,0.0,0.0,154521600.0,26378240.0,601882624.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:25,0.498,0.0,99.502,0.0,0.0,0.0,154513408.0,26378240.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:26,0.0,0.0,100.0,0.0,0.0,0.0,154513408.0,26378240.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:27,0.503,0.503,98.995,0.0,0.0,0.0,154509312.0,26378240.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:28,0.0,0.0,100.0,0.0,0.0,0.0,154509312.0,26378240.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:29,0.0,0.0,99.505,0.495,0.0,0.0,154509312.0,26386432.0,601886720.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:30,0.0,0.0,99.490,0.0,0.0,0.510,154501120.0,26386432.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:31,0.0,0.0,100.0,0.0,0.0,0.0,154501120.0,26386432.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:32,0.0,0.500,99.500,0.0,0.0,0.0,154501120.0,26386432.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:33,0.503,0.0,99.497,0.0,0.0,0.0,154501120.0,26386432.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:34,0.0,0.0,100.0,0.0,0.0,0.0,154501120.0,26394624.0,601886720.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:35,0.0,0.0,100.0,0.0,0.0,0.0,154501120.0,26394624.0,601886720.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:36,0.0,0.0,100.0,0.0,0.0,0.0,154492928.0,26394624.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:37,0.500,0.0,99.500,0.0,0.0,0.0,154492928.0,26394624.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:38,0.0,0.0,100.0,0.0,0.0,0.0,154492928.0,26394624.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:39,0.0,0.0,100.0,0.0,0.0,0.0,154492928.0,26394624.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:40,0.0,0.500,99.500,0.0,0.0,0.0,154492928.0,26398720.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:41,0.0,0.0,100.0,0.0,0.0,0.0,154492928.0,26398720.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:42,0.0,0.0,100.0,0.0,0.0,0.0,154488832.0,26398720.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:43,0.0,0.0,100.0,0.0,0.0,0.0,154488832.0,26398720.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:44,0.0,0.500,99.500,0.0,0.0,0.0,154488832.0,26398720.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:45,0.0,0.0,100.0,0.0,0.0,0.0,154488832.0,26402816.0,601890816.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:46,0.505,0.505,98.990,0.0,0.0,0.0,154484736.0,26402816.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:47,0.0,0.0,100.0,0.0,0.0,0.0,154484736.0,26402816.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:48,0.0,0.0,100.0,0.0,0.0,0.0,154484736.0,26402816.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:49,0.0,0.538,99.462,0.0,0.0,0.0,154484736.0,26402816.0,601894912.0,259182592.0,274.0,274.0,0.0,0.0,1.0,0.0,0.0
28-12 12:41:50,0.0,0.0,100.0,0.0,0.0,0.0,154484736.0,26402816.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:51,0.0,0.498,99.502,0.0,0.0,0.0,154484736.0,26411008.0,601886720.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:52,0.0,0.0,100.0,0.0,0.0,0.0,154476544.0,26411008.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:53,0.0,0.0,100.0,0.0,0.0,0.0,154476544.0,26411008.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:54,0.0,0.0,100.0,0.0,0.0,0.0,154476544.0,26411008.0,601894912.0,259182592.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:55,0.0,0.0,100.0,0.0,0.0,0.0,154476544.0,26411008.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:56,0.0,0.0,100.0,0.0,0.0,0.0,154476544.0,26411008.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:57,0.0,0.0,100.0,0.0,0.0,0.0,154468352.0,26419200.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 12:41:58,0.503,0.0,99.497,0.0,0.0,0.0,154468352.0,26419200.0,601894912.0,259182592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
