"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client3",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/improved/client3Stat.csv",,,,"Date:","28 Dec 2020 22:28:07 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 22:28:21,0.0,0.0,100.0,0.0,0.0,0.0,184946688.0,26312704.0,602165248.0,228540416.0,657.0,799.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:22,0.0,0.556,99.444,0.0,0.0,0.0,184942592.0,26312704.0,602169344.0,228540416.0,1319.0,1554.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:23,0.0,0.515,98.969,0.0,0.0,0.515,184942592.0,26312704.0,602169344.0,228540416.0,658.0,821.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:24,0.0,0.571,99.429,0.0,0.0,0.0,184942592.0,26312704.0,602169344.0,228540416.0,1095.0,1270.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:25,0.0,0.0,100.0,0.0,0.0,0.0,184975360.0,26312704.0,602169344.0,228507648.0,527.0,764.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:26,0.559,2.235,96.648,0.0,0.0,0.559,184975360.0,26312704.0,602169344.0,228507648.0,29315.0,1040.0,2.0,0.0,0.0,0.0,0.0
28-12 22:28:27,2.312,3.468,93.642,0.0,0.0,0.578,185253888.0,26320896.0,602169344.0,228220928.0,39010.0,76176.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:28,0.0,1.613,97.312,0.0,0.0,1.075,185319424.0,26320896.0,602169344.0,228155392.0,22695.0,23753.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:29,0.552,0.0,99.448,0.0,0.0,0.0,185319424.0,26320896.0,602169344.0,228155392.0,1226.0,1427.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:30,0.0,1.143,98.857,0.0,0.0,0.0,185319424.0,26320896.0,602169344.0,228155392.0,11442.0,21183.0,1.0,0.0,0.0,0.0,0.0
28-12 22:28:31,0.0,0.513,99.487,0.0,0.0,0.0,185352192.0,26320896.0,602169344.0,228122624.0,2534.0,3933.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:32,0.0,0.0,100.0,0.0,0.0,0.0,185352192.0,26329088.0,602161152.0,228122624.0,649.0,683.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:33,0.0,1.149,98.851,0.0,0.0,0.0,185344000.0,26329088.0,602169344.0,228122624.0,1603.0,2484.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:34,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26329088.0,602169344.0,228122624.0,354.0,406.0,1.0,0.0,0.0,0.0,0.0
28-12 22:28:35,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26329088.0,602169344.0,228122624.0,264.0,333.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:36,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26329088.0,602169344.0,228122624.0,463.0,481.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:37,0.0,0.0,99.462,0.0,0.0,0.538,185344000.0,26329088.0,602169344.0,228122624.0,264.0,380.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:38,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26337280.0,602161152.0,228122624.0,463.0,532.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:39,0.0,0.543,99.457,0.0,0.0,0.0,185360384.0,26337280.0,602169344.0,228098048.0,66.0,155.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:40,0.0,0.521,99.479,0.0,0.0,0.0,185360384.0,26337280.0,602169344.0,228098048.0,1120.0,1168.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:41,0.0,0.0,99.459,0.0,0.0,0.541,185360384.0,26337280.0,602169344.0,228098048.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:42,0.0,0.0,100.0,0.0,0.0,0.0,185360384.0,26337280.0,602169344.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:43,0.0,0.568,99.432,0.0,0.0,0.0,185360384.0,26337280.0,602169344.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:44,0.0,0.478,99.522,0.0,0.0,0.0,185360384.0,26341376.0,602165248.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:45,0.0,0.0,100.0,0.0,0.0,0.0,185356288.0,26341376.0,602169344.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:46,0.556,0.556,98.889,0.0,0.0,0.0,185356288.0,26341376.0,602169344.0,228098048.0,18206.0,20982.0,1.0,0.0,0.0,0.0,0.0
28-12 22:28:47,0.0,0.529,99.471,0.0,0.0,0.0,185352192.0,26341376.0,602173440.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:48,0.0,0.526,99.474,0.0,0.0,0.0,185352192.0,26341376.0,602173440.0,228098048.0,595.0,630.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:49,0.0,0.0,100.0,0.0,0.0,0.0,185352192.0,26341376.0,602173440.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:50,0.0,1.042,98.958,0.0,0.0,0.0,185352192.0,26349568.0,602165248.0,228098048.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:51,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26349568.0,602173440.0,228098048.0,244.0,342.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:52,0.0,0.526,99.474,0.0,0.0,0.0,185344000.0,26349568.0,602173440.0,228098048.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:53,0.0,0.0,99.505,0.0,0.0,0.495,185344000.0,26349568.0,602173440.0,228098048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:54,0.559,0.0,99.441,0.0,0.0,0.0,185344000.0,26349568.0,602173440.0,228098048.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:55,0.0,0.0,100.0,0.0,0.0,0.0,185376768.0,26349568.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:57,0.0,0.413,99.174,0.0,0.0,0.413,185376768.0,26353664.0,602169344.0,228065280.0,199.0,222.0,1.0,0.0,0.0,0.0,0.0
28-12 22:28:57,0.0,0.758,99.242,0.0,0.0,0.0,185372672.0,26353664.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:58,0.0,0.592,99.408,0.0,0.0,0.0,185372672.0,26353664.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:28:59,0.0,0.0,100.0,0.0,0.0,0.0,185372672.0,26353664.0,602173440.0,228065280.0,229.0,126.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:00,0.0,0.0,99.451,0.0,0.0,0.549,185372672.0,26353664.0,602173440.0,228065280.0,60.0,156.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:01,0.0,0.532,99.468,0.0,0.0,0.0,185364480.0,26361856.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:02,0.0,0.0,99.474,0.0,0.0,0.526,185364480.0,26361856.0,602173440.0,228065280.0,349.0,374.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:03,0.0,0.521,99.479,0.0,0.0,0.0,185364480.0,26361856.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:04,0.0,0.538,99.462,0.0,0.0,0.0,185364480.0,26361856.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:05,0.0,0.532,99.468,0.0,0.0,0.0,185364480.0,26361856.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:06,0.0,0.585,99.415,0.0,0.0,0.0,185364480.0,26370048.0,602165248.0,228065280.0,7994.0,11302.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:07,0.0,0.629,98.742,0.0,0.0,0.629,185356288.0,26370048.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:08,0.0,0.629,99.371,0.0,0.0,0.0,185356288.0,26370048.0,602173440.0,228065280.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:09,0.0,0.0,100.0,0.0,0.0,0.0,185356288.0,26370048.0,602173440.0,228065280.0,488.0,616.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:10,0.0,0.0,100.0,0.0,0.0,0.0,185356288.0,26370048.0,602173440.0,228065280.0,90.0,60.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:11,0.0,0.565,99.435,0.0,0.0,0.0,185356288.0,26370048.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:12,0.0,0.529,99.471,0.0,0.0,0.0,185356288.0,26374144.0,602169344.0,228065280.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:13,0.0,0.0,100.0,0.0,0.0,0.0,185352192.0,26374144.0,602173440.0,228065280.0,323.0,474.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:14,0.0,1.015,98.985,0.0,0.0,0.0,185352192.0,26374144.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:15,0.0,0.0,100.0,0.0,0.0,0.0,185352192.0,26374144.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:16,0.0,0.0,100.0,0.0,0.0,0.0,185352192.0,26374144.0,602173440.0,228065280.0,539.0,686.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:17,0.505,0.0,99.495,0.0,0.0,0.0,185352192.0,26374144.0,602173440.0,228065280.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:18,0.0,0.541,99.459,0.0,0.0,0.0,185344000.0,26382336.0,602173440.0,228065280.0,199.0,222.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:19,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26382336.0,602173440.0,228065280.0,1675.0,2274.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:20,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26382336.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:21,0.0,0.538,99.462,0.0,0.0,0.0,185344000.0,26382336.0,602173440.0,228065280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:22,0.0,0.0,100.0,0.0,0.0,0.0,185344000.0,26382336.0,602173440.0,228065280.0,370.0,450.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:23,0.0,1.183,98.225,0.0,0.0,0.592,154206208.0,26386432.0,602173440.0,259198976.0,256.0,196.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:24,0.0,0.0,100.0,0.0,0.0,0.0,154206208.0,26386432.0,602173440.0,259198976.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:25,0.0,0.0,100.0,0.0,0.0,0.0,154189824.0,26386432.0,602140672.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:26,0.490,0.0,99.510,0.0,0.0,0.0,154189824.0,26386432.0,602140672.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:27,0.0,0.518,99.482,0.0,0.0,0.0,154189824.0,26386432.0,602140672.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:28,0.0,0.0,100.0,0.0,0.0,0.0,154189824.0,26394624.0,602132480.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:29,0.0,0.518,99.482,0.0,0.0,0.0,154177536.0,26394624.0,602144768.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:30,0.0,0.0,100.0,0.0,0.0,0.0,154177536.0,26394624.0,602144768.0,259248128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:31,0.0,0.0,100.0,0.0,0.0,0.0,154169344.0,26394624.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:32,0.0,0.0,100.0,0.0,0.0,0.0,154169344.0,26394624.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:33,0.0,0.0,100.0,0.0,0.0,0.0,154169344.0,26394624.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:34,0.510,0.0,99.490,0.0,0.0,0.0,154226688.0,26402816.0,602136576.0,259198976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:35,0.0,0.503,99.497,0.0,0.0,0.0,154161152.0,26402816.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:36,0.0,0.0,100.0,0.0,0.0,0.0,154161152.0,26402816.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:37,0.0,0.498,99.502,0.0,0.0,0.0,154161152.0,26402816.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:38,0.0,0.0,100.0,0.0,0.0,0.0,154161152.0,26402816.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:39,0.0,0.0,100.0,0.0,0.0,0.0,154161152.0,26402816.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:40,0.0,0.0,99.497,0.0,0.0,0.503,154161152.0,26406912.0,602140672.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:41,0.505,0.0,99.495,0.0,0.0,0.0,154157056.0,26406912.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:42,0.0,0.0,100.0,0.0,0.0,0.0,154157056.0,26406912.0,602144768.0,259256320.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:43,0.0,0.495,99.505,0.0,0.0,0.0,154157056.0,26406912.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:44,0.0,0.0,100.0,0.0,0.0,0.0,154157056.0,26406912.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:45,0.0,0.485,99.515,0.0,0.0,0.0,154157056.0,26406912.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:46,0.0,0.0,100.0,0.0,0.0,0.0,154157056.0,26415104.0,602136576.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:47,0.0,0.488,99.512,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:48,0.0,0.0,100.0,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:49,0.0,0.0,99.500,0.0,0.0,0.500,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:50,0.0,0.498,99.502,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:51,0.524,0.0,99.476,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:52,0.0,0.0,100.0,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:53,0.0,0.0,100.0,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:54,0.0,0.535,99.465,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:55,0.0,0.0,100.0,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,90.0,60.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:56,0.0,0.518,99.482,0.0,0.0,0.0,154148864.0,26415104.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:57,0.0,0.0,100.0,0.0,0.0,0.0,154140672.0,26423296.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:29:58,0.0,0.0,100.0,0.0,0.0,0.0,154140672.0,26423296.0,602144768.0,259256320.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28-12 22:29:59,0.0,0.0,100.0,0.0,0.0,0.0,154140672.0,26423296.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:00,0.0,0.510,99.490,0.0,0.0,0.0,154140672.0,26423296.0,602144768.0,259256320.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:01,0.0,0.500,99.500,0.0,0.0,0.0,154140672.0,26423296.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:02,0.0,0.0,100.0,0.0,0.0,0.0,154140672.0,26431488.0,602136576.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:03,0.0,0.0,100.0,0.0,0.0,0.0,154132480.0,26431488.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:04,0.0,0.0,99.476,0.0,0.0,0.524,154132480.0,26431488.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:05,0.0,0.0,100.0,0.0,0.0,0.0,154132480.0,26431488.0,602144768.0,259256320.0,274.0,274.0,0.0,0.0,1.0,0.0,0.0
28-12 22:30:06,0.0,0.500,99.500,0.0,0.0,0.0,154132480.0,26431488.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:07,0.0,0.500,99.500,0.0,0.0,0.0,154132480.0,26431488.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:08,0.0,0.0,100.0,0.0,0.0,0.0,154124288.0,26439680.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:09,0.0,0.0,100.0,0.0,0.0,0.0,154124288.0,26439680.0,602144768.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:10,0.0,0.503,99.497,0.0,0.0,0.0,154120192.0,26439680.0,602148864.0,259256320.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:11,0.0,0.0,100.0,0.0,0.0,0.0,154120192.0,26439680.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:12,0.0,0.0,100.0,0.0,0.0,0.0,154120192.0,26439680.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:13,0.0,0.500,99.500,0.0,0.0,0.0,154120192.0,26447872.0,602140672.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:14,0.0,0.0,100.0,0.0,0.0,0.0,154112000.0,26447872.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:15,0.0,0.0,100.0,0.0,0.0,0.0,154112000.0,26447872.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:16,0.0,0.500,99.500,0.0,0.0,0.0,154112000.0,26447872.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:17,0.0,0.0,100.0,0.0,0.0,0.0,154112000.0,26447872.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:18,0.0,0.0,100.0,0.0,0.0,0.0,154112000.0,26447872.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:19,0.0,0.0,100.0,0.0,0.0,0.0,154107904.0,26451968.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:20,0.0,0.0,100.0,0.0,0.0,0.0,154107904.0,26451968.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:21,0.0,0.0,100.0,0.0,0.0,0.0,154107904.0,26451968.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:22,0.0,0.500,99.500,0.0,0.0,0.0,154107904.0,26451968.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:23,0.0,0.0,100.0,0.0,0.0,0.0,154107904.0,26451968.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:24,0.0,0.0,100.0,0.0,0.0,0.0,154103808.0,26456064.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:25,0.0,0.0,100.0,0.0,0.0,0.0,154103808.0,26456064.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:26,0.0,0.0,100.0,0.0,0.0,0.0,154103808.0,26456064.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:27,0.500,0.0,99.500,0.0,0.0,0.0,154103808.0,26456064.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:28,0.0,0.0,100.0,0.0,0.0,0.0,154103808.0,26456064.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:29,0.0,0.0,100.0,0.0,0.0,0.0,154099712.0,26460160.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:30,0.0,0.500,99.500,0.0,0.0,0.0,154099712.0,26460160.0,602148864.0,259256320.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:31,0.0,0.0,100.0,0.0,0.0,0.0,154099712.0,26460160.0,602148864.0,259256320.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:32,0.0,0.498,99.502,0.0,0.0,0.0,154099712.0,26460160.0,602148864.0,259256320.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:33,0.0,0.0,100.0,0.0,0.0,0.0,154099712.0,26460160.0,602148864.0,259256320.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:34,0.0,0.0,100.0,0.0,0.0,0.0,154095616.0,26464256.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:35,0.0,0.0,100.0,0.0,0.0,0.0,154095616.0,26464256.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:36,0.0,0.0,100.0,0.0,0.0,0.0,154095616.0,26464256.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:37,0.0,0.0,100.0,0.0,0.0,0.0,154095616.0,26464256.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:38,0.0,0.500,99.500,0.0,0.0,0.0,154095616.0,26464256.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:39,0.0,0.0,100.0,0.0,0.0,0.0,154095616.0,26472448.0,602140672.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:40,0.0,0.0,100.0,0.0,0.0,0.0,154087424.0,26472448.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:41,0.0,0.500,99.500,0.0,0.0,0.0,154087424.0,26472448.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:42,0.0,0.0,100.0,0.0,0.0,0.0,154087424.0,26472448.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:30:43,0.0,0.0,100.0,0.0,0.0,0.0,154087424.0,26472448.0,602148864.0,259256320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
