"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client1",,,,"User:","vagrant"
"Cmdline:","dstat -tcmnps --output /home/Client/modeling/client1Stat.csv",,,,"Date:","28 Dec 2020 22:23:40 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"procs",,,"swap",
28-12 22:24:00,0.0,0.508,98.985,0.0,0.0,0.508,180781056.0,27705344.0,601980928.0,231497728.0,13228.0,17469.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:01,0.538,0.538,97.849,0.0,0.0,1.075,180912128.0,27713536.0,601972736.0,231366656.0,69616.0,81104.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:02,0.0,0.543,99.457,0.0,0.0,0.0,180912128.0,27713536.0,601972736.0,231366656.0,922.0,967.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:03,0.0,0.532,99.468,0.0,0.0,0.0,180903936.0,27713536.0,601980928.0,231366656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:04,0.490,0.490,99.020,0.0,0.0,0.0,180903936.0,27713536.0,601980928.0,231366656.0,18674.0,18902.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:05,0.0,0.0,100.0,0.0,0.0,0.0,180936704.0,27713536.0,601980928.0,231333888.0,727.0,821.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:06,0.0,0.538,99.462,0.0,0.0,0.0,180936704.0,27713536.0,601980928.0,231333888.0,506.0,611.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:07,0.0,0.521,98.958,0.0,0.0,0.521,180936704.0,27717632.0,601976832.0,231333888.0,1195.0,1240.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:08,0.0,1.105,98.895,0.0,0.0,0.0,180940800.0,27717632.0,601980928.0,231325696.0,605.0,661.0,0.0,0.0,1.0,0.0,0.0
28-12 22:24:09,0.0,1.081,98.919,0.0,0.0,0.0,180932608.0,27717632.0,601980928.0,231333888.0,1159.0,1445.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:10,0.0,0.535,99.465,0.0,0.0,0.0,180895744.0,27717632.0,601985024.0,231366656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:11,0.0,0.562,99.438,0.0,0.0,0.0,180895744.0,27717632.0,601985024.0,231366656.0,671.0,722.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:12,0.0,0.0,99.495,0.0,0.0,0.505,180895744.0,27717632.0,601985024.0,231366656.0,261.0,384.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:13,0.0,1.170,98.830,0.0,0.0,0.0,180928512.0,27725824.0,601976832.0,231333888.0,7856.0,10357.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:14,0.0,0.565,99.435,0.0,0.0,0.0,180920320.0,27725824.0,601985024.0,231333888.0,421.0,382.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:15,0.0,0.0,100.0,0.0,0.0,0.0,180920320.0,27725824.0,601985024.0,231333888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:16,0.529,0.529,98.942,0.0,0.0,0.0,180920320.0,27725824.0,601985024.0,231333888.0,736.0,849.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:17,0.0,0.0,100.0,0.0,0.0,0.0,180920320.0,27725824.0,601985024.0,231333888.0,461.0,508.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:18,0.0,0.0,100.0,0.0,0.0,0.0,180920320.0,27725824.0,601985024.0,231333888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:19,0.0,0.0,99.005,0.498,0.0,0.498,180912128.0,27734016.0,601985024.0,231333888.0,946.0,1182.0,1.0,0.0,0.0,0.0,0.0
28-12 22:24:20,0.0,0.562,99.438,0.0,0.0,0.0,180912128.0,27734016.0,601985024.0,231333888.0,1327.0,2028.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:21,0.559,2.793,96.648,0.0,0.0,0.0,155078656.0,27734016.0,601956352.0,257196032.0,917.0,1184.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:22,0.0,0.0,100.0,0.0,0.0,0.0,155009024.0,27734016.0,601952256.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:23,0.508,0.508,98.985,0.0,0.0,0.0,155009024.0,27734016.0,601952256.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:24,0.0,0.495,99.505,0.0,0.0,0.0,155009024.0,27742208.0,601944064.0,257269760.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:25,0.0,0.0,100.0,0.0,0.0,0.0,155009024.0,27742208.0,601944064.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:26,0.0,0.0,100.0,0.0,0.0,0.0,155000832.0,27742208.0,601952256.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:27,0.508,0.0,99.492,0.0,0.0,0.0,155000832.0,27742208.0,601952256.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:28,0.0,0.508,99.492,0.0,0.0,0.0,155000832.0,27742208.0,601952256.0,257269760.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:29,0.0,0.510,98.980,0.0,0.0,0.510,155000832.0,27742208.0,601952256.0,257269760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:30,0.500,0.0,99.500,0.0,0.0,0.0,154988544.0,27750400.0,601948160.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:31,0.0,0.0,100.0,0.0,0.0,0.0,154984448.0,27750400.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:32,0.0,0.0,100.0,0.0,0.0,0.0,154984448.0,27750400.0,601952256.0,257277952.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:33,0.0,0.0,100.0,0.0,0.0,0.0,154984448.0,27750400.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:34,0.0,0.0,100.0,0.0,0.0,0.0,154984448.0,27750400.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:35,0.0,0.0,100.0,0.0,0.0,0.0,154984448.0,27750400.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:36,0.500,0.0,99.500,0.0,0.0,0.0,154984448.0,27758592.0,601944064.0,257277952.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:37,0.0,0.505,99.495,0.0,0.0,0.0,154976256.0,27758592.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:38,0.0,0.0,100.0,0.0,0.0,0.0,154976256.0,27758592.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:39,0.0,0.0,100.0,0.0,0.0,0.0,154976256.0,27758592.0,601952256.0,257277952.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:40,0.500,0.0,99.500,0.0,0.0,0.0,154976256.0,27758592.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:41,0.0,0.498,99.502,0.0,0.0,0.0,154976256.0,27766784.0,601944064.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:42,0.0,0.0,100.0,0.0,0.0,0.0,154968064.0,27766784.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:43,0.0,0.500,99.500,0.0,0.0,0.0,154968064.0,27766784.0,601952256.0,257277952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:44,0.0,0.0,100.0,0.0,0.0,0.0,154968064.0,27766784.0,601952256.0,257277952.0,450.0,330.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:45,0.0,0.503,99.497,0.0,0.0,0.0,155246592.0,27766784.0,601952256.0,256999424.0,870.0,1028.0,0.0,0.0,1.0,0.0,0.0
28-12 22:24:46,0.0,0.0,100.0,0.0,0.0,0.0,155230208.0,27766784.0,601952256.0,257015808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:47,0.500,0.0,99.500,0.0,0.0,0.0,155222016.0,27774976.0,601944064.0,257024000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:48,0.0,0.0,100.0,0.0,0.0,0.0,155213824.0,27774976.0,601952256.0,257024000.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:49,0.0,0.0,100.0,0.0,0.0,0.0,155213824.0,27774976.0,601952256.0,257024000.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:50,0.0,0.0,100.0,0.0,0.0,0.0,155209728.0,27774976.0,601956352.0,257024000.0,450.0,270.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:51,0.0,0.500,99.500,0.0,0.0,0.0,155209728.0,27774976.0,601956352.0,257024000.0,150.0,98.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:52,0.0,0.0,100.0,0.0,0.0,0.0,155205632.0,27779072.0,601956352.0,257024000.0,150.0,90.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:53,0.0,0.500,99.500,0.0,0.0,0.0,155205632.0,27779072.0,601956352.0,257024000.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:54,0.0,0.0,100.0,0.0,0.0,0.0,155205632.0,27779072.0,601956352.0,257024000.0,300.0,188.0,0.0,0.0,0.0,0.0,0.0
28-12 22:24:55,0.0,0.0,100.0,0.0,0.0,0.0,155205632.0,27779072.0,601956352.0,257024000.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0
